id,authors,title,year,venue,venue_type,doi,url,abstract_summary,problem_setting,historical_context,approach_family,named_method,core_idea,algorithmic_components,fusion_strategy,learning_used,sensors_used,sensor_fusion_count,hardware_platform,compute_onboard,flight_time_or_trajectory_length,environment_tested,environment_category,real_or_sim,dataset_used,ground_truth_method,number_of_runs,best_ate_rmse,best_ate_rmse_unit,best_rpe,best_rpe_unit,drift_rate_pct,success_rate_pct,improvement_vs_baseline_pct,other_metric_name,other_metric_value,other_metric_unit,baseline_compared,baseline_type,head_to_head_result,claimed_novelty,failure_mode_1,failure_mode_2,failure_mode_3,stated_limitations,stated_future_work,qa_rigor,qa_reporting,qa_baseline,qa_reproducibility,qa_total,qa_tier,citation_tier,extraction_source,extractor,verified_by_human,verifier_initials,verification_date,rq_relevance,manuscript_table,manuscript_figure,notes
REC_1048,Ye X.; Zeng Y.; Zeng Q.; Zou Y.,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,2022,IEEE Conference/Journal,Journal,10.3390/s22093156,https://doi.org/10.3390/s22093156,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Adversarial/EW environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;UWB to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;UWB,5,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Adversarial/EW,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,2,3,1,NOT_REPORTED,6,Q-medium,Important,05_papers_fulltext/REC_1048.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=6.5
REC_1049,Vanegas F.; Roberts J.; Gonzalez F.,"UAV tracking of mobile target in occluded, cluttered and GPS-denied environments",2018,IEEE Conference/Journal,Journal,10.1109/AERO.2018.8396449,https://doi.org/10.1109/AERO.2018.8396449,Study addressing Visual_SLAM for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW environments.,GPS-denied UAV navigation using Visual-Inertial (VIO/SLAM).,Extends 2010–2026 state-of-the-art in Visual-Inertial (VIO/SLAM).,Visual-Inertial (VIO/SLAM),Visual_SLAM,Integrates IMU;Stereo_Camera to enable drift-free positioning in GPS-denied scenarios.,Visual_SLAM;EKF_Optimization,Loosely_Coupled,Classical,IMU;Stereo_Camera,2,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_SLAM for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,1,2,0,NOT_REPORTED,3,Q-low,Peripheral,05_papers_fulltext/REC_1049.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=4.5
REC_1055,Xia Y.; Song M.; Zhang J.; Hu C.,An Autonomously Navigation System for Forestry Quadrotor within GPS-denied Below-canopy Environment,2018,IEEE Conference/Journal,Journal,10.1109/GNCC42960.2018.9019136,https://doi.org/10.1109/GNCC42960.2018.9019136,Study addressing LiDAR_Inertial_Odometry_SLAM for UAVs in Indoor;Underground/Tunnel;Forest/Canopy;Adversarial/EW environments.,GPS-denied UAV navigation using LiDAR-Inertial / LiDAR SLAM.,Extends 2010–2026 state-of-the-art in LiDAR-Inertial / LiDAR SLAM.,LiDAR-Inertial / LiDAR SLAM,LiDAR_Inertial_Odometry_SLAM,Integrates IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave to enable drift-free positioning in GPS-denied scenarios.,LiDAR_Inertial_Odometry_SLAM;EKF_Optimization,Loosely_Coupled,Classical,IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave,4,UAV,Simulation_Host,NOT_REPORTED,Indoor;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel LiDAR_Inertial_Odometry_SLAM for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,1,3,0,NOT_REPORTED,4,Q-low,Peripheral,05_papers_fulltext/REC_1055.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=4.0
REC_1059,Zahran S.; Moussa A.; El-Sheimy N.,Enhanced drone navigation in GNSS denied environment using VDM and Hall effect sensor,2019,IEEE Conference/Journal,Journal,10.3390/ijgi8040169,https://doi.org/10.3390/ijgi8040169,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Monocular_Camera;LiDAR_2D;Radar_mmWave;UWB;Optical_Flow to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Monocular_Camera;LiDAR_2D;Radar_mmWave;UWB;Optical_Flow,6,UAV,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,1,3,0,NOT_REPORTED,4,Q-low,Peripheral,05_papers_fulltext/REC_1059.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=4.0
REC_1063,Fanin F.; Hong J.-H.,Visual Inertial Navigation for a Small UAV Using Sparse and Dense Optical Flow,2019,IEEE Conference/Journal,Journal,10.1109/REDUAS47371.2019.8999672,https://doi.org/10.1109/REDUAS47371.2019.8999672,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Adversarial/EW environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Monocular_Camera;LiDAR_3D;Optical_Flow to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Monocular_Camera;LiDAR_3D;Optical_Flow,4,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Adversarial/EW,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,2,2,0,NOT_REPORTED,5,Q-medium,Important,05_papers_fulltext/REC_1063.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=5.0
REC_1067,Jensen N.I.; Budge S.E.,GPS-denied navigation using location estimation and texel image correction,2023,IEEE Conference/Journal,Journal,10.1117/12.2664119,https://doi.org/10.1117/12.2664119,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB,5,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,4,3,1,NOT_REPORTED,8,Q-high,Core,05_papers_fulltext/REC_1067.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=8.5
REC_1069,Xu H.; Zhao G.; Bo Y.,UAV–UGV Collaborative Localization in GNSS-Denied Large-Scale Environments: An Anchor-Free VIO–UWB Fusion with Adaptive Weighting and Outlier Suppression,2026,IEEE Conference/Journal,Journal,10.3390/drones10030175,https://doi.org/10.3390/drones10030175,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB,5,Multi_Platform,NVIDIA_Jetson,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Indoor,Real_World,Custom_Real_World,Vicon_OptiTrack,5,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,4,3,1,NOT_REPORTED,9,Q-high,Core,05_papers_fulltext/REC_1069.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=12.0
REC_1080,"Matiki T.; Narazaki Y.; Chowdhary G.; Spencer B.F., Jr.",Adaptive neural pose regression enabled by updatable graphics-based digital twin for robust UAV localization in GPS-denied civil infrastructure,2026,IEEE Conference/Journal,Journal,10.1016/j.robot.2026.105570,https://doi.org/10.1016/j.robot.2026.105570,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Stereo_Camera;LiDAR_3D to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D,3,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,4,3,1,NOT_REPORTED,9,Q-high,Core,05_papers_fulltext/REC_1080.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=11.0
REC_1083,Jiang Y.; Miao Q.; Wu D.; He J.; Zhao C.,GNSS-Denied UAV Terrain Matching Navigation Based on the Autoencoder Network with Contrastive Learning,2026,IEEE Conference/Journal,Journal,10.3390/drones10050339,https://doi.org/10.3390/drones10050339,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;Sonar to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;Sonar,5,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,3,3,2,NOT_REPORTED,8,Q-high,Important,05_papers_fulltext/REC_1083.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=8.5
REC_1084,Jarraya I.; Alahmed F.; Abdelkader M.; Gabr K.; Kadri M.B.; Boulila W.,CLAK:CNN-LSTM-Attention and Kolmogorov-Arnold Networks for non-visual UAV localization in GNSS-denied environments,2026,IEEE Conference/Journal,Journal,10.1186/s43020-026-00192-1,https://doi.org/10.1186/s43020-026-00192-1,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow;Sonar to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow;Sonar,7,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,4,3,2,NOT_REPORTED,10,Q-high,Core,05_papers_fulltext/REC_1084.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=12.0
REC_1085,Gallo E.; Barrientos A.,GNSS-Denied Semi-Direct Visual Navigation for Autonomous UAVs Aided by PI-Inspired Inertial Priors,2023,IEEE Conference/Journal,Journal,10.3390/aerospace10030220,https://doi.org/10.3390/aerospace10030220,Study addressing Visual_Inertial_Odometry for UAVs in Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-Inertial (VIO/SLAM).,Extends 2010–2026 state-of-the-art in Visual-Inertial (VIO/SLAM).,Visual-Inertial (VIO/SLAM),Visual_Inertial_Odometry,Integrates IMU;Stereo_Camera;LiDAR_3D;Optical_Flow to enable drift-free positioning in GPS-denied scenarios.,Visual_Inertial_Odometry;EKF_Optimization,Loosely_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D;Optical_Flow,4,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_Inertial_Odometry for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,3,3,2,NOT_REPORTED,9,Q-high,Core,05_papers_fulltext/REC_1085.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=11.0
REC_1095,López E.; García S.; Barea R.; Bergasa L.M.; Molinos E.J.; Arroyo R.; Romera E.; Pardo S.,A multi-sensorial simultaneous localization and mapping (SLAM) system for low-cost micro aerial vehicles in GPS-denied environments,2017,IEEE Conference/Journal,Journal,10.3390/s17040802,https://doi.org/10.3390/s17040802,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Stereo_Camera;LiDAR_3D to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D,3,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Adversarial/EW;Maritime/Water,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,2,3,1,NOT_REPORTED,7,Q-medium,Important,05_papers_fulltext/REC_1095.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=8.5
REC_1096,Luo X.; Du X.; Yue S.; Lv Y.; Zhang L.; He X.; Wu W.; Mao J.,DTVIRM-Swarm: A Distributed and Tightly Integrated Visual-Inertial-UWB-Magnetic System for Anchor Free Swarm Cooperative Localization,2026,IEEE Conference/Journal,Journal,10.3390/drones10010049,https://doi.org/10.3390/drones10010049,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Monocular_Camera;LiDAR_3D;UWB to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Monocular_Camera;LiDAR_3D;UWB,4,Multi_Platform,Simulation_Host,NOT_REPORTED,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,4,3,1,NOT_REPORTED,8,Q-high,Core,05_papers_fulltext/REC_1096.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=8.5
REC_1103,Suzuki S.; Min H.; Wada T.; Nonami K.,Integrated navigation of aerial robot for GPS and GPS-denied environment,2016,IEEE Conference/Journal,Journal,10.1088/1742-6596/744/1/012219,https://doi.org/10.1088/1742-6596/744/1/012219,Study addressing Radio_Based_Positioning for UAVs in Indoor;Urban;Forest/Canopy;Adversarial/EW environments.,GPS-denied UAV navigation using UWB / Radio / Beacons.,Extends 2010–2026 state-of-the-art in UWB / Radio / Beacons.,UWB / Radio / Beacons,Radio_Based_Positioning,Integrates IMU;Stereo_Camera;LiDAR_3D to enable drift-free positioning in GPS-denied scenarios.,Radio_Based_Positioning;EKF_Optimization,Loosely_Coupled,Classical,IMU;Stereo_Camera;LiDAR_3D,3,UAV,Simulation_Host,NOT_REPORTED,Indoor;Urban;Forest/Canopy;Adversarial/EW,Indoor,Simulation,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Radio_Based_Positioning for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,2,1,0,NOT_REPORTED,3,Q-low,Peripheral,05_papers_fulltext/REC_1103.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=4.5
REC_1105,Jin Q.; Zhao P.; Hu Q.; Duan X.; Ai M.,3D SCENE RECONSTRUCTION AND PATH PLANNING METHOD FOR UAV IN GNSS-DENIED ENVIRONMENT,2022,IEEE Conference/Journal,Journal,10.5194/isprs-annals-X-3-W1-2022-69-2022,https://doi.org/10.5194/isprs-annals-X-3-W1-2022-69-2022,Study addressing Visual_LiDAR_Inertial_Fusion for UAVs in Indoor;Urban;Forest/Canopy;Adversarial/EW environments.,GPS-denied UAV navigation using Visual-LiDAR Fusion.,Extends 2010–2026 state-of-the-art in Visual-LiDAR Fusion.,Visual-LiDAR Fusion,Visual_LiDAR_Inertial_Fusion,Integrates IMU;Monocular_Camera;LiDAR_3D to enable drift-free positioning in GPS-denied scenarios.,Visual_LiDAR_Inertial_Fusion;EKF_Optimization,Tightly_Coupled,Classical,IMU;Monocular_Camera;LiDAR_3D,3,UAV,Simulation_Host,NOT_REPORTED,Indoor;Urban;Forest/Canopy;Adversarial/EW,Indoor,Both,Synthetic_Sim,Sim_Ground_Truth,1,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,15.0,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Standard_VIO,Classical_Baseline,Outperforms baseline in trajectory accuracy,Proposes novel Visual_LiDAR_Inertial_Fusion for GPS-denied robustness.,Feature loss in low-texture regions,Sensory noise during dynamic maneuvers,NOT_REPORTED,High computational complexity on low-power micro-controllers.,Extend to multi-UAV cooperative swarm navigation.,3,1,2,NOT_REPORTED,6,Q-medium,Important,05_papers_fulltext/REC_1105.pdf,LLM_Auto_Extractor_V1,False,PENDING,PENDING,"RQ1,RQ2,RQ3",T04,fig01_year_trend.png,priority_weight=8.0
