id,title,authors,year,doi,venue,source,fulltext_available,pdf_pages,platform_type,sensor_list,primary_method,method_category,environment,experiment_type,real_or_sim,metrics_reported,ate_rmse_m,application_domain,multi_agent,notes,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes,citation_tier
REC_0161,Sensor Fusion for Autonomous Indoor UAV Navigation in Confined Spaces,A. James; A. Seth; E. Kuantama; S. Mukhopadhyay; R. Han,2023,10.1109/ICST59744.2023.10460820,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,3,0,1,7,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=1/1. Total=7/10 (Q-high).",Core
REC_0165,UAV Cross-View Image Retrieval and Visual Geo-Localization in GNSS-Denied Environments,Y. -C. Tai; H. -Y. Shen; C. -P. Yi,2026,10.1109/ICCE-Taiwan71481.2026.11652687,IEEE Conference/Journal,IEEE_Xplore,True,2,UAV,IMU;Monocular_Camera,Radio_Based_Positioning,UWB / Radio / Beacons,Urban;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,General_Navigation,Single_Agent,Parsed from 2-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera].,3,2,1,0,6,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0179,Wireless Local Positioning System for Controlled UAV Landing in GNSS-Denied Environment,T. Pavlenko; M. Schütz; M. Vossiek; T. Walter; S. Montenegro,2019,10.1109/MetroAeroSpace.2019.8869587,IEEE Conference/Journal,IEEE_Xplore,True,5,UAV,IMU;Monocular_Camera;LiDAR_2D;Radar_mmWave,Radio_Based_Positioning,UWB / Radio / Beacons,Urban;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_2D;Radar_mmWave].,1,3,0,0,4,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-medium).",Important
REC_0195,An Autonomous Continuous Positioning Method for Low-Altitude UAVs Based on Image Recognition in GNSS-Denied Environments,T. Du; Y. Lin,2026,10.1109/RAITS68656.2026.11580149,IEEE Conference/Journal,IEEE_Xplore,True,9,Multi_Platform,IMU;Stereo_Camera;UWB;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 9-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;UWB;Optical_Flow].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0196,Navigation of Simultaneous Localization and Mapping by Fusing RGB-D Camera and IMU on UAV,X. Dai; Y. Mao; T. Huang; B. Li; D. Huang,2019,10.1109/SAFEPROCESS45799.2019.9213339,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_2D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_2D].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_0202,Design of A Positioning System for UAV in GPS-denied Environment,Z. Qiu; T. Li; F. Wang,2022,10.1109/ISCIT55906.2022.9931225,IEEE Conference/Journal,IEEE_Xplore,True,4,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;UWB,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 4-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_3D;UWB].,1,2,1,0,4,Q-medium,"Rigor=1/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=4/10 (Q-medium).",Important
REC_0208,UAV Pose Estimation in GNSS-Denied Environment Assisted by Satellite Imagery Deep Learning Features,H. Hou; Q. Xu; C. Lan; W. Lu; Y. Zhang; Z. Cui; J. Qin,2021,10.1109/ACCESS.2020.3048342,IEEE Conference/Journal,IEEE_Xplore,True,10,Multi_Platform,IMU;Depth_Camera;LiDAR_3D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Depth_Camera;LiDAR_3D].,1,2,1,0,4,Q-medium,"Rigor=1/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=4/10 (Q-medium).",Important
REC_0211,SIA-KalmanNet: A Structurally Integrated Attention Kalman Filter for Multi-UAV Localization in Partially GNSS-Denied Environments,X. Xin; H. Zhou; X. Feng; F. Pan; J. Wang; Z. Li,2026,10.1109/JIOT.2025.3650118,IEEE Conference/Journal,IEEE_Xplore,True,12,UAV,IMU;Monocular_Camera;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 12-page PDF. Primary evaluation: Real_World with sensors [IMU;Monocular_Camera;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0213,A Multi-UAV System for Exploration and Target Finding in Cluttered and GPS-Denied Environments,X. Zhu; F. Vanegas; F. Gonzalez; C. Sanderson,2021,10.1109/ICUAS51884.2021.9476820,IEEE Conference/Journal,IEEE_Xplore,True,9,UAV,IMU;Monocular_Camera;LiDAR_3D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 9-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_0215,GPS-Denied UAV-UGV Relative Positioning System via Vision-UWB Fusion,G. Mingyang; K. Sagar; X. Ning,2023,10.1109/ICIEA58696.2023.10241577,IEEE Conference/Journal,IEEE_Xplore,True,6,Multi_Platform,IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;UWB].,2,3,1,1,7,Q-high,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-high).",Core
REC_0218,A Unified Error-State Kalman Filtering Framework for Multi-Sensor Navigation of Fixed-Wing UAVS in GNSS-Denied Scenarios,G. E. V. Hernandez; R. C. Fernandes; A. Sorokin; M. Korimi; F. O. Silva,2026,10.1109/ICUAS69441.2026.11598562,IEEE Conference/Journal,IEEE_Xplore,True,10,UAV,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Real_World with sensors [IMU;Monocular_Camera].,4,2,1,0,7,Q-high,"Rigor=4/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-high).",Core
REC_0239,Autonomous Flight Control Design Based on Multi-Sensor Fusion for a Low-Cost Quadrotor in GPS-Denied Environments,J. Guo; X. Zhang; Z. Huang; B. Li,2022,10.1109/ACIRS55390.2022.9845557,IEEE Conference/Journal,IEEE_Xplore,True,5,UAV,IMU;Monocular_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Search_and_Rescue,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D;UWB].,3,2,1,0,6,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0246,UAV Platforms for Autonomous Navigation in GPS-Denied Environments for Search and Rescue Missions,E. Ngo; J. Ramirez; M. Medina-Soto; S. Dirksen; E. D. Victoriano; S. Bhandari,2022,10.1109/ICUAS54217.2022.9836181,IEEE Conference/Journal,IEEE_Xplore,True,8,Multi_Platform,IMU;Stereo_Camera;LiDAR_2D;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_2D;Sonar].,3,2,1,1,7,Q-high,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-high).",Core
REC_0255,A stereo and rotating laser framework for UAV navigation in GPS denied environment,Hailong Qin; Yingcai Bi; K. Z. Y. Ang; Kangli Wang; Jiaxin Li; Menglu Lan; Mo Shan; F. Lin,2016,10.1109/IECON.2016.7793246,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_2D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_2D].,3,3,1,0,7,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-high).",Important
REC_0264,Autonomous UAV Navigation for Target Detection in Visually Degraded and GPS Denied Environments,S. Boiteau; F. Vanegas; J. Sandino; F. Gonzalez; J. Galvez-Serna,2023,10.1109/AERO55745.2023.10115544,IEEE Conference/Journal,IEEE_Xplore,True,10,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Sonar].,1,3,1,1,6,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_0271,Hybrid IMU-Aided Approach for Optimized Visual Odometry,A. Mahmoud; M. M. Atia,2019,10.1109/GlobalSIP45357.2019.8969460,IEEE Conference/Journal,IEEE_Xplore,True,5,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Optical_Flow].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0274,Navigation and control of unmanned aerial vehicles in GPS-denied environments,B. Chen,2014,10.1109/ICARCV.2014.7064483,IEEE Conference/Journal,IEEE_Xplore,True,7,UAV,IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;UWB;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Success_Rate,NOT_REPORTED,Search_and_Rescue,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;UWB;Sonar].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0278,Navigation Methods for UAVs in GNSS-Denied Environments Using Artificial Intelligence,N. V. Quynh; P. N. Huu; T. Han-Trong,2026,10.1109/ICCE70609.2026.11658445,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Radar_mmWave,Radio_Based_Positioning,UWB / Radio / Beacons,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Radar_mmWave].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0281,UAV Tracking with Lidar as a Camera Sensor in GNSS-Denied Environments,H. Sier; X. Yu; I. Catalano; J. P. Queralta; Z. Zou; T. Westerlund,2023,10.1109/ICL-GNSS57829.2023.10148919,IEEE Conference/Journal,IEEE_Xplore,True,7,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_0289,Development of a Simulated UAV Platform for Sensor-Fusion-Based SLAM,M. F. Mummtaz; J. Yoo; I. B. K. Y. Utama; I. Zaini; Y. M. Jang,2026,10.1109/ICAIIC68212.2026.11454340,IEEE Conference/Journal,IEEE_Xplore,True,5,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 5-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0294,A Novel Approach to Computationally Lighter GNSS-Denied UAV Navigation Using Monocular Camera,J. Bhowmick; A. Singh; H. Gupta; R. Nallanthighal,2021,10.1109/ICARA51699.2021.9376502,IEEE Conference/Journal,IEEE_Xplore,True,8,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow].,2,2,1,0,5,Q-medium,"Rigor=2/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0296,Optical flow sensor integrated navigation system for quadrotor in GPS-denied environment,S. -E. Tsai; S. -H. Zhuang,2016,10.1109/ICRAE.2016.7738795,IEEE Conference/Journal,IEEE_Xplore,True,5,Multi_Platform,IMU;Monocular_Camera;Optical_Flow;Sonar,Radio_Based_Positioning,UWB / Radio / Beacons,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;Optical_Flow;Sonar].,1,2,1,1,5,Q-medium,"Rigor=1/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=5/10 (Q-medium).",Important
REC_0305,A method based on CNN-BiLSTM for UAV navigation error compensation in GNSS denied environment,Y. -h. Shao; B. Han; Y. Luo,2023,10.1109/ICCC59590.2023.10507546,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Monocular_Camera;LiDAR_2D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_2D].,1,2,1,0,4,Q-medium,"Rigor=1/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=4/10 (Q-medium).",Important
REC_0318,Cooperative Navigation Method Based on Adaptive CKF for UAVs In GPS Denied Areas,Y. Yu; S. Peng; Q. Li; X. Dong; Z. Ren,2018,10.1109/GNCC42960.2018.9018972,IEEE Conference/Journal,IEEE_Xplore,True,6,Multi_Platform,IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Search_and_Rescue,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave;Sonar].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0332,Thermal-Inertial Localization for Autonomous Navigation of Aerial Robots through Obscurants,C. Papachristos; F. Mascarich; K. Alexis,2018,10.1109/ICUAS.2018.8453447,IEEE Conference/Journal,IEEE_Xplore,True,6,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave].,1,1,1,1,4,Q-medium,"Rigor=1/4, Reporting=1/3, Baseline=1/2, Repro=1/1. Total=4/10 (Q-medium).",Important
REC_0343,Vision-Aided Multi-UAV Autonomous Flocking in GPS-Denied Environment,Y. Tang; Y. Hu; J. Cui; F. Liao; M. Lao; F. Lin; R. S. H. Teo,2019,10.1109/TIE.2018.2824766,IEEE Conference/Journal,IEEE_Xplore,True,11,UAV,IMU;Thermal_Camera;LiDAR_2D,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 11-page PDF. Primary evaluation: Simulation with sensors [IMU;Thermal_Camera;LiDAR_2D].,0,3,1,0,4,Q-medium,"Rigor=0/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=4/10 (Q-medium).",Important
REC_0345,Distance function based 6DOF localization for unmanned aerial vehicles in GPS denied environments,J. Unicomb; L. Dantanarayana; J. Arukgoda; R. Ranasinghe; G. Dissanayake; T. Furukawa,2017,10.1109/IROS.2017.8206421,IEEE Conference/Journal,IEEE_Xplore,True,7,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0346,Autonomous Flight in Unknown GNSS-denied Environments for Disaster Examination,D. Schleich; M. Beul; J. Quenzel; S. Behnke,2021,10.1109/ICUAS51884.2021.9476790,IEEE Conference/Journal,IEEE_Xplore,True,8,UAV,IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Real_World with sensors [IMU;Thermal_Camera;LiDAR_3D;Radar_mmWave].,3,2,1,0,6,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0363,Enhanced UAV navigation in GNSS denied environment using repeated dynamics pattern recognition,S. Zahran; A. Moussa; N. El-Sheimy,2018,10.1109/PLANS.2018.8373497,IEEE Conference/Journal,IEEE_Xplore,True,8,UAV,IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave;Optical_Flow;Sonar,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave;Optical_Flow;Sonar].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0369,Autonomous Flight Control of a Nano Quadrotor Helicopter in a GPS-Denied Environment Using On-Board Vision,X. Zhang; B. Xian; B. Zhao; Y. Zhang,2015,10.1109/TIE.2015.2420036,IEEE Conference/Journal,IEEE_Xplore,True,12,UAV,IMU;Monocular_Camera;LiDAR_2D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 12-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_2D].,2,3,1,1,7,Q-high,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-high).",Core
REC_0388,Multi-UAV Cooperative Navigation Based on Multisource Information Fusion: A Review,F. Song; Q. Zeng; R. Zhang; X. Zhu; X. Ye; Z. Zhang,2026,10.1109/JSEN.2025.3646302,IEEE Conference/Journal,IEEE_Xplore,True,31,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 31-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow;Sonar].,3,3,1,0,7,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-high).",Important
REC_0391,Multi-UAV Collaboration and IMU Fusion Localization Method in Partial GNSS-Denied Scenarios,Y. Zheng; Y. Xie; J. Li,2023,10.1109/ACCESS.2023.3315870,IEEE Conference/Journal,IEEE_Xplore,True,14,Multi_Platform,IMU;Monocular_Camera;UWB;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;RMSE;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 14-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;UWB;Optical_Flow].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0409,Dust-Resilient Autonomous Navigation and Mapping for UAVs in GNSS-Denied Underground Tunnels,M. A. Montes-Grova; J. M. González-Marín; F. J. Pérez-Grau; A. Viguria,2026,10.1109/ICUAS69441.2026.11598747,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Thermal_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Real_World with sensors [IMU;Thermal_Camera;LiDAR_3D].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
