"id","title","authors","year","venue","doi","source","abstract","ai_decision","ai_confidence","criteria_triggered","justification","decision","rule"
"REC_0475","P2P-DroneLoc: Peer-to-Peer Localization for GPS-Denied Drones using Camera and WiFi Fine Time Measurement","K. Ashraf; A. Ashok","2022","","10.1109/ANTS56424.2022.10227756","IEEE_Xplore","In this work we design, implement, and evaluate a drone assisted coordinated localization system to help navigate remotely operating Global Positioning System (GPS) denied drones. Without any requirements of a base station or a central entity, in this system, a GPS enabled helper drone offers localization help to low functionality distress drones. The helper drone when discovers a distressed drone flying in proximity, estimates the distress drone?s absolute GPS location information respective to its own location. This is performed by computing the relative position of the distress drone with the helper drone. The estimated location is then communicated to the distress drone. In this paper, we evaluate two fundamental approaches for range estimation for peer-to-peer relative positioning between drones: (a) camera and computer vision projection theory, and (b) WiFi Fine Time Measurements (FTM). We envision that a helper drone equips a camera and a WiFi FTM access point (AP), while a distress drone equips only a WiFi FTM AP. We evaluate our proposed peer-to-peer localization via accuracy across three estimated measures: (i) range or distance between the drones, (ii) GPS bearing (angle), and (iii) GPS location (coordinates). Based on our analysis of our dataset consisting of outdoor static and flying drones setup, our methods result in a median localization accuracy within 1-4m.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0481","An Onboard Transformer-Based Physics-Informed System for UAV Trajectory Prediction and State Classification in GNSS-Denied Environments","N. Souli; Y. Grigoriou; P. Chrysanthou; P. Kolios; G. Ellinas","2026","","10.1109/ICUAS69441.2026.11598599","IEEE_Xplore","This work introduces a real-time, lightweight system deployed onboard unmanned aerial vehicles (UAVs) that achieves the two-fold objective of state classification and trajectory prediction by integrating a Transformer-based physicsinformed learning model with an extended Kalman filter (EKF). The proposed framework employs a two-stage sensor fusion mechanism that combines a physics-informed Transformer with an EKF-based measurement augmentation. In the first stage, an EKF fuses onboard sensor readings together with visionderived measurements (optical flow measurements) and external sensor information (such as weather station data of wind speed and direction) to construct an augmented and denoised input measurement vector. In the second stage, the resulting filtered state estimates are fed into a physics-informed Transformer network that exploits shared feature learning to jointly enhance robustness and improve state classification and trajectory forecasting performance in Global Navigation Satellite System (GNSS)-denied environments. The proposed EKF-assisted AI framework is trained and validated on a custom dataset of UAV trajectories collected across various outdoor environments, and its prototype implementation is thoroughly assessed and validated in real-world outdoor experiments.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0485","Multi-Sensor 6-DoF Localization For Aerial Robots In Complex GNSS-Denied Environments","J. L. Paneque; J. R. Mart?nez-de Dios; A. Ollero","2019","","10.1109/IROS40897.2019.8967686","IEEE_Xplore","The need for robots autonomously navigating in more and more complex environments has motivated intense R& D efforts in making robot pose estimation more accurate and reliable. This paper presents a multi-sensor multi-hypothesis method for robust 6-DoF localization in complex environments. Robustness and accuracy requirements are addressed as follows. First, camera and LIDAR features are seamlessly integrated in the same statistical framework, benefiting from their synergies and providing robustness in scenarios with low or varying densities of LIDAR and visual features. Second, a multi-hypothesis approach is adopted to cope with scenario symmetries. The method has been carefully designed to operate in real time using feature and hypothesis filtering and efficient hypothesis refinement, and has been coded in a multi-core implementation. The proposed method has been extensively validated for closed-loop aerial robot navigation in different urban and industrial scenarios and has shown advantages over well-known single-sensor techniques.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0489","UAV Vision Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation","J. Dong; X. Ren; S. Han; S. Luo","2022","","10.1109/TVT.2022.3151729","IEEE_Xplore","Autonomous navigation without external GNSS aiding is crucial for some kinds of land vehicle applications, such as military vehicles and unmanned vehicles navigation under GNSS denied environments. A typical solution for autonomous navigation can be achieved by integrating Inertial Navigation System (INS) and odometer, where the odometer can provide velocity aiding for INS. The INS/odometer integration approach can dramatically improve the navigation performances compared with the standalone INS approach, however its positioning error is still gradually accumulating with time because of lacking external position correction. This paper proposes an approach to aid the INS/odometer integration by using vision positioning, where a UAV is used to carry the vision camera and helps to realize the positioning of the vehicle by image matching. The UAV vision positioning acts a role like GNSS and provides constant position correction for INS/odometer integration. A dual-rate Kalman filter is proposed and utilized to realize the data fusing of vision, INS and odometer. Simulation and filed tests show that the proposed approach can dramatically improve the autonomous navigation performances for land vehicles.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0502","LD3DGS-SLAM: Long-Distance Monocular SLAM With 3-D Gaussian Splatting and GNSS-Aided Localization for UAVs","D. Li; T. Yang; Y. Wang; H. Qin; S. Fan; S. Zhang; Y. Zhang; J. Li","2026","","10.1109/JIOT.2025.3638876","IEEE_Xplore","Integrating neural rendering with simultaneous localization and mapping (SLAM) has shown great promise for achieving high-precision localization and photorealistic scene reconstruction. However, the dynamic perspectives of uncrewed aerial vehicles (UAVs), compounded by Global Navigation Satellite System (GNSS) signal interference and the accumulation of localization errors, pose significant challenges to existing monocular SLAM methods in complex environments. To address these limitations, we propose LD3DGS-SLAM, a novel framework that integrates monocular SLAM, GNSS, and 3-D Gaussian splatting (3DGS) to enhance UAV-based localization and mapping. The system integrates traditional geometric feature-based localization with the multiview synthesis capability of 3-D Gaussian rendering, achieving a breakthrough in accuracy while enhancing robustness. First, we construct a multisensor fusion graph optimization model that tightly integrates GNSS and monocular vision data, effectively mitigating the cumulative drift typical of traditional SLAM pipelines. Afterward, we introduce a 3-D Gaussian-based mapping strategy that incrementally refines a dense scene representation using SLAM-generated point clouds, fusing geometric and texture information to reconstruct highly accurate and detailed maps. To further enhance localization performance in GNSS-denied scenarios, we develop a dynamic frame interpolation and tracking approach based on 3-D Gaussian rendering. By synthesizing novel viewpoints, this method improves observation matching and strengthens loop closure detection, enabling robust relocalization in large-scale environments. To validate the effectiveness of the proposed framework, we implement a UAV test system and evaluate its performance on both the publicly available TUM dataset and a self-collected aerial dataset spanning several kilometers. Experimental results show that LD3DGS-SLAM achieves a state-of-the-art average localization error of only 0.8 m using just a monocular camera, even during long-range flight missions exceeding tens of kilometers and altitudes up to 500 m. Overall, LD3DGS-SLAM effectively addresses the limitations of monocular SLAM in aerial scenarios, providing a robust, accurate, and cost-effective localization solution for urban air mobility (UAM) and Aerial Internet of Things (IoT) applications.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0503","Decimeter-Accuracy Positioning for Drones Using Two-Stage Trilateration in a GPS-Denied Environment","Y. -E. Chen; H. -H. Liew; J. -C. Chao; R. -B. Wu","2023","","10.1109/JIOT.2022.3231704","IEEE_Xplore","This study proposes a high-accuracy two-stage trilateration method that enables real-time positioning in global position system (GPS)-denied areas, such as unmanned aerial vehicles (UAVs) under bridges and targets in vegetation or indoors, where automated drone operation is difficult, and there are few localization methods. This method uses ultrawideband (UWB) with high-ranging accuracy and a high transmission rate as the positioning sensor. The drone and the target are equipped with multiple UWBs, and the relative distance is calculated through the signal transmission between the UWB devices so as to determine the position of the target in a fixed coordinate system. In practice, this method uses the UWB anchors on the ground to locate the UAV moving in the air, and the altitude error can be reduced from 8?10 m to less than 1 m. The moving UAV can also be used as the anchor to locate fixed objects on the ground in areas with poor GPS, and the relative position error is reduced from 2.02 to 0.35 m, and the relative altitude error is reduced from 3.39 to 0.32 m. This study alleviates the insufficient accuracy of the trilateration method when the UWB anchors are in the coplanar space, so as to improve the reliability of the positioning and navigation of the UAV in the GPS-denied area.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0534","Integrated UWB-Vision Approach for Autonomous Docking of UAVs in GPS-denied Environments","T. -M. Nguyen; T. H. Nguyen; M. Cao; Z. Qiu; L. Xie","2019","","10.1109/ICRA.2019.8793851","IEEE_Xplore","Though vision-based techniques have become quite popular for autonomous docking of Unmanned Aerial Vehicles (UAVs), due to limited field of view (FOV), the UAV must rely on other methods to detect and approach the target before vision can be used. In this paper we propose a method combining Ultra-wideband (UWB) ranging sensor with vision-based techniques to achieve both autonomous approaching and landing capabilities in GPS-denied environments. In the approaching phase, a robust and efficient recursive least-square optimization algorithm is proposed to estimate the position of the UAV relative to the target by using the distance and relative displacement measurements. Using this estimate, UAV is able to approach the target until the landing pad is detected by an onboard vision system, then UWB measurements and vision-derived poses are fused with onboard sensor of UAV to facilitate an accurate landing maneuver. Real-world experiments are conducted to demonstrate the efficiency of our method.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0537","Indoor Navigation and Attitude Estimation for Uas Using Inertial Sensors and Extended Kalman Filtering","S. Ponte; G. Ariante; A. Menichino; V. Di Vito; G. Del Core","2026","","10.1109/MetroAeroSpace69299.2026.11646697","IEEE_Xplore","Accurate position estimation during navigation is essential for missions conducted using Unmanned Aerial Systems (UASs), particularly in fully autonomous operations or missions performed in Beyond Visual Line of Sight (BVLOS) conditions. In outdoor environments, conventional positioning solutions primarily rely on Global Navigation Satellite Systems (GNSS). However, GNSS-based approaches are not suitable for indoor navigation scenarios or GPS-denied environments, where satellite signals are unavailable or severely degraded. As a result, alternative positioning and navigation technologies are required to ensure reliable and accurate UAS operation in such conditions. Inertial Navigation Systems (INS) are becoming essential components of UAS navigation architectures. By integrating low-cost Inertial Measurement Units (IMU), INS provide reliable navigation and attitude estimation capabilities, particularly in GNSS-denied environments. However, uncompensated bias and drift errors lead to the accumulation of position and velocity errors, resulting in significant navigation inaccuracies. This work investigates the impact of IMU bias and drift errors on UAS navigation and attitude estimation and introduces an estimation technique based on the Extended Kalman Filter (EKF) to jointly estimate and compensate these error sources. The proposed EKF-based approach estimates both bias and drift terms affecting the UAS position and attitude, thereby mitigating the accumulation of velocity and position errors over time. The effectiveness of the proposed method is validated through simulation tests conducted in MATLAB? and Simulink? environments, reproducing realistic operational scenarios. Simulation results demonstrate that the proposed approach significantly enhances UAS navigation performance by improving estimation accuracy and reducing overall navigation errors.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0544","Season-Invariant GNSS-Denied Visual Localization for UAVs","J. Kinnari; F. Verdoja; V. Kyrki","2022","","10.1109/LRA.2022.3191038","IEEE_Xplore","Localization without Global Navigation Satellite Systems (GNSS) is a critical functionality in autonomous operations of unmanned aerial vehicles (UAVs). Vision-based localization on a known map can be an effective solution, but it is burdened by two main problems: places have different appearance depending on weather and season, and the perspective discrepancy between the UAV camera image and the map make matching hard. In this letter, we propose a localization solution relying on matching of UAV camera images to georeferenced orthophotos with a trained convolutional neural network model that is invariant to significant seasonal appearance difference (winter-summer) between the camera image and map. We compare the convergence speed and localization accuracy of our solution to six reference methods. The results show major improvements with respect to reference methods, especially under high seasonal variation. We finally demonstrate the ability of the method to successfully localize a real UAV, showing that the proposed method is robust to perspective changes.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0572","GNSS-Independent Navigation of UAV through Utilization of Sensor Fusion and Intelligence System","S. E. Meheretu; S. Y. Hailesilassie; E. Nigussie","2022","","10.1109/ICT4DA56482.2022.9971437","IEEE_Xplore","Unmanned Aerial Vehicles (UAVs) have gained a lot of attention due to their applications in various sectors. Most of fully autonomous UAVs navigation system is dependent on GNSS for localization. But the security threats that emanates from GPS system; spoofing and jamming makes the reliance on GNSS problematic. In this work, we proposed a fully autonomous UAV navigation system without GNSS and wireless communication. The application area of interest in this work is military battlefield. The proposed navigation method combines information gathered by Intelligence Preparation for Battlefield (IPB) and Intelligence Surveillance Reconnaissance(ISR) group and onboard sensors. Then it applies AI-enabled multi sensor fusion, motion planning and decision making to accomplish the navigation successfully. The integrated way of navigation used to assess the conceptual possibility of autonomous navigation without the use of external navigation system and reliable operation of UAV at GPS and wireless signal denied environment. In addition, to ensure reliable operation of the navigation system, devices health monitoring system through the use of distributed monitoring agent and AI algorithms are proposed. The conceptual architecture is designed as six layer architecture with cross-layer interaction feature.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0594","Google map aided visual navigation for UAVs in GPS-denied environment","M. Shan; F. Wang; F. Lin; Z. Gao; Y. Z. Tang; B. M. Chen","2015","","10.1109/ROBIO.2015.7418753","IEEE_Xplore","We propose a framework for Google Map aided UAV navigation in GPS-denied environment. Geo-referenced navigation provides drift-free localization and does not require loop closures. The UAV position is initialized via correlation, which is simple and efficient. We then use optical flow to predict its position in subsequent frames. During pose tracking, we obtain inter-frame translation either by motion field or homography decomposition, and we use HOG features for registration on Google Map. We employ particle filter to conduct a coarse to fine search to localize the UAV. Offline test using aerial images collected by our quadrotor platform shows promising results as our approach eliminates the drift in dead-reckoning, and the small localization error indicates the superiority of our approach as a supplement to GPS.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0598","Compact Passive Millimeter Wave Imager for Degraded Visual and GPS-Denied Navigation","T. Dillon; C. Schuetz; A. Wright; S. Kozacik; Z. El-Azom; S. Shi; D. Prather; A. Rutkowski","2019","","10.1109/RAPID.2019.8864251","IEEE_Xplore","We present a passive millimeter wave imager for aerial vehicle navigation in degraded visual and GPS-denied environments. The sensor employs aperture synthesis imaging techniques with optical upconversion of millimeter wave signals and coherent reconstruction in the optical domain to enable a suitably small form factor.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0617","Visual-Inertial Fusion for Indoor Autonomous Navigation of a Quadrotor Using ORB-SLAM","S. J. Haddadi; E. B. Castelan","2018","","10.1109/LARS/SBR/WRE.2018.00028","IEEE_Xplore","This brief addresses the accuracy of the pose estimation of a Low-Cost Quadrotor using visual SLAM and sensor data fusion for making an autonomous indoor navigation in a known GPS-denied environment. To perform this approach, two kinds of modules are employed. For the former, a Simultaneous Localization and Mapping (SLAM) system is used. This SLAM system uses Oriented Fast and rotated BRIEF (ORB) features, also known as ORB_SLAM. The second module is Extended Kalman Filter (EKF) that is applied for combining the obtained pose from ORB_SLAM and Inertial Measurement Unit (IMU). Since in this paper the SLAM process is performed by the frontal monocular camera of Quadrotor, so developing scale factor estimation in order to calculate the scale of the map with minimum error is necessary. In addition, a Proportional Integral Derivative (PID) is utilized to conduct the maneuver of the robot. All of these processes are done by sending data via Wi-Fi to a ground station in order to perform the data processing. To show the performance of the proposed algorithm, two experiments are carried out on an AR-Drone 2.0 quadrotor. The first one is position holding that shows the robustness of the estimated position of the system in hovering situation after take-off. The second one is an indoor trajectory tracking that illustrates the difference between the downward camera output position and the estimated position.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0620","Terrain Aided Planetary UAV Localization Based on Geo-referencing","X. Wan; Y. Shao; S. Zhang; S. Li","2022","","10.1109/TGRS.2022.3198745","IEEE_Xplore","The autonomous real-time optical navigation of planetary unmanned aerial vehicle (UAV) is of the key technologies to ensure the success of the exploration. In such a GPS-denied environment, vision-based localization is an optimal approach. In this article, we proposed a terrain aided simultaneous localisation and mapping (SLAM) algorithm, which simultaneously reconstructs the 3-D map point of environment and estimates the location of a planet UAV based on preexisting digital elevation model (DEM). To directly georeference the onboard UAV images to the digital terrain model, a theoretical model is proposed to prove that topographic features of UAV image and DEM can be correlated in the frequency domain via cross power spectrum. To provide the six-DOF of the UAV, we developed an optimization approach, which fuses the geo-referencing result into an SLAM system via local bundle adjustment (LBA) to achieve robust and accurate vision-based navigation even in featureless planetary areas. To test the robustness and effectiveness of the proposed localization algorithm, a new dataset for planetary drone navigation is proposed based on simulation engine. The proposed dataset includes 40 200 synthetic drone images taken from nine planetary scenes with related DEM query images. Comparison experiments are carried out to demonstrate that over the flight distance of 33.8 km, the proposed method achieved an average localization error of 0.45 m, compared to 1.32 m by ORB-SLAM2 and 0.75 m by ORB-SLAM3, with the processing speed of 12 Hz, which will ensure real-time performance. We will make our datasets available to encourage further work on this topic.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0622","Micro-Drone Ego-Velocity and Height Estimation in GPS-Denied Environments Using an FMCW MIMO Radar","J. Barra; T. Creuzet; S. Lesecq; G. Scorletti; E. Blanco; M. Zarudniev","2023","","10.1109/JSEN.2022.3229421","IEEE_Xplore","In the context of autonomous navigation, the vehicle trajectory estimation and the detection of surrounding obstacles are two critical functionalities that must be robust to difficult environmental conditions (e.g., fog, dust, and snow) and the unavailability of infrastructure signals (e.g., GPS). With the advantage of remaining operable in low-visibility conditions, radar sensors are good candidates to detect obstacles in an autonomous navigation context. In this article, we show that radars can also be successfully used for real-time trajectory estimation. We address the case of an autonomous micro-drone intended for the exploration of piping networks and embedding a frequency-modulated continuous wave (FMCW) multi-input multioutput (MIMO) radar. We show that using a beamforming technique to virtually steer the radar field of view (FOV), we can simultaneously estimate the horizontal and vertical velocities of the drone as well as its height. These results are first validated through simulations based on experimental drone flight data and a radar simulator. Then, using an Infineon 77-GHz FMCW radar, we show, through real-world experiments, the high performance attainable with our solution.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0631","Invited Speaker 1: Navigation without GPS for Unmanned Aerial Vehicles","L. Feng","2019","","10.1109/IConDA47345.2019.9034681","IEEE_Xplore","In recent years, research and development of unmanned aerial vehicles (UAVs) have gained much attention in the academic and industrial communities worldwide. Extensive research and development have been done for UAVs to operate in complex and unknown environments, especially in GPS-denied environments. Consideration of a wide range of factors needs to be observed in such environments. Control systems for the unmanned vehicles are required to integrate, not only the basic input-output control laws but also the high-level functionalities for perception, decision making and task scheduling. Software systems for unmanned vehicles are required to perform tasks from hardware driving to the management of device operations, and from traditional input-output control law implementation to sensing, task scheduling and event management. In this talk, in-depth research in the advanced autonomous systems on UAVs is presented, involving automate flight process in GPS-denied environments, such as below the forest canopy or indoor environments, in which a board range of sensing and navigation technologies have been used. The sensors and algorithms plan the drones' flight paths, make sense of where they are, and to ensure that they do not collide with obstacles. All these are done automatically with no human intervention. The proposed systems have been successfully tested in both simulations and real flight experiments. Several related applications of the autonomous systems on UAVs will also be presented.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0639","A Vision-Based Approach to Autonomous Landing of an eVTOL Aircraft in GPS-Denied Environments","F. V. Benitez; A. Rutherford; J. Van Hilst; E. Babcock; M. Schlief; L. Markussen","2023","","10.1109/DASC58513.2023.10311329","IEEE_Xplore","This research paper describes an autonomous system developed by a team of undergraduate engineering students at Embry-Riddle Aeronautical University - Prescott with support from Wisk Aero. Autonomous systems enable an electric vertical takeoff and landing (eVTOL) aircraft to perform the fundamental duties of a pilot - aviate, navigate, and communicate - without human intervention. A prototype eVTOL system, implemented as a modular payload attached to the bottom of a commercially available drone, was developed and tested to operate from the final approach through the landing phase of flight. The prototype vision-based system identifies a landing zone, and calculates relative position and orientation position without reliance on Global Positioning System (GPS) capabilities, which is potentially vulnerable to interruption and disruption. In addition, the system utilizes a machine learning approach to identify if any obstructions impact the safety of landing the aircraft. Through the development of the prototype, the findings demonstrated the viability of a computer vision-based landing system to be used on an eVTOL aircraft for the purpose of autonomous advanced air mobility (AAM) solutions.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0644","Autonomous Localization and Navigation for Drones Over Rivers","P. -C. Wu; Y. -Y. Chen; C. -L. Lin; H. Wang","2026","","10.1109/ACCESS.2025.3650454","IEEE_Xplore","Uncrewed aerial vehicles (UAVs) are increasingly used for environmental monitoring and riverine studies; however, their dependence on Global Positioning System (GPS) localization is often compromised in forested areas, under bridges, or above highly dynamic water surfaces. Conventional vision-based navigation methods struggle with sparse textures and transient disturbances, leading to unstable positioning and drift. This paper presents a robust real-time visual?inertial navigation framework that integrates neural network?based optical flow estimation (NeuFlow v2), the Dynamic Divided Method (DDM), and inertial measurement unit (IMU) data through a Kalman Filter (KF). The DDM adaptively segments the optical-flow field according to water-surface dynamics and local texture stability, suppressing transient artifacts such as ripples and reflections, while the KF stabilizes state estimation by compensating for outliers and short-term measurement loss. Field experiments at Kangqiao, Green River, and Wu River sites demonstrate that DDM-enhanced visual odometry (VO) significantly improves robustness in low-texture and dynamic conditions. The fused framework combining NeuFlow v2, DDM, and KF achieves high trajectory similarity with GPS benchmarks, reduced drift, and enhanced spatial consistency. These findings validate a practical and effective solution for accurate UAV localization and autonomous environmental monitoring in GPS-degraded riverine environments.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0647","Radiation Source Localization in GPS-Denied Environments Using Aerial Robots","F. Mascarich; T. Wilson; C. Papachristos; K. Alexis","2018","","10.1109/ICRA.2018.8460760","IEEE_Xplore","This paper details the system and methods developed to enable autonomous nuclear radiation source localization and mapping using aerial robots in GPS-denied environments. A Thallium-doped Cesium Iodide (CsI(Tl)) scintillator and a Silicon Photomultiplier are combined with custom-built electronics for counting and spectroscopy, and the provided radiation measurements are pose-annotated using visual-inertial localization enabling autonomous operation in GPS-denied environments. Provided this capability, a strategy for radioactive source localization, as well as active source search path planning was developed. The proposed method is motivated and accounts for the limited endurance of the vehicle, which entails a very small amount of dwell points, and the fact that GPS-denied localization implies varying uncertainty of the robot's position estimate. The complete system is evaluated in multiple experimental studies using a small aerial robot and a Cesium-137 radiation source. As shown, accurate radioactive source localization is achieved, enabling efficient radiation mapping of indoor GPS-denied environments.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0652","Reinforcement Learning-Based Autonomous UAV Navigation in Indoor Environments Towards Human Detection","V. Geeganage; L. Gamage; H. Weerathunga; C. Premachandra; B. H. Sudantha","2026","","10.1109/ICIPRoB69625.2026.11497788","IEEE_Xplore","Unmanned Aerial Vehicles (UAVs) have become indispensable in search and rescue (SAR) missions by enabling rapid aerial reconnaissance in unstructured and GPS denied environments that are inaccessible to ground teams. Conventional autonomous navigation systems typically depend on heavy sensor suites such as LiDAR or reliable GPS signals, which are often impractical for lightweight and low-cost rescue drones operating in cluttered indoor spaces, including partially collapsed buildings in disaster zones. To address this limitation, this paper introduces a cost-effective, fully autonomous UAV navigation framework that leverages Deep Reinforcement Learning (DRL) to replace brittle rule-based decision logic with adaptive policy learning. The framework integrates real-time human detection using a monocular RGB camera and YOLOv8n, and evaluates two DRL strategies for autonomous indoor maneuvering toward detected humans, specifically Deep Q-Network (DQN) and Proximal Policy Optimization (PPO). Simulation results indicate that rule-based navigation shows low generalization to dynamic and unstructured conditions. Although DQN shows limited reliability, the PPO based agent achieves higher navigation success rates and more stable decision policies. The proposed system is further validated through Sim to Real transfer using a DJI Tello drone on indoor flight tasks, demonstrating practical deployment without expensive sensing hardware. The results confirm the feasibility of lightweight, low-cost, vision based autonomous UAV agents capable of adaptive indoor navigation toward detected humans.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0656","Vision-Based UAV Localization by Aerial and Satellite Image Matching","H. -Y. Lin; P. -H. Chen; C. -W. Yeh","2026","","10.1109/ACCESS.2026.3684630","IEEE_Xplore","The deployment of Unmanned Aerial Vehicles (UAVs) in tasks such as urban surveillance, disaster assessment, and logistics necessitates enhanced autonomous navigation capabilities. Traditionally, the localization of UAVs relies on Global Navigation Satellite Systems (GNSS). However, in urban canyons, indoor environments, or bad weather conditions, GNSS signals are prone to obstruction and interference, leading to degraded navigation performance. To overcome the limitations, the development of GNSS-denied alternative localization techniques has become an important topic. In this paper we present an UAV visual localization and heading estimation in GNSS-denied environments by matching the UAV overhead imagery with satellite maps. The proposed NavCLIP constructs an image database using satellite data and retrieves the best-matched by querying with aerial images. A homography matrix is then employed to estimate the UAV location and yaw angle. Due to the lack of publicly available datasets, this work collects an aerial and satellite image dataset (UAV-Satellite Dataset) for training and validation. The experimental results show strong localization performance on the Google Earth dataset, while UAV flight experiments exhibit larger localization errors under the real-world conditions. In addition, the proposed technique improves over the GeoCLIP baseline and achieves low heading estimation error. Code and dataset are available on GitHub at https://github.com/PHChenGit/NavCLIP","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0687","On the scalability of experimentally determined aerodynamic model for model-based navigation on a delta-wing UAV","P. Longobardi; J. Skaloud","2023","","10.1109/MetroAeroSpace57412.2023.10189996","IEEE_Xplore","Model-based navigation is a promising approach for autonomous navigation of small drones in challenging conditions such as GNSS denied flight scenarios. However, the lack of analysis of aerodynamic model structure for model-based navigation applications on delta-wing UAVs, characterized by a reduced number of control surfaces, has hindered its practical implementation. In this study, we propose a methodology for generalizing an aerodynamic model experimentally determined for a specific platform to a family of platforms sharing comparable physical characteristics by employing in-flight tuning. The experimental results show that the proposed methodology significantly improves navigation performance under GNSS outage, compared to traditional autonomous navigation approaches, for the model adapted to a second delta-wing platform. This indicates that the proposed methodology can be used to adapt aerodynamic models to different delta-wing UAV platforms of similar size, enabling reliable model-based navigation in challenging environments. This work contributes to the advancement of autonomous navigation technology for small drones, particularly in applications where GNSS signals are unavailable or unreliable.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
"REC_0688","Single Vehicle Localization and Routing in GPS-Denied Environments Using Range-Only Measurements","S. Misra; B. Wang; K. Sundar; R. Sharma; S. Rathinam","2020","","10.1109/ACCESS.2019.2963286","IEEE_Xplore","Path planning algorithms for unmanned aerial or ground vehicles rely on Global Positioning System (GPS) information for localization in many surveillance and reconnaissance applications. However, disruption of GPS signals, by intention or otherwise, can render these algorithms ineffective. This paper provides a way of addressing this issue by leveraging range information from additionally placed stationary objects in the environment called Landmarks (LMs). The placement of LMs and the route followed by the vehicle is posed as an integer program such that the total travel and LM placement cost is minimized. The proposed formulation of the optimization problem also allows for a limited field-of-view of the sensor on-board the vehicle. For instances that are hard to solve for optimal solutions using the integer program, we present two fast heuristics to find good feasible solutions. We provide a systematic framework and algorithms for the problem, and evaluate the system using numerical, simulation and experimental results.","include","high","[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]","UAV platform with primary GNSS-denied navigation contribution and quantitative results.","INCLUDE","I2"
