id,title,authors,year,venue,doi,source,platform,environment,sensors,algorithm_family,estimation_architecture,primary_metric,metric_value,metric_unit,dataset_used,experiment_type,key_contribution,application_domain,fulltext_available,citation_tier,notes,citation_count_approx,is_benchmark_paper,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes
REC_0631,Invited Speaker 1: Navigation without GPS for Unmanned Aerial Vehicles,L. Feng,2019,,10.1109/IConDA47345.2019.9034681,IEEE_Xplore,UAV,mixed,GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"In recent years, research and development of unmanned aerial vehicles (UAVs) have gained much attention in the academic and industrial communities worldwide",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0637,Miniature IMU/INS with optimally fused low drift MEMS gyro and accelerometers for applications in GPS-denied environments,M. Tanenhaus; D. Carhoun; T. Geis; E. Wan; A. Holland,2012,,10.1109/PLANS.2012.6236890,IEEE_Xplore,UAV,outdoor,IMU|GPS_denied_confirmed,EKF,loosely_coupled,drift_pct,,,custom,real_world,TAI's multi-sensor fusion technology is accelerating the development of accurate MEMS sensor-based inertial navigation in situations where GPS does not operate reliably (GPS-denied environments),navigation,false,Important,Abstract-only extraction. QA capped accordingly.,,false,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: trajectory scale reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0639,A Vision-Based Approach to Autonomous Landing of an eVTOL Aircraft in GPS-Denied Environments,F. V. Benitez; A. Rutherford; J. Van Hilst; E. Babcock; M. Schlief; L. Markussen,2023,,10.1109/DASC58513.2023.10311329,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,This research paper describes an autonomous system developed by a team of undergraduate engineering students at Embry-Riddle Aeronautical University - Prescott with support from Wisk Aero,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0644,Autonomous Localization and Navigation for Drones Over Rivers,P. -C. Wu; Y. -Y. Chen; C. -L. Lin; H. Wang,2026,,10.1109/ACCESS.2025.3650454,IEEE_Xplore,UAV,outdoor,camera|IMU|wheel_encoder,DNN,deep_learning,drift_pct,,,custom,real_world,"This paper presents a robust real-time visual–inertial navigation framework that integrates neural network–based optical flow estimation (NeuFlow v2), the Dynamic Divided Method (DDM), and inertial me",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0647,Radiation Source Localization in GPS-Denied Environments Using Aerial Robots,F. Mascarich; T. Wilson; C. Papachristos; K. Alexis,2018,,10.1109/ICRA.2018.8460760,IEEE_Xplore,UGV,indoor,camera|IMU|GPS_denied_confirmed,other,loosely_coupled,RMSE,,,custom,simulation,This paper details the system and methods developed to enable autonomous nuclear radiation source localization and mapping using aerial robots in GPS-denied environments,mapping,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,A+1: repeatability/multiple runs; CAP: simulation-only -> max Q-medium; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0648,Vision aided motion estimation for unmanned helicopters in GPS denied environments,Feng Lin; B. M. Chen; T. H. Lee,2010,,10.1109/ICCIS.2010.5518578,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed,EKF,other,RMSE,,,custom,real_world,"In this paper, we present a systematic design and implementation of a vision aided motion estimation approach for an unmanned helicopter in such a condition",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0652,Reinforcement Learning-Based Autonomous UAV Navigation in Indoor Environments Towards Human Detection,V. Geeganage; L. Gamage; H. Weerathunga; C. Premachandra; B. H. Sudantha,2026,,10.1109/ICIPRoB69625.2026.11497788,IEEE_Xplore,UAV,mixed,lidar|camera|GPS_denied_confirmed,DNN,other,RMSE,,,custom,real_world,"To address this limitation, this paper introduces a cost-effective, fully autonomous UAV navigation framework that leverages Deep Reinforcement Learning (DRL) to replace brittle rule-based decision lo",search_rescue,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0656,Vision-Based UAV Localization by Aerial and Satellite Image Matching,H. -Y. Lin; P. -H. Chen; C. -W. Yeh,2026,,10.1109/ACCESS.2026.3684630,IEEE_Xplore,UAV,indoor,camera|GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"To overcome the limitations, the development of GNSS-denied alternative localization techniques has become an important topic",delivery,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,1,3,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0659,Fast Swarming of UAVs in GNSS-Denied Feature-Poor Environments Without Explicit Communication,J. Horyna; V. Krátký; V. Pritzl; T. Báča; E. Ferrante; M. Saska,2024,,10.1109/LRA.2024.3390596,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,A decentralized swarm approach for the fast cooperative flight of Unmanned Aerial Vehicles (UAVs) in feature-poor environments without any external localization and communication is introduced in this,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0662,Joint Placement and Communication Optimization of UAV Base Stations in Aerial GPS Denied Environments with Supplementary Node Assistance,J. Yang; J. Lee; J. Lim,2024,,10.1109/ICTC62082.2024.10827425,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,"Thus, we propose a joint placement and communication model in aerial GPS-denied environment which uses unaffected user equipments (UEs) on ground as reference anchor nodes and supplementary UE node to",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0664,A UAV system for inspection of industrial facilities,J. Nikolic; M. Burri; J. Rehder; S. Leutenegger; C. Huerzeler; R. Siegwart,2013,,10.1109/AERO.2013.6496959,IEEE_Xplore,UAV,indoor,camera|IMU|GPS_denied_confirmed,other,loosely_coupled,drift_pct,,,custom,real_world,This work presents a small-scale Unmanned Aerial System (UAS) capable of performing inspection tasks in enclosed industrial environments,inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,2,1,0,0,3,Q-low,A+2: real-world experiments; A+1: ground-truth comparison; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0672,Visual Localization system for GPS-Blind Environments in Unmanned Aerial Vehicles,Y. Murhij; D. Gavrilov; V. Buzdin; W. Kafa; E. Tatarinova; A. Fateev; S. Shkatula; D. Krichevets,2024,,10.1109/ICCT62929.2024.10875019,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"As the adoption of UAVs expands, developing robust backup strategies is crucial for ensuring safe and reliable navigation in the event of Global Navigation Satellite Systems (GNSS) failures or cyber-a",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,2,0,0,3,Q-low,A+2: real-world experiments; B+1: trajectory scale reported; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0674,Enhanced Relative Localization Based on Persistent Excitation for Multi-UAVs in GPS-Denied Environments,F. She; Y. Zhang; D. Shi; H. Zhou; X. Ren; T. Xu,2020,,10.1109/ACCESS.2020.3015593,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,"This article tackles these issues, and proposes an enhanced approach to ensure the practical usage of persistent excitation based RL",military,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0678,Inside Bridges: Autonomous Crack Inspection with Nano UAVs in GNSS-Denied Environments,D. Müller; P. Herbers; R. Dyrska; F. Çelik; M. König; M. Mönnigmann,2024,,10.1109/ICARCV63323.2024.10821644,IEEE_Xplore,UAV,indoor,camera|IMU|GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,Detecting damage to bridges is essential for safety and financial reasons. We focus on inspections inside bridges and claim Unmanned Aerial Vehicles (UAVs) are ideally suited to assist inspections of,inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0687,On the scalability of experimentally determined aerodynamic model for model-based navigation on a delta-wing UAV,P. Longobardi; J. Skaloud,2023,,10.1109/MetroAeroSpace57412.2023.10189996,IEEE_Xplore,UAV,indoor,GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"In this study, we propose a methodology for generalizing an aerodynamic model experimentally determined for a specific platform to a family of platforms sharing comparable physical characteristics by ",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0688,Single Vehicle Localization and Routing in GPS-Denied Environments Using Range-Only Measurements,S. Misra; B. Wang; K. Sundar; R. Sharma; S. Rathinam,2020,,10.1109/ACCESS.2019.2963286,IEEE_Xplore,UGV,simulation,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,The proposed formulation of the optimization problem also allows for a limited field-of-view of the sensor on-board the vehicle,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0692,A High Accuracy and Large-Scale Detection for Fixed-Wing UAV Autonomous Ground Landing With GNSS-Denied,B. Fang; Z. Zhong; X. Jiang,2025,,10.1109/ACCESS.2025.3550127,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,hybrid,loosely_coupled,RMSE,,,custom,simulation,"A highly accurate and large-scale automatic landing system for fixed-wing UAVs in GNSS-denied environments is proposed, leveraging advanced multi-sensor fusion techniques",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,1,0,2,Q-low,B+1: trajectory scale reported; C+1: established baseline compared; CAP: simulation-only -> max Q-medium
REC_0693,Characterization and Testing of a High-Resolution Time-of-Flight Camera for Autonomous Navigation,R. Opromolla; G. Fasano; G. Rufino; M. Grassi,2018,,10.1109/MetroAeroSpace.2018.8453522,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed|wheel_encoder,other,other,RMSE,,,custom,simulation,"This paper presents the results of research activities carried out to characterize and test the operation of a latest generation commercial, high-resolution Time-of-Flight (TOF) camera",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0701,Vision-Based Autonomous Drone Navigation Using Deep Reinforcement Learning,N. Narole; D. Prasad; S. R. Gaikwad; S. S. Badhiye; B. Jolad; J. S. Nadaf,2026,,10.1109/ESCI68015.2026.11493377,IEEE_Xplore,UAV,indoor,camera|GPS_denied_confirmed,DNN,deep_learning,RMSE,,,custom,simulation,"With this, this paper introduces a deep reinforcement learning (DRL)-based autonomous drone navigation framework based on vision, which combines perception, decision-making and control in one learning",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,1,0,2,Q-low,B+1: ablation/failure analysis; C+1: established baseline compared; CAP: simulation-only -> max Q-medium
REC_0703,Kite-Inspired Deadlock-Free Deploying for UAV Swarm-to-Swarm in GNSS-Denied Environment,Y. Li; H. Pang; H. Li; Q. Li,2024,,10.1109/JIOT.2024.3449634,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,We propose a series of task scheduling and UAV deployment strategies to address the dynamic changes of obscured target positions in real scenarios,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: trajectory scale reported; CAP: simulation-only -> max Q-medium
REC_0705,Recursive Extended Finite-Memory Positioning Algorithm for Robust UAV Positioning in GNSS-Denied Environment,S. S. Lee; J. M. Pak; P. Shi; C. K. Ahn,2026,,10.1109/JIOT.2025.3629868,IEEE_Xplore,UAV,mixed,IMU|GPS_denied_confirmed|UWB|WiFi,hybrid,loosely_coupled,RMSE,,,custom,real_world,"In this article, we propose a novel 3-D positioning algorithm for UAVs operating in a GNSS-denied environment",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0706,Towards Robust UAV Tracking in GNSS-Denied Environments: A Multi-LiDAR Multi-UAV Dataset,I. Catalano; X. Yu; J. P. Queralta,2023,,10.1109/ROBIO58561.2023.10354788,IEEE_Xplore,UAV,mixed,lidar|camera|GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"To address this need, we present a novel multi-LiDAR dataset specifically designed for UAV tracking",delivery,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,1,3,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0713,Autonomous UAV Pipeline Landing via Depth-LiDAR Fusion in GNSS-Denied Refineries,D. Tejero-Ruiz; M. A. Montes-Grova; F. J. Pérez-Grau; A. Viguria; A. Ollero,2026,,10.1109/LRA.2026.3662655,IEEE_Xplore,UAV,indoor,lidar|GPS_denied_confirmed,other,loosely_coupled,RMSE,,,custom,simulation,This work presents a complete software architecture that integrates LiDAR-based localization with a novel multi-sensor framework for pipeline perception and tracking,inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0716,Cooperative Search Area optimization using Multiple Unmanned Aerial Vehicles in a GPS-denied Environment,S. Misra; S. Biswas; A. A. Minai; R. Sharma,2019,,10.1109/ICUAS.2019.8798332,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,This paper addresses the problem of maximizing surveillance area coverage using multiple Unmanned Aerial Vehicles (UAVs) in an obstacle-laden and Global Positioning System (GPS)-denied environment. Th,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0719,Autonomous landing of small unmanned aerial rotorcraft based on monocular vision in GPS-denied area,C. Miao; J. Li,2015,,10.1109/JAS.2015.7032912,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,EKF,other,RMSE,,,custom,simulation,"Focusing on the low-precision attitude of a current small unmanned aerial rotorcraft at the landing stage, the present paper proposes a new attitude control method for the GPS-denied scenario based on",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0720,Relative navigation approach for vision-based aerial GPS-denied navigation,R. C. Leishman; T. W. McLain; R. W. Beard,2013,,10.1109/ICUAS.2013.6564707,IEEE_Xplore,UGV,outdoor,camera|GPS_denied_confirmed,VIO_SLAM,other,RMSE,,,custom,real_world,"Additionally, aerial vehicles can present challenging constraints such as stringent payload limitations and fast vehicle dynamics",navigation,false,Important,Abstract-only extraction. QA capped accordingly.,,false,2,1,1,0,4,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0722,A Probabilistic Hierarchical Optimization Method for Cooperative UAV Swarms,X. Chen; R. Wang; Z. Xiong; Q. Cong,2025,,10.1109/ICUS66297.2025.11294808,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,This paper proposes a probabilistic hierarchical cooperative architecture to address uneven navigation capabilities and rigid structures in UAV swarms under GNSS-denied conditions,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0723,Flight Test Evaluation of a LIDAR/inertial Navigator for Autonomous Drone Operations in GNSS-denied Urban Environments,A. -S. Polz; F. Frickenstein; M. U. de Haag,2025,,10.1109/PLANS61210.2025.11028504,IEEE_Xplore,UAV,outdoor,lidar|camera|IMU|GPS_denied_confirmed,other,loosely_coupled,RMSE,,,custom,real_world,"A navigation system, based only on high-resolution Light Detection and Ranging (LIDAR) sensors, integrated with an inertial measurement unit (IMU) to achieve accurate and reliable positioning is propo",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0729,Communication-Free Formation Flight Control for Autonomous Fixed-Wing UAVs in GNSS-denied environments,L. Mata; L. G. Insa,2024,,10.1109/ICUAS60882.2024.10557068,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,This article presents a novel formation control strategy for a group of fixed-wing unmanned aerial vehicles (UAVs) in GNSS-denied environments without communication links,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0730,Spectrum Monitoring for Public Safety Application in UAV GPS-Denied Environments,C. H. Huang; W. L. Chen,2025,,10.1109/CACS67552.2025.11288218,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed,other,loosely_coupled,RMSE,,,custom,simulation,"At present, the Global Navigation Satellite System (GNSS) (e.g., Global Positioning System, GPS) has become the primary reference for the navigation and positioning of unmanned aerial vehicles (UAVs)",military,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0731,Towards Autonomous Robotic Structure Inspection with Dense-Direct Visual-SLAM,D. Navarro; R. Antoine; E. Malis; P. Martinet,2024,,10.23919/EUSIPCO63174.2024.10715467,IEEE_Xplore,UAV,simulation,camera|GPS_denied_confirmed|radar,VIO_SLAM,other,RMSE,,,custom,simulation,We present a comprehensive framework based on direct Visual Simultaneous Localization and Mapping (V-SLAM) to observe a vertical coastal cliff,inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: trajectory scale reported; CAP: simulation-only -> max Q-medium
REC_0742,CL2F: Close-Loop Communication and Localization Framework for High-Mobility UAV Swarm Networks in Partial GNSS-Denied Environments,J. Li; Y. Zhang; Y. Chen; H. Yu,2025,,10.1109/AIoT66900.2025.00125,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,graph_SLAM,other,RMSE,,,custom,simulation,This paper proposes a close-loop communication and localization framework (CL2F) for high-mobility UAV swarms in partial GNSS-denied environments,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0743,Quaternion-Based Unscented Kalman Filter for 6-DoF Vision-Based Inertial Navigation in GPS-Denied Regions,K. Ghanizadegan; H. A. Hashim,2025,,10.1109/TIM.2024.3509582,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed,UKF,loosely_coupled,RMSE,,,custom,real_world,The highly nonlinear navigation kinematics are formulated to ensure global representation of the navigation problem,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0748,Trajectory tracking and formation flight of autonomous UAVs in GPS-denied environments using onboard sensing,C. Hui; C. Yousheng; W. W. Shing,2014,,10.1109/CGNCC.2014.7007585,IEEE_Xplore,UAV,indoor,camera|GPS_denied_confirmed|UWB,other,other,RMSE,,,custom,simulation,"In the paper, efficient control schemes based on onboard commodity sensors are presented for autonomous UAVs in indoor applications, where the horizontal displacement of the platform is provided by an",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,A+1: ground-truth comparison; CAP: simulation-only -> max Q-medium; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0752,Cooperative localisation of UAVs in a GPS-denied environment using bearing measurements,L. Zhang; M. Ye; B. D. O. Anderson; P. Sarunic; H. Hmam,2016,,10.1109/CDC.2016.7798924,IEEE_Xplore,UAV,indoor,IMU|GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,"This paper studies the problem of localising a Global Positioning System (GPS)-denied Unmanned Aerial Vehicle (UAV) in two-dimensional space. Suppose there are two vehicles, one which is equipped with",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0753,Formation Maintenance Method for Multi-UAV in Unknown Environments,P. Liu; J. Chen; X. Lu; X. Tang; J. Fan; W. Zhou,2025,,10.1109/AIoTC66747.2025.11198761,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed|UWB|wheel_encoder,VIO,loosely_coupled,RMSE,,,EuRoC,real_world,The rapid development of automation technology has significantly contributed to the increasingly widespread application of Multiple Unmanned Aerial Vehicles (multi-UAV),navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0766,GNSS-denied geolocalization of UAVs by visual matching of onboard camera images with orthophotos,J. Kinnari; F. Verdoja; V. Kyrki,2021,,10.1109/ICAR53236.2021.9659333,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,"In this work, we propose a Monte-Carlo localization method for georeferenced localization of an UAV requiring no infrastructure using only inertial measurements, a camera facing an arbitrary direction",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0776,WBF-PS: WiGig Beam Fingerprinting for UAV Positioning System in GPS-denied Environments,P. -Y. Hong; C. -Y. Li; H. -R. Chang; Y. Hsueh; K. Wang,2020,,10.1109/INFOCOM41043.2020.9155468,IEEE_Xplore,UAV,indoor,GPS_denied_confirmed,particle_filter,other,RMSE,1.0,m,custom,real_world,"To this end, we propose a practical non-GPS positioning system for UAVs, named WBF-PS (WiGig Beam Fingerprinting based Positioning System), using low-power, off-the-shelf WiGig devices",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: quantitative error metric reported; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0779,"AerialVL: A Dataset, Baseline and Algorithm Framework for Aerial-Based Visual Localization With Reference Map",M. He; C. Chen; J. Liu; C. Li; X. Lyu; G. Huang; Z. Meng,2024,,10.1109/LRA.2024.3441491,IEEE_Xplore,UAV,outdoor,camera|wheel_encoder,other,other,RMSE,,,custom,real_world,"However, these is a lack of public dataset and baseline for method comparisons, which impedes the development of aerial-based visual localization",navigation,false,Important,Abstract-only extraction. QA capped accordingly.,,false,2,2,0,1,5,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: trajectory scale reported; B+1: ablation/failure analysis; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0783,Research on An Autonomous Tunnel Inspection UAV based on Visual Feature Extraction and Multi-sensor Fusion Indoor Navigation System,S. Ge; F. Pan; D. Wang; P. Ning,2021,,10.1109/CCDC52312.2021.9602626,IEEE_Xplore,UAV,mixed,camera|IMU|GPS_denied_confirmed,EKF,loosely_coupled,RMSE,,,custom,simulation,A UAV system for autonomous tunnel inspection based on visual feature extraction and multi-sensor fusion in GPS-denied environments is proposed in this paper,inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0802,Research on UAV Navigation Based on the Kalman Filter and Geomagnetic Matching Algorithm,S. Li,2025,,10.1109/ECIE65947.2025.11086975,IEEE_Xplore,UAV,simulation,IMU|GPS_denied_confirmed,UKF,loosely_coupled,RMSE,0.54,m,custom,real_world,"To address the challenge of low-precision navigation in GPS-denied environments for unmanned aerial vehicles (UAVs), this paper proposes a hybrid geomagnetic matching algorithm based on Ant Colony Opt",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0807,Wind-Compensated Navigation for Fixed-Wing UAVs Under GNSS Denial,J. Li; K. Tang; W. Wu; Y. Guo; M. Fang; X. Geng,2025,,10.1109/CAC67268.2025.11487099,IEEE_Xplore,UAV,simulation,IMU|barometer,other,other,RMSE,,,custom,real_world,This paper proposes a wind-compensated navigation algorithm for small fixed-wing unmanned aerial vehicles (UAVs) in *1SS-denied environments,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,2,0,0,0,2,Q-low,A+2: real-world experiments; A+1: repeatability/multiple runs; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0814,Monocular Vision Aided Autonomous UAV Navigation in Indoor Corridor Environments,R. P. Padhy; F. Xia; S. K. Choudhury; P. K. Sa; S. Bakshi,2019,,10.1109/TSUSC.2018.2810952,IEEE_Xplore,UAV,indoor,camera|GPS_denied_confirmed,EKF,other,RMSE,,,custom,simulation,"In this regard, we present a model for autonomous navigation and collision avoidance of UAVs in GPS-denied corridor environments",agriculture,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: trajectory scale reported; CAP: simulation-only -> max Q-medium
REC_0816,Feature 3D Gaussian Splatting for UAV-to-Ship Pose Estimation in GNSS-Denied Environments,A. Bernas; J. McConnell; J. Seargeant; L. DeVries,2026,,10.1109/ICUAS69441.2026.11598627,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,other,other,RMSE,1.66,cm,custom,real_world,"To enable robust UAV state estimation relative to a naval vessel in GNSS-denied environments, this paper presents a novel vision-based pose estimation framework leveraging Feature 3D Gaussian Splattin",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: quantitative error metric reported; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0824,A Homography-Based Visual Servo Control Approach for an Underactuated Unmanned Aerial Vehicle in GPS-Denied Environments,H. Zhong; Y. Wang; Z. Miao; L. Li; S. Fan; H. Zhang,2023,,10.1109/TIV.2022.3163315,IEEE_Xplore,UAV,simulation,camera|GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,This paper proposes a homography-based visual servo control approach for the stabilization of underactuated unmanned aerial vehicles in GPS-denied environments,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
