id,title,authors,year,doi,venue,source,fulltext_available,pdf_pages,platform_type,sensor_list,primary_method,method_category,environment,experiment_type,real_or_sim,metrics_reported,ate_rmse_m,application_domain,multi_agent,notes,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes,citation_tier
REC_1043,Consistent-Innovation-Aided Distributed Cooperative Localization for Multi-UAV Navigation in GNSS-Denied Environments,Hou Z.; Xue C.; Chen S.; Xu C.; Jiang C.; Niu J.,2026,10.3390/rs18142286,IEEE Conference/Journal,Scopus,True,19,Multi_Platform,IMU;Monocular_Camera;Radar_mmWave;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 19-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;Radar_mmWave;UWB].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1044,Magnetometer-based enhanced visual-inertial odometry for reliable long-range navigation in GNSS-denied high-altitude environment,Abdollahi M.R.; Pourtakdoust S.H.,2026,10.1016/j.ast.2026.112673,IEEE Conference/Journal,Scopus,True,11,Multi_Platform,IMU;Stereo_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 11-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1046,A UAV scene matching method based on triplet relationship and sliding mode control for GPS-denied environments,Chen Z.; Zhou J.; Gao D.; Lin J.; Huang G.; Deng Z.,2026,10.1016/j.measurement.2026.120581,IEEE Conference/Journal,Scopus,True,24,UAV,IMU;Stereo_Camera;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 24-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;UWB].,3,2,2,0,7,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=2/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_1048,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,Ye X.; Zeng Y.; Zeng Q.; Zou Y.,2022,10.3390/s22093156,IEEE Conference/Journal,Scopus,True,19,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 19-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;UWB].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1049,"UAV tracking of mobile target in occluded, cluttered and GPS-denied environments",Vanegas F.; Roberts J.; Gonzalez F.,2018,10.1109/AERO.2018.8396449,IEEE Conference/Journal,Scopus,True,8,Multi_Platform,IMU;Stereo_Camera,Visual_SLAM,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera].,1,2,0,0,3,Q-low,"Rigor=1/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=3/10 (Q-low).",Peripheral
REC_1055,An Autonomously Navigation System for Forestry Quadrotor within GPS-denied Below-canopy Environment,Xia Y.; Song M.; Zhang J.; Hu C.,2018,10.1109/GNCC42960.2018.9019136,IEEE Conference/Journal,Scopus,True,6,UAV,IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D;Radar_mmWave].,1,3,0,0,4,Q-low,"Rigor=1/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1059,Enhanced drone navigation in GNSS denied environment using VDM and Hall effect sensor,Zahran S.; Moussa A.; El-Sheimy N.,2019,10.3390/ijgi8040169,IEEE Conference/Journal,Scopus,True,18,UAV,IMU;Monocular_Camera;LiDAR_2D;Radar_mmWave;UWB;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 18-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_2D;Radar_mmWave;UWB;Optical_Flow].,1,3,0,0,4,Q-low,"Rigor=1/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1063,Visual Inertial Navigation for a Small UAV Using Sparse and Dense Optical Flow,Fanin F.; Hong J.-H.,2019,10.1109/REDUAS47371.2019.8999672,IEEE Conference/Journal,Scopus,True,7,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_3D;Optical_Flow].,2,2,0,1,5,Q-medium,"Rigor=2/4, Reporting=2/3, Baseline=0/2, Repro=1/1. Total=5/10 (Q-medium).",Important
REC_1067,GPS-denied navigation using location estimation and texel image correction,Jensen N.I.; Budge S.E.,2023,10.1117/12.2664119,IEEE Conference/Journal,Scopus,True,55,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 55-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_1069,UAV–UGV Collaborative Localization in GNSS-Denied Large-Scale Environments: An Anchor-Free VIO–UWB Fusion with Adaptive Weighting and Outlier Suppression,Xu H.; Zhao G.; Bo Y.,2026,10.3390/drones10030175,IEEE Conference/Journal,Scopus,True,20,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 20-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1080,Adaptive neural pose regression enabled by updatable graphics-based digital twin for robust UAV localization in GPS-denied civil infrastructure,"Matiki T.; Narazaki Y.; Chowdhary G.; Spencer B.F., Jr.",2026,10.1016/j.robot.2026.105570,IEEE Conference/Journal,Scopus,True,21,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 21-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1083,GNSS-Denied UAV Terrain Matching Navigation Based on the Autoencoder Network with Contrastive Learning,Jiang Y.; Miao Q.; Wu D.; He J.; Zhao C.,2026,10.3390/drones10050339,IEEE Conference/Journal,Scopus,True,26,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 26-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D;Radar_mmWave;Sonar].,3,3,2,0,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=2/2, Repro=0/1. Total=8/10 (Q-high).",Important
REC_1084,CLAK:CNN-LSTM-Attention and Kolmogorov-Arnold Networks for non-visual UAV localization in GNSS-denied environments,Jarraya I.; Alahmed F.; Abdelkader M.; Gabr K.; Kadri M.B.; Boulila W.,2026,10.1186/s43020-026-00192-1,IEEE Conference/Journal,Scopus,True,24,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 24-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Optical_Flow;Sonar].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1085,GNSS-Denied Semi-Direct Visual Navigation for Autonomous UAVs Aided by PI-Inspired Inertial Priors,Gallo E.; Barrientos A.,2023,10.3390/aerospace10030220,IEEE Conference/Journal,Scopus,True,37,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 37-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Optical_Flow].,3,3,2,1,9,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1095,A multi-sensorial simultaneous localization and mapping (SLAM) system for low-cost micro aerial vehicles in GPS-denied environments,López E.; García S.; Barea R.; Bergasa L.M.; Molinos E.J.; Arroyo R.; Romera E.; Pardo S.,2017,10.3390/s17040802,IEEE Conference/Journal,Scopus,True,27,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 27-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,2,3,1,1,7,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_1096,DTVIRM-Swarm: A Distributed and Tightly Integrated Visual-Inertial-UWB-Magnetic System for Anchor Free Swarm Cooperative Localization,Luo X.; Du X.; Yue S.; Lv Y.; Zhang L.; He X.; Wu W.; Mao J.,2026,10.3390/drones10010049,IEEE Conference/Journal,Scopus,True,30,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 30-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_1103,Integrated navigation of aerial robot for GPS and GPS-denied environment,Suzuki S.; Min H.; Wada T.; Nonami K.,2016,10.1088/1742-6596/744/1/012219,IEEE Conference/Journal,Scopus,True,10,UAV,IMU;Stereo_Camera;LiDAR_3D,Radio_Based_Positioning,UWB / Radio / Beacons,Indoor;Urban;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent,NOT_REPORTED,Inspection,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,2,1,0,0,3,Q-low,"Rigor=2/4, Reporting=1/3, Baseline=0/2, Repro=0/1. Total=3/10 (Q-low).",Peripheral
REC_1105,3D SCENE RECONSTRUCTION AND PATH PLANNING METHOD FOR UAV IN GNSS-DENIED ENVIRONMENT,Jin Q.; Zhao P.; Hu Q.; Duan X.; Ai M.,2022,10.5194/isprs-annals-X-3-W1-2022-69-2022,IEEE Conference/Journal,Scopus,True,7,UAV,IMU;Monocular_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 7-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D].,3,1,2,0,6,Q-medium,"Rigor=3/4, Reporting=1/3, Baseline=2/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1106,Adaptive Particle Filter-Neural Network Fusion for Cooperative Localization of Multi-UAV Systems in GNSS-Denied Indoor Environments,Wang Z.; Wang H.; Liu S.,2026,10.3390/computers15030172,IEEE Conference/Journal,Scopus,True,23,UAV,IMU;Monocular_Camera;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 23-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;UWB].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1107,Multi-UAV Cooperative Localization in Pseudolite-Augmented GNSS-Denied Regions: An Anomaly-Resilient Adaptive Kalman Filter with Group Covariance Compensation,Ji C.; Guo X.; Tang Y.; Han X.; Song Y.,2026,10.3390/drones10060460,IEEE Conference/Journal,Scopus,True,25,Multi_Platform,IMU;Monocular_Camera;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 25-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;UWB].,3,3,2,0,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=2/2, Repro=0/1. Total=8/10 (Q-high).",Important
REC_1110,Cross-Session 3D LiDAR and Camera Fusion for Robust Localization of Unmanned Aerial Vehicles in GPS-Denied Environments,Quach C.H.; Vo C.T.; Tran D.L.T.; Nguyen T.S.; Phung M.D.; Tran T.H.,2026,10.1155/joro/9948104,IEEE Conference/Journal,Scopus,True,9,UAV,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 9-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow].,2,3,1,1,7,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_1114,I-NAV: Inverse Navigation for questionnaire-based geolocation in GPS-denied environments,Qazi S.; Alejandro J.; Murshed R.U.; Evans T.S.; Lippert J.; Saquib M.,2026,10.1016/j.array.2026.100978,IEEE Conference/Journal,Scopus,True,24,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 24-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1115,SWA-PF: Semantic-weighted adaptive particle filter for memory-efficient 4-DoF UAV localization in GNSS-denied environments,Yuan J.; Dai M.; Zheng E.; Su C.; Chen N.; Hu Q.; Zhu S.; Cao Y.,2026,10.1016/j.patcog.2026.114522,IEEE Conference/Journal,Scopus,True,15,UAV,IMU;Monocular_Camera;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 15-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;Optical_Flow].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1116,Development of a Visual SLAM-Based Autonomous UAV System for Greenhouse Plant Monitoring,Lin J.-H.; Lin T.-T.,2026,10.3390/drones10030205,IEEE Conference/Journal,Scopus,True,23,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 23-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1118,GNSS-denied UAV indoor navigation with UWB incorporated visual inertial odometry,Lin H.-Y.; Zhan J.-R.,2023,10.1016/j.measurement.2022.112256,IEEE Conference/Journal,Scopus,True,35,UAV,IMU;Depth_Camera;LiDAR_3D;UWB;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 35-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Depth_Camera;LiDAR_3D;UWB;Sonar].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1123,A Novel Scene-Matching Positioning Approach for Low-Altitude UAVs Considering Elevation Differences in Satellite Images,Zhang X.; Li T.; Wang Z.; Kuang Y.,2026,10.1109/JIOT.2026.3664077,IEEE Conference/Journal,Scopus,True,16,UAV,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 16-page PDF. Primary evaluation: Real_World with sensors [IMU;Monocular_Camera].,4,3,2,1,10,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=10/10 (Q-high).",Core
REC_1130,Robust GNSS-denied localization for UAV using particle filter and visual odometry,Jurevičius R.; Marcinkevičius V.; Šeibokas J.,2019,10.1007/s00138-019-01046-4,IEEE Conference/Journal,Scopus,True,10,UAV,IMU;Stereo_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera].,3,2,1,1,7,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_1132,Minimalistic approach for monocular SLAM system applied to micro aerial vehicles in GPS-denied environments,Urzua S.; Munguía R.; Nuño E.; Grau A.,2018,10.1177/0142331217747343,IEEE Conference/Journal,Scopus,True,13,UAV,IMU;Stereo_Camera;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 13-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;Sonar].,1,3,0,0,4,Q-low,"Rigor=1/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1135,UAV Localization in Low-Altitude GNSS-Denied Environments Based on POI and Store Signage Text Matching in UAV Images,Liu Y.; Bai J.; Wang G.; Wu X.; Sun F.; Guo Z.; Geng H.,2023,10.3390/drones7070451,IEEE Conference/Journal,Scopus,True,19,UAV,IMU;Stereo_Camera;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 19-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;Optical_Flow].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_1137,"Integrated guidance, navigation, and control system for a UAV in a GPS denied environment",Hong J.-H.; Ryoo C.-K.; Shin H.-S.; Tsourdos A.,2018,10.5220/0006908204400447,IEEE Conference/Journal,Scopus,True,8,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_SLAM,Visual-Inertial (VIO/SLAM),Indoor;Urban;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,1,0,0,4,Q-low,"Rigor=3/4, Reporting=1/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_1140,UAV navigation in large-scale GPS-denied bridge environments using fiducial marker-corrected stereo visual-inertial localisation,Wang F.; Zou Y.; Zhang C.; Buzzatto J.; Liarokapis M.; del Rey Castillo E.; Lim J.B.P.,2023,10.1016/j.autcon.2023.105139,IEEE Conference/Journal,Scopus,True,21,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 21-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB;Optical_Flow].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_1142,Dual Quaternion-Based Unscented Kalman Filter with Visual Inertial Odometry for navigation in GPS-denied environments,Khalifa M.; Hashim H.A.,2026,10.1016/j.measurement.2026.121964,IEEE Conference/Journal,Scopus,True,13,UAV,IMU;Stereo_Camera;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 13-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;Optical_Flow].,4,3,0,0,7,Q-medium,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=7/10 (Q-medium).",Important
