source,original_id,title,drop_reason
Scopus,SCOPUS_0754,Aircraft Navigation in GNSS-Denied Environments via Radio SLAM with Terrestrial Signals of Opportunity,DOI Match
Scopus,SCOPUS_0758,Comparing UAV camera data with satellite imagery for global localization,DOI Match
Scopus,SCOPUS_0768,P2P-DroneLoc: Peer-to-Peer Localization for GPS-Denied Drones using Camera and WiFi Fine Time Measurement,DOI Match
Scopus,SCOPUS_0776,Small-UAS navigation using 3D imager and infrared camera in structured environments,DOI Match
Scopus,SCOPUS_0782,UAV-BS Operation Plan Using Reinforcement Learning for Unified Communication and Positioning in GPS-Denied Environment,DOI Match
Scopus,SCOPUS_0784,Visual Localization system for GPS-Blind Environments in Unmanned Aerial Vehicles,DOI Match
Scopus,SCOPUS_0791,A proposal for UAV clustering-based relative localization in GNSS-denied environments,DOI Match
Scopus,SCOPUS_0793,Low Computational Data Fusion Approach Using INS and UWB for UAV Navigation Tasks in GPS-Denied Environments,DOI Match
Scopus,SCOPUS_0799,Multistage Learning-Based Fusion Framework for Autonomous Vehicle Localization in GNSS-Denied Environments,DOI Match
Scopus,SCOPUS_0804,A Resilient Cooperative Homing Method with Foundation Models for Multi-Robot Systems in GPS-Denied Unknown Environments,DOI Match
Scopus,SCOPUS_0812,WBF-PS: WiGig Beam Fingerprinting for UAV Positioning System in GPS-denied Environments,DOI Match
Scopus,SCOPUS_0815,A Multi-UAV System for Exploration and Target Finding in Cluttered and GPS-Denied Environments,DOI Match
Scopus,SCOPUS_0823,Quaternion-Based Unscented Kalman Filter for 6-DoF Vision-Based Inertial Navigation in GPS-Denied Regions,DOI Match
Scopus,SCOPUS_0824,Thermal-Inertial Localization for Autonomous Navigation of Aerial Robots through Obscurants,DOI Match
Scopus,SCOPUS_0831,Google map aided visual navigation for UAVs in GPS-denied environment,DOI Match
Scopus,SCOPUS_0832,Deep Reinforcement Learning Based UAV for Indoor Navigation and Exploration in Unknown Environments,DOI Match
Scopus,SCOPUS_0833,SIGNAV: Semantically-Informed GPS-Denied Navigation and Mapping in Visually-Degraded Environments,DOI Match
Scopus,SCOPUS_0837,Voxel-Based Localization and Mapping for Multirobot System in GPS-Denied Environments,DOI Match
Scopus,SCOPUS_0839,A Review of ROS-Based Robot Navigation Technologies,DOI Match
Scopus,SCOPUS_0842,Design and Experimental Validation of an Autonomous USV for Sensor Fusion-Based Navigation in GNSS-Denied Environments,DOI Match
Scopus,SCOPUS_0843,Autonomous Cooperative Mapping of GPS-Denied Cluttered Environments Using Gaussian Process Regression,DOI Match
Scopus,SCOPUS_0844,RANGE - Robust autonomous navigation in GPS-denied environments,DOI Match
Scopus,SCOPUS_0859,Inside Bridges: Autonomous Crack Inspection with Nano UAVs in GNSS-Denied Environments,DOI Match
Scopus,SCOPUS_0863,Multi-Sensor 6-DoF Localization for Aerial Robots in Complex GNSS-Denied Environments,DOI Match
Scopus,SCOPUS_0865,Multi-UAV Cooperative Localization with PSO-Based Configuration Optimization for Bridge Inspection in GNSS-Denied Environment,DOI Match
Scopus,SCOPUS_0873,Drone Positioning in a Specified Location Using Visual Data Under GPS-denied Conditions,DOI Match
Scopus,SCOPUS_0874,A VIO-Based Localization Approach in GPS-denied Environments for an Unmanned Surface Vehicle,DOI Match
Scopus,SCOPUS_0879,Multi-UAVs Cooperative Localization with Deep Reinforcement Learning in GPS-Denied Environment,DOI Match
Scopus,SCOPUS_0883,A Hierarchical Clustered Relative Localization Algorithm in GNSS-denied UAV Swarm Environments,DOI Match
Scopus,SCOPUS_0893,LiDAR-Based Decentralized Collaborative Localization and Mapping for Multi-AAV With Stable Triangle Descriptor,DOI Match
Scopus,SCOPUS_0895,A Multi-Sensor Fusion Self-Localization System of a Miniature Underwater Robot in Structured and GPS-Denied Environments,DOI Match
Scopus,SCOPUS_0899,Scalable and precise multi-UAV indoor navigation using TDOA-based UWB localization,DOI Match
Scopus,SCOPUS_0900,Leonardo Drone Contest 2021: Politecnico di Milano team architecture,DOI Match
Scopus,SCOPUS_0901,Digital Twin for Drone Indoor Autonomous Navigation,DOI Match
Scopus,SCOPUS_0904,Vision-based object path following on a quadcopter for GPS-denied environments,DOI Match
Scopus,SCOPUS_0914,Fast Swarming of UAVs in GNSS-Denied Feature-Poor Environments Without Explicit Communication,DOI Match
Scopus,SCOPUS_0916,Multimodal Image Registration for GPS-denied UAV Navigation Based on Disentangled Representations,DOI Match
Scopus,SCOPUS_0920,Vision aided motion estimation for unmanned helicopters in GPS denied environments,DOI Match
Scopus,SCOPUS_0921,UAV Vision Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation,DOI Match
Scopus,SCOPUS_0925,Robust GPR-Aided Localization for Autonomous Vehicles in GPS-Denied Environments,DOI Match
Scopus,SCOPUS_0933,Robust autonomous flight and mission management for MAVs in GPS-denied environments,DOI Match
Scopus,SCOPUS_0942,A Relative Navigation Method Based on Wireless Ranging for UAV in GPS Denied Environment,DOI Match
Scopus,SCOPUS_0953,Distance function based 6DOF localization for unmanned aerial vehicles in GPS denied environments,DOI Match
Scopus,SCOPUS_0958,A Novel Three-Stage Robust Adaptive Filtering Algorithm for Visual-Inertial Odometry in GNSS-Denied Environments,DOI Match
Scopus,SCOPUS_0964,A Marker-based Method of Autonomous Landing for Unmanned Aerial Vehicles,DOI Match
Scopus,SCOPUS_0968,A New Velocity Meter Based on Hall Effect Sensors for UAV Indoor Navigation,DOI Match
Scopus,SCOPUS_0978,Large-Scale Autonomous Flight with Real-Time Semantic SLAM under Dense Forest Canopy,DOI Match
Scopus,SCOPUS_0984,Omni-Bot: An Autonomous Inspection Robot for Underground Parking Garages Using Multi-Modal SLAM and Reinforcement Learning-Based Navigation,DOI Match
Scopus,SCOPUS_0987,Integration of Extended Kalman Filtering and Deep Reinforcement Learning for Autonomous UAV Navigation Under GPS Jamming,DOI Match
Scopus,SCOPUS_0988,Research on An Autonomous Tunnel Inspection UAV based on Visual Feature Extraction and Multi-sensor Fusion Indoor Navigation System,DOI Match
Scopus,SCOPUS_0992,Hybrid IMU-aided approach for optimized visual odometry,DOI Match
Scopus,SCOPUS_0998,Recent Advances in SLAM for Degraded Environments: A Review,DOI Match
