id,title,abstract,authors,year,doi,venue,source,ai_decision,ai_confidence,criteria_triggered,justification
REC_0131,Digital Twin for Drone Indoor Autonomous Navigation,"A digital twin (DT)-based framework for autonomous drone navigation in GPS-denied indoor environments is presented in this letter. A real-time virtual replica of the drone enables precise control, trajectory optimization, and feedback. A 224 cm × 224 cm arena with ArUco markers defines the coordinate system, while an overhead camera and OpenCV provide vision-based localization. The ESP32-controlled drone uses the YOLOv11-nano model for obstacle detection and a lightweight transformer model, Depth Anything (Lihe-Young-small-hf), for monocular depth estimation—eliminating the need for LiDAR or stereo sensors. Detected obstacles are mapped into a 3-D grid for Dijkstra-based path planning. Real-time synchronization between the physical drone and its DT is achieved via message queuing telemetry transport (MQTT) within a robot operating system–Gazebo environment. The proposed DT system achieves an RMS trajectory deviation of approximately 0.015 m, representing an order-of-magnitude improvement compared with DT-based uncrewed aerial vehicle (UAV) navigation studies under similar experimental conditions, and maintains stable detection accuracy (mean average precision ≈ 0.994) throughout the maneuver. The proposed system offers a scalable low-cost solution for indoor UAV autonomy with potential applications in warehouse automation, disaster management, and intelligent surveillance.",M. J. Kumar; S. Singh; A. Saneen; D. Thomas,2026,10.1109/LSENS.2025.3642424,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0138,Autonomous Exploration and Mapping System Using Heterogeneous UAVs and UGVs in GPS-Denied Environments,"In this paper, we present a novel integrated vehicular system using collaborative unmanned aerial vehicles (UAVs) and unmanned ground vehicles (UGVs) for autonomous exploration, mapping, and navigation in GPS-denied 3-dimensional (3-D) unknown environments. The system implements a novel two-layered exploration strategy to decompose the perception task into a coarse exploration layer and a fine mapping layer. The coarse exploration makes use of a UGV to carry out fast autonomous exploration and active 2.5D simultaneous localization and mapping (SLAM) to generate a coarse environment model, which serves as a navigation reference for subsequent complementary 3-D fine mapping conducted by a UAV. The two layers share a novel optimized exploration path planning and navigation framework, which provides optimal exploration paths and integrates the collaborative exploration and mapping efforts through an OctoMap-based volumetric motion planning interface. The proposed system provides an efficient pipeline of fast environment perception taking advantages of the agility of the UAVs as well as the powerful computation resource aboard UGVs, also allowing assistive local perception with augmented object information when necessary. The effectiveness of our system is verified by both simulations and experiments, which demonstrate its capability of implementing heterogeneous UAV and UGV collaborative exploration and structural reconstruction of the environments through active SLAM, providing optimized perception for navigation tasks.",H. Qin; Z. Meng; W. Meng; X. Chen; H. Sun; F. Lin; M. H. Ang,2019,10.1109/TVT.2018.2890416,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0149,Vision-Based Global Localization for UAVs Using Deep Convolutional Neural Networks,"This paper presents a reliable vision-based navigation system for guided aerial vehicles operating in GPS-denied environments. The proposed approach uses deep learning models trained on aerial map patches and high-resolution images captured directly by the unmanned aerial vehicles (UAV), enabling accurate position estimation without relying on GPS signals. By matching onboard visual information with preprocessed map data, the system enables accurate and stable position estimation. Experimental results show stable localization accuracy, with most positioning errors ranging between 5 m and 15 m using only vision sensors. Moreover, the system generalizes well to previously unseen areas without requiring additional GPS information, making it suitable for autonomous UAV navigation in GPS-denied environments.",M. Elbalshy; S. Mostafa; A. M. Kamel,2026,10.1109/IPCS69631.2026.11604264,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0155,Cooperative Navigation and Guidance of a Micro-Scale Aerial Vehicle by an Accompanying UAV using 3D LiDAR Relative Localization,"A novel approach for cooperative navigation and guidance of a micro-scale aerial vehicle by an accompanying Unmanned Aerial Vehicle (UAV) using 3D Light Detection and Ranging (LiDAR) relative localization is proposed in this paper. The use of 3D LiDARs represents a reliable way of environment perception and robust UAV self-localization in Global Navigation Satellite System (GNSS)-denied environments. However, 3D LiDARs are relatively heavy and they need to be carried by large UAV platforms. On the contrary, visual cameras are cheap, light-weight, and therefore ideal for small UAVs. However, visual self-localization methods suffer from loss of precision in texture-less environments, scale unobservability during certain maneuvers, and long-term drift with respect to the global frame of reference. Nevertheless, a micro-scale camera-equipped UAV is ideal for complementing a 3D LiDAR-equipped UAV as it can reach places inaccessible to a large UAV platform. To gain the advantages of both navigation approaches, we propose a cooperative navigation and guidance architecture utilizing a large LiDAR-equipped UAV accompanied by a small secondary UAV carrying a significantly lighter monocular camera. The primary UAV is localized by a robust LiDAR Simultaneous Localization and Mapping (SLAM) algorithm, while the secondary UAV utilizes a Visual-Inertial Odometry (VIO) approach with lower precision and reliability. The LiDAR data are used for markerless relative localization between the UAVs to enable precise guidance of the secondary UAV in the frame of reference of the LiDAR SLAM. The performance of the proposed approach has been extensively verified in simulations and real-world experiments with the algorithms running onboard the UAVs with no external localization infrastructure.",V. Pritzl; M. Vrba; P. Štĕpán; M. Saska,2022,10.1109/ICUAS54217.2022.9836116,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0161,Sensor Fusion for Autonomous Indoor UAV Navigation in Confined Spaces,"In this paper, we address the challenge of navigating through unknown indoor environments using autonomous aerial robots within confined spaces. The core of our system involves the integration of key sensor technologies, including depth sensing from the ZED 2i camera, IMU data, and LiDAR measurements, facilitated by the Robot Operating System (ROS) and RTAB-Map. Through custom designed experiments, we demonstrate the robustness and effectiveness of this approach. Our results showcase a promising navigation accuracy, with errors as low as 0.4 meters, and mapping quality characterized by a Root Mean Square Error (RMSE) of just 0.13 m. Notably, this performance is achieved while maintaining energy efficiency and balanced resource allocation, addressing a crucial concern in UAV applications. Flight tests further underscore the precision of our system in maintaining desired flight orientations, with a remarkable error rate of only 0.1%. This work represents a significant stride in the development of autonomous indoor UAV navigation systems, with potential applications in search and rescue, facility inspection, and environmental monitoring within GPS-denied indoor environments.",A. James; A. Seth; E. Kuantama; S. Mukhopadhyay; R. Han,2023,10.1109/ICST59744.2023.10460820,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0165,UAV Cross-View Image Retrieval and Visual Geo-Localization in GNSS-Denied Environments,"UAV navigation often relies on GNSS, failing in denied environments like urban canyons. We propose an end-toend cross-view geo-localization framework mitigating geometric and appearance discrepancies. It achieves 93.59% Recall@1 on University-1652 and 93.56% on DenseUAV, outperforming baselines. Additionally, two efficient real-time inference strategies reduce the average continuous tracking error from 9.68 m to 0.95 m, demonstrating high-precision potential in GNSS-denied areas.",Y. -C. Tai; H. -Y. Shen; C. -P. Yi,2026,10.1109/ICCE-Taiwan71481.2026.11652687,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0179,Wireless Local Positioning System for Controlled UAV Landing in GNSS-Denied Environment,"A novel concept for ad-hoc landing of unmanned aerial vehicles (UAV) in GNSS-denied environment is presented in this paper. In our concept at the beginning of the landing phase the UAV drops several active beacons down to the landing site. It enables the UAV to localize itself via distance and angle information to the deployed beacons. The presented wireless local positioning system is based on 24 GHz secondary radar sensors and allows for accurate and robust 3D-positioning even in harsh weather conditions. The specially designed antennas with large angular coverage assure UAV localization disregarding the beacon's position and orientation. The developed beacon design has small size, low weight and power consumption that perfectly suits the application goal. Measurements of localization and landing scenario using four beacons and the radar unit installed on the drone are shown. The 3D-positioning of the UAV with the RMSE under 36 cm using only a single beacon and 31 cm using four beacons were achieved. These results verify the application of the proposed system as an accurate and redundant UAV landing solution.",T. Pavlenko; M. Schütz; M. Vossiek; T. Walter; S. Montenegro,2019,10.1109/MetroAeroSpace.2019.8869587,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0195,An Autonomous Continuous Positioning Method for Low-Altitude UAVs Based on Image Recognition in GNSS-Denied Environments,"The article proposes a five-stage autonomous continuous positioning method that integrates inertial navigation and image recognition to address the prob-lem of accumulated positioning errors in unmanned aerial vehicles (UAV) in satellite-denied environments. This method first used inertial navigation (INS) for initial positioning to capture satellite image basemaps, and achieved aerial image preprocessing through heading angle correction, scale registration, and maximum inscribed rectangle cropping. Then, this study combined a U-Net semantic segmentation model to extract building areas, and innovatively adopted a two-stage matching strategy of template matching and SuperPoint & SuperGlue feature point matching to effectively over-come the interference of seasonal and lighting changes on matching. Finally, the height data was integrated into output three-dimensional coordinates. The experiment was based on the UAV-VisLOC dataset, and showed that twostage matching can reduce the average plane positioning error from 26.32 m in single-stage matching to 12.95 m, a decrease of 49.2%. The maximum error decreased from 68.74 m to 18.67 m. The proposed framework significantly improves the robustness and accuracy of positioning in complex environments, providing reliable technical support for urban low-altitude operations, emergency rescue, and other scenarios.",T. Du; Y. Lin,2026,10.1109/RAITS68656.2026.11580149,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0196,Navigation of Simultaneous Localization and Mapping by Fusing RGB-D Camera and IMU on UAV,"Simultaneous localization and mapping (SLAM) is one of the key components of the navigation system of unmanned aerial vehicles (UAVs). In this paper, a novel system that enables a UAV to navigation in a GPS-denied environment with an RGB-D (Red, Green, Blue, and Depth) camera and Inertial Measurement Unit (IMU) is presented. Such a system is realized via a host computer on a UAV, in which the IMU information read from the flight controller and the image information read from the RGB-D camera are fused using extended Kalman filter (EKF). Experiments are designed to test the feasibility of the proposed navigation scheme. Accurate assessment of our idea shows a good response when rapidly moving and rotating the UAV.",X. Dai; Y. Mao; T. Huang; B. Li; D. Huang,2019,10.1109/SAFEPROCESS45799.2019.9213339,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0202,Design of A Positioning System for UAV in GPS-denied Environment,"In this paper, a method for UAV positioning in GPS-denied environment through a multi-sensor fusion algorithm is proposed. This method uses IMU and UWB to obtain acceleration and position information respectively. After processing the two sets of data, the position data is obtained, and the more accurate position data is obtained through the Kalman filter algorithm. Through simulation and experimental results, this method of positioning proved to be very effective. This method can significantly reduce the accuracy requirements for the positioning sensors, and obtain relatively high-precision results through the fusion processing of data collected by multiple low-precision sensors. This method can be used in the positioning system of low-cost UAVs, which is of great significance for reducing the cost and promoting commercial applications.",Z. Qiu; T. Li; F. Wang,2022,10.1109/ISCIT55906.2022.9931225,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0208,UAV Pose Estimation in GNSS-Denied Environment Assisted by Satellite Imagery Deep Learning Features,"With the growing maturity of unmanned aerial vehicle (UAV) technology, its applications have widened to many spheres of life. The prerequisite for a UAV to perform air tasks smoothly is an accurate localization of its own position. Traditional UAV navigation relies on the Global Navigation Satellite System (GNSS) for localization; however, this system has disadvantages of instability and susceptibility to interference. Therefore, to obtain accuracy in UAV pose estimation in GNSS-denied environments, a UAV localization method that is assisted by deep learning features of satellite imagery is proposed. With the inclusion of a top-view optical camera to the UAV, localization is achieved based on satellite imageries with geographic coordinates and a digital elevation model (DEM). By utilizing the difference between the UAV frame and satellite imagery, the convolutional neural network is used to extract deep learning features between the two images to achieve stable registration. To improve the accuracy and robustness of the localization method, a local optimization method based on bundle adjustment (BA) is proposed. Experiments demonstrate that when the UAV's relative altitude is 0.5 km, the average localization error of this method under different trajectories is within 15 m.",H. Hou; Q. Xu; C. Lan; W. Lu; Y. Zhang; Z. Cui; J. Qin,2021,10.1109/ACCESS.2020.3048342,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0211,SIA-KalmanNet: A Structurally Integrated Attention Kalman Filter for Multi-UAV Localization in Partially GNSS-Denied Environments,"Cooperative localization is an essential task in multiple uncrewed aerial vehicle (UAV) networks, especially in environments with partial global navigation satellite system (GNSS) denial. By effectively integrating low-precision inertial navigation system (INS)-derived priors, inter-UAV relative distances, and sparse anchor-based measurements, the extended Kalman filter (EKF) can be employed for UAV localization. However, localization accuracy suffers under nonlinear dynamics and inaccurate knowledge of process and measurement noise statistics. To address these challenges, this article proposes a structurally integrated attention Kalman filter called SIA-KalmanNet for accurate and robust state estimation. By combining state-space models with attention-based neural networks in the Kalman flow, the estimator preserves the data efficiency and interpretability of traditional model-driven methods while implicitly learning second-order covariance matrices from data. Specifically, two networks are devised to learn the Kalman gain: the self-attention residual masked network (SA-RMN) and the self-cross attention residual masked network (SCA-RMN). Among them, SA-RMN is a lightweight network for end-to-end state estimation. SCA-RMN introduces masked cross-attention to adaptively fuse forward state features and backward historical correction information to obtain a more precise state estimate. Furthermore, a practical training strategy based on sliding window and causal masking is developed to ensure efficient training and real-time inference. The experimental results show that the proposed algorithm achieves superior localization performance compared to the traditional EKF and KalmanNets. Moreover, it exhibits strong robustness against INS drift and non-line-of-sight (NLOS)-induced distance errors, even in harsh environments where only a limited number of UAVs can access GNSS signals.",X. Xin; H. Zhou; X. Feng; F. Pan; J. Wang; Z. Li,2026,10.1109/JIOT.2025.3650118,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0213,A Multi-UAV System for Exploration and Target Finding in Cluttered and GPS-Denied Environments,"The use of multi-rotor Unmanned Aerial Vehicles (UAVs) for Search and Rescue (SAR) and Remote Sensing is rapidly increasing. Multi-rotor UAVs, however, have limited endurance. The range of UAV applications can be widened if teams of multiple UAVs are used. We propose a framework for a team of UAVs to cooperatively explore and find a target in complex GPS-denied environments with obstacles. The team of UAVs autonomously navigates, explores, detects, and finds the target in a cluttered environment with a known map. Examples of such environments include indoor scenarios, urban or natural canyons, caves, and tunnels, where the GPS signal is limited or blocked. The framework is based on a probabilistic Decentralised Partially Observable Markov Decision Processes (Dec-POMDP) which accounts for the uncertainties in sensing and the environment. The team can cooperate efficiently, with each UAV sharing only limited processed observations and their locations during the mission. The system is simulated using the Robotic Operating System (ROS) and Gazebo. Performance of the system with an increasing number of UAVs in several indoor scenarios with obstacles is tested. Results indicate that the proposed multi-UAV system has improvements in terms of time-cost, the proportion of search area surveyed, and successful rates for search and rescue missions.",X. Zhu; F. Vanegas; F. Gonzalez; C. Sanderson,2021,10.1109/ICUAS51884.2021.9476820,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0215,GPS-Denied UAV-UGV Relative Positioning System via Vision-UWB Fusion,"Locating drones in GPS-denied environments is a challenging task, particularly for hardware platforms with limited computational resources and sensors. A common approach for positioning a drone within the environment is to cooperate with an unmanned ground vehicle (UGV) by estimating the drone’s relative position on the UGV frame. In this paper, we propose a real-time drone positioning system that uses a Vision-UWB fusion framework. The fusion system involves two steps: 1) processing the state estimation using UWB ranging measurements and vision information separately, and 2) fusing the estimations from UWB and vision to provide the final state estimation for the drone. To evaluate the accuracy of our method, we deployed an accurate localization system, named OptiTrack, as the ground truth system. The experimental results demonstrate the accuracy and robustness of the developed system, which overcomes the limitations of individual sensors and enhances their advantages.",G. Mingyang; K. Sagar; X. Ning,2023,10.1109/ICIEA58696.2023.10241577,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0218,A Unified Error-State Kalman Filtering Framework for Multi-Sensor Navigation of Fixed-Wing UAVS in GNSS-Denied Scenarios,"Reliable navigation in Global Navigation Satellite System (GNSS)-denied environments remains a critical challenge for fixed-wing Unmanned Aerial Vehicles (UAVs). In such conditions, Inertial Navigation Systems (INSs) must be aided by heterogeneous sensors to mitigate drift and ensure long-term accuracy. This paper presents the development, implementation, and experimental validation of a unified ErrorState Extended Kalman Filter (ESEKF) designed for fixedwing UAV navigation under GNSS-denied and GNSS-degraded scenarios. The proposed framework integrates an INS with magnetometer, barometer, pitot tube with pseudovanes, VisualInertial Odometry (VIO), and Computer Vision (CV) Convolutional Neural Network (CNN)-based position estimates within a unified estimation architecture. A comprehensive mathematical description of the ESEKF is provided, with special attention given to the modeling of sensor systematic errors, which are explicitly included in the augmented error-state vector. The estimator performance is evaluated through a flight experiment using a custom fixed-wing UAV platform, where the contribution of each aiding sensor is assessed via systematic sensor deactivation under GNSS outage conditions. Experimental results demonstrate the robustness and modularity of the proposed ESEKF architecture, highlighting its ability to maintain navigation accuracy despite the loss of individual aiding sensors (except barometer and CV). The presented framework consolidates previously fragmented sensor fusion approaches into a single, self-consistent navigation solution, providing both a practical implementation reference and a foundation for future extensions and tuning strategies.",G. E. V. Hernandez; R. C. Fernandes; A. Sorokin; M. Korimi; F. O. Silva,2026,10.1109/ICUAS69441.2026.11598562,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0239,Autonomous Flight Control Design Based on Multi-Sensor Fusion for a Low-Cost Quadrotor in GPS-Denied Environments,"This paper presents a fully autonomous and low-cost quadrotor helicopter system in GPS-denied environments. An extended Kalman filter (EKF) framework is employed to fuse the raw data from inertial measurement unit (IMU), optical flow, ultrasonic rangefinder to achieve real-time state estimation of the quadrotor. An improved cascaded proportional-integral-derivative (PID) control scheme is proposed to achieve high-precision flight control for the quadrotor. A lightweight, powerful app of DroneKit-Python is integrated to directly guide the flight mission of the quadrotor on an onboard computer. The onboard computer which communicates with the flight controller using the MAVLink protocol augments the performance of the autopilot by a low-latency link. Finally, the autonomous quadrotor system is justified by real-world experiments, and the experimental results show that the quadrotor can realize high-precision autonomous localization in an indoor environment.",J. Guo; X. Zhang; Z. Huang; B. Li,2022,10.1109/ACIRS55390.2022.9845557,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0246,UAV Platforms for Autonomous Navigation in GPS-Denied Environments for Search and Rescue Missions,"This paper presents the development, instrumentation, system integration, algorithm development, and flight testing of two UAVs for autonomous search and rescue in GPS-denied environments. The first UAV uses a Simultaneous Localization and Mapping (SLAM) algorithm to map the environment and localize itself within it. As it explores the disaster zone, it is designed to scan the environment for victims using a computer vision algorithm. Once the victims are identified, a second UAV is designed to be deployed to distribute rescue packages to the identified victims. Location of the victims can also be saved in the generated maps to help human rescuers locate the victims. Simulation and flight test results are shown.",E. Ngo; J. Ramirez; M. Medina-Soto; S. Dirksen; E. D. Victoriano; S. Bhandari,2022,10.1109/ICUAS54217.2022.9836181,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0255,A stereo and rotating laser framework for UAV navigation in GPS denied environment,"Recent developments in robotics sensing using either the active sensor-laser range finder (LRF) or passive sensors-camera systems have shown that the existing approaches are able to estimate the motion and reconstruct the environment in a typical GPS-denied environment such as indoor environments. However, for a 2D LRF, it can only provide a planar measurement due to the hardware limitations and the cost for 3D LRF is still too high for robotic systems. For camera systems, the 3D perception capability and lightweight are promising while it is not effective in long range, low illumination and low textured environment com- pared to the LRF. In the proposed framework, our first contribution is a senor integration system that combines a stereo camera with a rotating LRF. The stereo camera can achieve a fast and smooth motion estimation and the rotating LRF could construct a dense 3D environment. Our second contribution is an integration of a fast feature-based motion estimation with an accurate shape matching refinement. The proposed approaches have been built in our customized unmanned aerial vehicle (UAV) platform. We have verified our proposed approach through a series of extensive evaluations in clustered indoor environments and open outdoor environments.",Hailong Qin; Yingcai Bi; K. Z. Y. Ang; Kangli Wang; Jiaxin Li; Menglu Lan; Mo Shan; F. Lin,2016,10.1109/IECON.2016.7793246,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0264,Autonomous UAV Navigation for Target Detection in Visually Degraded and GPS Denied Environments,"The use of autonomous Unmanned Aerial Vehicles (UAVs) continues to increase for a wide range of applications, such as wildlife monitoring, planetary exploration, and emergency Search and Rescue (SAR). Autonomous UAVs typically rely on Global Positioning System (GPS) usage and most operations require correct flight conditions with good visibility (no rain, fog nor smoke). However, some difficult environments are characterized by partial to no GPS signal, limiting the drone's ability to localise itself. Moreover, visual obscurants affect the UAV's performance and behaviour by restricting its visibility, adding complexity to some subsystems such as target detection. This paper presents the development of a framework enabling a drone to autonomously navigate and explore in GPS denied environments impacted by visual obscurants. The study illustrates this by formulating the navigation and target detection problem as an autonomous Sequential Decision Problem (SDP) with uncertainty caused by degraded visibility and lack of GPS. The SDP is modelled as a Partially Observable Markov Decision Process (POMDP) and tested using the Adaptive Belief Tree (ABT) algorithm. The navigation task was created following the model of a classic SAR operation in a cluttered indoor environment with visual obscurants. The framework includes target detection under uncertainty from a vision-based camera. The formulated SDP is tested in a simulated environment with partial observability and in presence of smoke. The framework integrates Gazebo, Robot Operating System (ROS), Software In The Loop (SITL) and PX4 firmware to recreate a SAR scenario in simulation. Experiments conducted in the simulated SAR scenario test the target finding task under different levels of visibility, with the target position being unknown, and a pose uncertainty modelled from real-life flight experiments. The experiments in normal visibility were a success, but the developed framework was limited in presence of visual obscurants, reducing the target detection rate. Allowing an UAV to autonomously navigate in challenging environments with low visibility conditions aims at increasing the range of UAV's utilization in critical applications such as SAR and mining, where human interventions are often dangerous and unfeasible.",S. Boiteau; F. Vanegas; J. Sandino; F. Gonzalez; J. Galvez-Serna,2023,10.1109/AERO55745.2023.10115544,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0271,Hybrid IMU-Aided Approach for Optimized Visual Odometry,"Autonomous navigation of unmanned vehicles in GPS-denied environments is a challenging problem, especially for small ground vehicles and micro aerial vehicles (MAVs) which are characterized by their small payload, short battery lifetime and limited processing resources. Stereo vision positioning has been introduced as a scale-free positioning technique, but it is computationally expensive. Monocular vision systems aided by inertial measurement unit (IMU) are more computationally efficient but it suffers from IMU random biases and scale errors. In this paper, we propose a hybrid visual-inertial odometry solution that minimizes the computation load by dividing the mission into two interchangeable stages. Firstly, a stereo vision stage in which a loosely coupled integration between stereo cameras and IMU is performed. In this stage, an extended Kalman filter (EKF) is used to automatically and dynamically estimate IMU biases. Once the IMU is calibrated, a monocular stage is activated where the system is downgraded into single camera getting the motion scale from the calibrated IMU. The proposed solution has been tested using the popular IMU-enabled ZED-Mini tracking camera. We compared our stereo vision solution against the IMU-aided monocular solution and the results showed accurate positioning with the advantage of less computation. Further analysis is provided where we compared our solution with the built-in solutions of the ZED Mini camera and the Intel Realsense T265 tracking camera.",A. Mahmoud; M. M. Atia,2019,10.1109/GlobalSIP45357.2019.8969460,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0274,Navigation and control of unmanned aerial vehicles in GPS-denied environments,"Unmanned aerial vehicles (UAVs) have made huge progress in military and civilian missions, ranging from surveillance, reconnaissance, to logistics and transportation. Particularly, to meet requirements of high-demand applications, it is necessary to develop advanced unmanned systems that are capable of autonomously navigating in cluttered indoor and outdoor GPS-denied environments, such as hostile buildings, radiation contaminated areas and forest.",B. Chen,2014,10.1109/ICARCV.2014.7064483,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0278,Navigation Methods for UAVs in GNSS-Denied Environments Using Artificial Intelligence,"With the rapid advancement of autonomous flight technology, there is an increasing demand for higher precision and advanced navigation techniques, with permissible distance errors often restricted to a few meters. Furthermore, the ubiquitous deployment of Unmanned Aerial Vehicles (UAVs) necessitates the integration of novel technologies to ensure operational continuity under adverse conditions, such as environmental signal interference, hostile attacks, or traversal through zones of complete signal loss. This study presents a methodology to address these challenges, enabling themaintenance of coordinates and navigation for UAVs to traverse jammed or completely out-of-coverage zones, thereby avoiding the need for emergency landings or Return-to-Home (RTH) protocols common in current UAV systems. The proposed approach leverages the TransGAN model, a framework typically employed for data analysis comprising a Generator and a Discriminator. In this context, the model processes sequential real-world coordinate data. Under normal GNSS operation, TransGAN is trained as a high-precision prediction model utilizing velocity and coordinate data as inputs. Conversely, during GNSS outages or interference, the trained TransGAN model is utilized to generate coordinates, thereby maintaining navigation capabilities for the UAV.",N. V. Quynh; P. N. Huu; T. Han-Trong,2026,10.1109/ICCE70609.2026.11658445,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0281,UAV Tracking with Lidar as a Camera Sensor in GNSS-Denied Environments,"Light detection and ranging (LiDAR) sensor has become one of the primary sensors in robotics and autonomous system for high-accuracy situational awareness. In recent years, multi-modal LiDAR systems emerged, and among them, LiDAR-as-a-camera sensors provide not only 3D point clouds but also fixed-resolution 360°panoramic images by encoding either depth, reflectivity, or near-infrared light in the image pixels. This potentially brings computer vision capabilities on top of the potential of LiDAR itself. In this paper, we are specifically interested in utilizing LiDARs and LiDAR-generated images for tracking Unmanned Aerial Vehicles (UAVs) in real-time which can benefit applications including docking, remote identification, or counter-UAV systems, among others. This is, to the best of our knowledge, the first work that explores the possibility of fusing the images and point cloud generated by a single LiDAR sensor to track a UAV without a priori known initialized position. We trained a custom YOLOv5 model for detecting UAVs based on the panoramic images collected in an indoor experiment arena with a motion capture (MOCAP) system. By integrating with the point cloud, we are able to continuously provide the position of the UAV. Our experiment demonstrated the effectiveness of the proposed UAV tracking approach compared with methods based only on point clouds or images. Additionally, we evaluated the real-time performance of our approach on the Nvidia Jetson Nano, a popular mobile computing platform.",H. Sier; X. Yu; I. Catalano; J. P. Queralta; Z. Zou; T. Westerlund,2023,10.1109/ICL-GNSS57829.2023.10148919,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
