id,title,abstract
REC_0920,Aided Navigation Techniques for Indoor and Outdoor Unmanned Vehicles,"This paper presents design considerations of indoor and outdoor navigation techniques proposed for unmanned vehicles (UV). In this paper, we mainly investigate the use and the advantages of wireless sensor networks (WSNs) for indoor navigation, and Global Positioning System (GPS) for outdoor navigation. The system primarily uses laser range finder (LRF) measurements for indoor navigation, and is based on Extended Kalman Filter (EKF). For outdoor navigation the system uses Inertial Navigation System (INS) measurements. At periodical intervals the system integrates the measurements of an absolute sensor to improve estimations. The absolute sensor is a WSN interface for indoor navigation, and a GPS receiver for outdoor navigation. Simulation studies were conducted using Unified System for Automation and Robot Simulation (USARSim) and Player/Stage. The results of USARSim based simulations prove the advantages of integrating GPS measurements. Player/Stage based simulations show the advantages of integrating Received Signal Strength Indicator (RSSI) measurements obtained from WSN interfaces. In addition to the simulation studies, field tests with a custom-built Corobot autonomous robot platform will be realized to prove the effectiveness of the methods."
REC_1035,An improved selective correction adaptive particle filter-based cooperative navigation algorithm for UAV swarms in GNSS-denied areas,"In Global Navigation Satellite System-denied environments, positioning accuracy is critical for unmanned aerial vehicle (UAV) swarms. A particle filter-based cooperative localization algorithm is proposed to improve UAV positioning accuracy. To address the issues of particle impoverishment and loss of diversity inherent in traditional particle filters, a selective correction adaptive particle filter (SCA-PF) with an enhanced resampling strategy is introduced. First, the algorithm incorporates a threshold-based resampling improvement to mitigate particle impoverishment common in conventional particle filters. Second, an adaptive threshold feedback strategy, based on the residual variation rate, dynamically adjusts the weight threshold to more effectively select high-weight particles. Additionally, a firefly-inspired attraction mechanism is applied to fine-tune neighboring particles, thereby improving convergence and robustness under complex noise conditions. Simulation results demonstrate that the adaptive threshold strategy increases localization accuracy by an additional 10% over fixed-threshold methods. The proposed SCA-PF enhances cooperative navigation accuracy by approximately 15% compared to other algorithms. © 2026 IOP Publishing Ltd. All rights, including for text and data mining, AI training, and similar technologies, are reserved. This article is available under the terms of the https://publishingsupport.iopscience.iop.org/iop-standard/v1."
REC_1117,Enhancing Visual–Inertial Odometry Robustness and Accuracy in Challenging Environments,"Visual–Inertial Odometry (VIO) algorithms are widely adopted for autonomous drone navigation in GNSS-denied environments. However, conventional monocular and stereo VIO setups often lack robustness under challenging environmental conditions or during aggressive maneuvers, due to the sensitivity of visual information to lighting, texture, and motion blur. In this work, we enhance an existing open-source VIO algorithm to improve both the robustness and accuracy of the pose estimation. First, we integrate an IMU-based motion prediction module to improve feature tracking across frames, particularly during high-speed movements. Second, we extend the algorithm to support a multi-camera setup, which significantly improves tracking performance in low-texture environments. Finally, to reduce the computational complexity, we introduce an adaptive feature selection strategy that dynamically adjusts the detection thresholds according to the number of detected features. Experimental results validate the proposed approaches, demonstrating notable improvements in both accuracy and robustness across a range of challenging scenarios. © 2025 by the authors."
REC_1150,NaviLoc: Trajectory-Level Visual Localization for GNSS-Denied UAV Navigation,"Highlights: What are the main findings? NaviLoc enables training-free GNSS-denied aerial-to-satellite localization using trajectory-level fusion of image matching and motion sensing. On low-altitude (50–150 m) rural UAV flights, NaviLoc achieves a 19.5 m Mean Localization Error (16.0× better than prior state-of-the-art). What are the implications of the main finding? Trajectory-level optimization handles visually repetitive rural environments, enabling reliable GPS-free navigation. The lightweight algorithm enables real-time CPU-only deployment (9 FPS on Raspberry Pi 5), supporting embedded autonomy. Aerial-to-satellite visual localization enables GNSS-denied UAV navigation, but the appearance gap between low-altitude (50–150 m) UAV imagery and nadir satellite tiles makes per-frame Visual Place Recognition (VPR) unreliable. Under perceptual aliasing, high-similarity matches are often geographically inconsistent, so naïve anchoring fails. We introduce NaviLoc, a training-free three-stage trajectory-level estimator that treats VPR as a noisy measurement source and exploits Visual-Inertial Odometry (VIO) as a relative-motion prior. Stage 1 (Global Align) estimates a global SE(2) transform by maximizing an explicit trajectory-level similarity objective. Stage 2 (Refinement) performs sliding-window bounded weighted Procrustes updates. Stage 3 (Smoothing) computes a strictly convex MAP trajectory estimate that fuses VIO displacements with VPR anchors while clamping detected outliers. On a challenging low-altitude rural UAV benchmark, NaviLoc attains 19.5 m Mean Localization Error (MLE)—a 16.0× reduction compared to state-of-the-art localization method AnyLoc-VLAD, and 32.1× compared to raw VIO drift. End-to-end inference runs at 9 FPS on Raspberry Pi 5, enabling real-time embedded deployment. © 2026 by the authors."
REC_1207,GPS-denied indoor and outdoor monocular vision aided navigation and control of unmanned aircraft,"GPS-denied closed-loop autonomous control of unstable Unmanned Aerial Vehicles (UAVs) such as rotorcraft using information from a monocular camera has been an open problem. Most proposed Vision aided Inertial Navigation Systems (V-INSs) have been too computationally intensive or do not have sufficient integrity for closed-loop flight. We provide an affirmative answer to the question of whether V-INSs can be used to sustain prolonged real-world GPS-denied flight by presenting a V-INS that is validated through autonomous flight-tests over prolonged closed-loop dynamic operation in both indoor and outdoor GPS-denied environments with two rotorcraft unmanned aircraft systems (UASs). The architecture efficiently combines visual feature information from a monocular camera with measurements from inertial sensors. Inertial measurements are used to predict frame-to-frame transition of online selected feature locations, and the difference between predicted and observed feature locations is used to bind in real-time the inertial measurement unit drift, estimate its bias, and account for initial misalignment errors. A novel algorithm to manage a library of features online is presented that can add or remove features based on a measure of relative confidence in each feature location. The resulting V-INS is sufficiently efficient and reliable to enable real-time implementation on resource-constrained aerial vehicles. The presented algorithms are validated on multiple platforms in real-world conditions: through a 16-min flight test, including an autonomous landing, of a 66 kg rotorcraft UAV operating in an unconctrolled outdoor environment without using GPS and through a Micro-UAV operating in a cluttered, unmapped, and gusty indoor environment. © 2013 Wiley Periodicals, Inc."
REC_1210,"Experiments in Fast, Autonomous, GPS-Denied Quadrotor Flight","High speed navigation through unknown environments is a challenging problem in robotics. It requires fast computation and tight integration of all the subsystems on the robot such that the latency in the perception-action loop is as small as possible. Aerial robots add a limitation of payload capacity, which restricts the amount of computation that can be carried onboard. This requires efficient algorithms for each component in the navigation system. In this paper, we describe our quadrotor system which is able to smoothly navigate through mixed indoor and outdoor environments and is able to fly at speeds of more than 18 m/s. We provide an overview of our system and details about the specific component technologies that enable the high speed navigation capability of our platform. We demonstrate the robustness of our system through high speed autonomous flights and navigation through a variety of obstacle rich environments. © 2018 IEEE."
REC_1233,Tightly-Coupled Air-Ground Collaborative System for Autonomous UGV Navigation in GPS-Denied Environments,"Highlights: What are the main findings? A stateful, ID-based mapping mechanism prevents data redundancy from video streams by assigning a unique ID to each detected obstacle, ensuring it is recorded on the global map only once. An obstacle inflation algorithm translates an abstract obstacle map into a robust, navigation-ready map. Artificially expanding the footprint of each obstacle based on the UGV’s physical dimensions ensures that any planned path is collision-free. What are the implications of the main findings? The ID-based filtering guarantees a clean and non-redundant map, which is crucial for effective path planning. This prevents the system from becoming confused by repeatedly mapping static objects, which would otherwise render the map unusable. The obstacle inflation process ensures that the theoretically optimal path found by the A* algorithm is also physically safe for the UGV. This is a critical step that bridges the gap between abstract planning and real-world execution by preventing the UGV’s body from colliding with obstacles. Autonomous navigation for unmanned vehicles in complex, unstructured environments remains challenging, especially in GPS-denied or obstacle-dense scenarios, limiting their practical deployment in logistics, inspection, and emergency response applications. To overcome these limitations, this paper presents a tightly integrated air-ground collaborative system comprising three key components: (1) an aerial perception module employing a YOLOv8-based vision system onboard the UAV to generate real-time global obstacle maps; (2) a low-latency communication module utilizing FAST DDS middleware for reliable air-ground data transmission; and (3) a ground navigation module implementing an A* algorithm for optimal path planning coupled with closed-loop control for precise trajectory execution. The complete system was physically implemented using cost-effective hardware and experimentally validated in cluttered environments. Results demonstrated successful UGV autonomous navigation and obstacle avoidance relying exclusively on UAV-provided environmental data. The proposed framework offers a practical, economical solution for enabling robust UGV operations in challenging real-world conditions, with significant potential for diverse industrial applications. © 2025 by the authors."
REC_1310,Enhancing Autonomous Navigation in GNSS-Denied Environment: Obstacle Avoidance Observability-Based Path Planning for ASLAM,"Obstacle avoidance (OA) is necessary for any path planning in outdoor environment to prevent any collision with the obstacles in natural environment. In this paper, a quadrotor navigates using Active Simultaneously Localization and Mapping (ASLAM) in GNSS-denied outdoor environment. In ASLAM, the quadrotor path is defined using real-time Observability Based Path Planning (OBPP) method, autonomously. To prepare using of the OBPP in outdoor environment, it is necessary to add the ability of OA to it. So, the OA-OBPP method is introduced which defines the path based on terrestrial landmarks while preventing any collision with the obstacles. This approach is developed by redefining a dataset of in range landmarks while all of the landmark in the vicinity of the obstacles are removed from the in-range landmarks dataset. To evaluate the performance of the proposed method, simulations of the OA-OBPP algorithm are conducted for a simplified 6-Degree of Freedom (DOF) quadrotor using MATLAB. The simulations evaluate the efficiency, accuracy and robustness of the proposed method. Results across various scenarios show that the method effectively avoids collisions with obstacles while simultaneously determining a path to the goal. Additionally, a comparison of the position estimation RMSE with Monte Carlo PP highlights the accuracy of the OA-OBPP. The robustness of the method, tested with varying initial positions, demonstrates its success in real-time path planning (PP) from any starting point to the destination without collisions. The results confirm that the OA-OBPP enhances the robot's capability to perform real-time, autonomous, and robust path planning in outdoor environments, even in the absence of GNSS signals, through visual navigation. © 2024 Department of Agribusiness, Universitas Muhammadiyah Yogyakarta. All rights reserved."
REC_1331,"Model-Based RL Decision-Making for UAVs Operating in GNSS-Denied, Degraded Visibility Conditions with Limited Sensor Capabilities","Autonomy in Unmanned Aerial Vehicle (UAV) navigation has enabled applications in diverse fields such as mining, precision agriculture, and planetary exploration. However, challenging applications in complex environments complicate the interaction between the agent and its surroundings. Conditions such as the absence of a Global Navigation Satellite System (GNSS), low visibility, and cluttered environments significantly increase uncertainty levels and cause partial observability. These challenges grow when compact, low-cost, entry-level sensors are employed. This study proposes a model-based reinforcement learning (RL) approach to enable UAVs to navigate and make decisions autonomously in environments where the GNSS is unavailable and visibility is limited. Designed for search and rescue operations, the system enables UAVs to navigate cluttered indoor environments, detect targets, and avoid obstacles under low-visibility conditions. The architecture integrates onboard sensors, including a thermal camera to detect a collapsed person (target), a 2D LiDAR and an IMU for localization. The decision-making module employs the ABT solver for real-time policy computation. The framework presented in this work relies on low-cost, entry-level sensors, making it suitable for lightweight UAV platforms. Experimental results demonstrate high success rates in target detection and robust performance in obstacle avoidance and navigation despite uncertainties in pose estimation and detection. The framework was first assessed in simulation, compared with a baseline algorithm, and then through real-life testing across several scenarios. The proposed system represents a step forward in UAV autonomy for critical applications, with potential extensions to unknown and fully stochastic environments. © 2025 by the authors."
REC_1386,LightdenseYOLO: A fast and accurate marker tracker for autonomous UAV landing by visible light camera sensor on drone,"Autonomous landing of an unmanned aerial vehicle or a drone is a challenging problem for the robotics research community. Previous researchers have attempted to solve this problem by combining multiple sensors such as global positioning system (GPS) receivers, inertial measurement unit, and multiple camera systems. Although these approaches successfully estimate an unmanned aerial vehicle location during landing, many calibration processes are required to achieve good detection accuracy. In addition, cases where drones operate in heterogeneous areas with no GPS signal should be considered. To overcome these problems, we determined how to safely land a drone in a GPS-denied environment using our remote-marker-based tracking algorithm based on a single visible-light-camera sensor. Instead of using hand-crafted features, our algorithm includes a convolutional neural network named lightDenseYOLO to extract trained features from an input image to predict a marker’s location by visible light camera sensor on drone. Experimental results show that our method significantly outperforms state-of-the-art object trackers both using and not using convolutional neural network in terms of both accuracy and processing time. © 2018 by the authors. Licensee MDPI, Basel, Switzerland."
REC_1430,Self-Localization of Anonymous UGVs Using Deep Learning from Periodic Aerial Images for a GPS-Denied Environment,"This work concerns the autonomous navigation of non-holonomic ground mobile robots in a GPS-denied environment. The objective was to locate, in a global frame, without GPS, anonymous ground mobile robots starting from two consecutive aerial images captured by a single fixed webcam. The effectiveness of deep learning by a MultiLayer Perceptron in an indexed localization was compared to the methods studied in previous works. The ability of a robot to determine the position of other non-indexed robots was also performed. The structure and parameters of the network and the choice of the points taken into account during the learning phase to obtain a local optimum are presented. The results, obtained from simulated and experimental data, are compared to those obtained with more classical methods for different sampling periods (time between images). © 2024 by the authors."
REC_1437,Absolute Visual Localization for Aerial Vehicles Based on Deep Learning Image Matching,"The range of applications for aerial vehicles is expanding rapidly, encompassing various fields such as transportation, security, rescue, and mapping. The foundation for the execution of these tasks is accurate localization. The prevailing localization method for aerial vehicles is currently reliant on the Global Navigation Satellite System (GNSS). However, this method is vulnerable to disruptions caused by occlusion or interference, particularly in environments such as mountainous regions, forests, and urban canyons. Inertial navigation systems and visual odometers are commonly employed in GNSS-denied environments; however, their long-term accuracy is poor due to error accumulation. Absolute visual localization, based on image matching, exhibits superior long-term accuracy and does not require external devices, making it a suitable alternative when GNSS is unavailable. Additionally, deep learning has demonstrated remarkable potential in image matching, offering higher accuracy compared to traditional methods. The proposed methodology utilizes a deep learning-based image matching technique, employing the LoFTR model to match features on rectified aerial images and segmented satellite maps. Addressing the sensitivity of the conventional regional perspective transformation to nonlinear image differences, a central perspective transformation is proposed to calculate the precise position of the aerial vehicle on the map. The experimental results, obtained from flights at an altitude of 500 m, demonstrate that the proposed method, with a spatial resolution of 1.1 m for the aerial images and 2.4 m for the map blocks, exhibits a mean absolute error of 17.39 m. This outcome signifies a 54.55% reduction in error when contrasted with the conventional approach on the same dataset, attaining a level of accuracy comparable to that of general GNSS localization. Furthermore, the proposed method exhibits robustness to seasonal alterations in ground scene, providing an accurate and reliable solution for aerial vehicle localization in GNSS-denied environments. © 2024 Copyright held by the owner/author(s)."
REC_1467,Tightly-Coupled EKF-Based Radar-Inertial Odometry,"Multicopter Unmanned Aerial Vehicles (UAV) are small and agile robots with the potential to become prominent in performing autonomous tasks in various Global Navigation Satellite System (GNSS)-denied environments. These environments can potentially be rendered even more challenging due to external factors impairing the robot's perception, such as low or too bright light, permeation with aerosols or smoke. A precondition of autonomous operation, though, is the ability of a robot to accurately localize itself in the surrounding environment. Millimeter-wave Frequency Modulated Continuous Wave (FMCW) radar sensors are resilient to the aforementioned factors while being lightweight, inexpensive and highly accurate. In this paper, we present a Radar-Inertial Odometry (RIO) method for estimating the full 6DoF pose and 3D velocity of a UAV. In an Extended Kalman Filter (EKF) framework, we fuse range measurements and velocity measurements of 3D points detected by an FMCW radar sensor together with Inertial Measurement Unit (IMU) readings. In real experiments we show that our approach enables accurate state estimation of a UAV and that it exhibits improvements over similar existing state-of-the-art method. © 2022 IEEE."
REC_1509,Radar Based Autonomous Precision Takeoff and Landing System for VTOLs in GNSS Denied Environments,"Current research on Vertical Takeoff and Landing Vehicles (VTOLs) like urban air mobility, parcel delivery, search and rescue or human aid require precise autonomous takeoff and landing systems. Safe and reliable flight operations have to be ensured even for challenging conditions like fog, night or direct sunlight. In addition, robust, low-cost and low-maintenance infrastructure is required. Since using the Global Navigation Satellite System (GNSS) is not reliable in particular close to landing areas due to multi path errors or jamming, an GNSS denied navigation technique is required.This paper presents a radar based autonomous takeoff and landing system for VTOLs. The localization system requires only passive radar reflectors on the ground. A standard automotive radar, as used for driver assistance systems, is applied for detection. Fusion with an Inertial Measurement Unit (IMU) further improves the localization accuracy. A dedicated landing platform is developed along with a flight guidance such that autonomous precision takeoff and landing can be conducted.Our system has been tested in extensive flight experiments. Indoor flight experiments proved the overall system performance even with bad visual conditions which we simulated with a fog machine. The system achieved a high localization accuracy with a mean absolute error below 0.1 m. All test flights resulted in a successful landing in the center of our landing platform. © 2020 IEEE."
REC_1517,Ultra-Wideband Implementation of Object Detection Through Multi-UAV Navigation with Particle Swarm Optimization,"Unmanned aerial vehicles (UAV) are widely used in literature for object detection utilizing convolutional neural networks (CNN). However, most UAVs make use of GNSS sensors for localization, which have low reception in indoor situations. Therefore, this study aimed to investigate the implementation of a multi-UAV object detection system and navigation with the aid of particle swarm optimization (PSO) in ultra-wideband (UWB) positioning systems for GNSS-denied environments, such as inside factories and warehouses. The performance of UWB systems was investigated to determine its viability in the PSO model. An object detection system based on the YOLOv5 network was trained with custom training images and subsequently evaluated with test images. The results of the object detection network were fed as inputs into PSO algorithms. Furthermore, different PSO algorithms were evaluated to determine the suitability for multi-UAV navigation and object detection. The results showed that UWB systems had sufficient accuracy for indoor localization, object detection, and navigation applications. YOLOv5 detection model detected objects with an F1 score of 0.93, given the optimal threshold of 0.8. Regarding the evaluation of PSO algorithms, the stochastic inertia weight variant of PSO algorithms (Sto-IW PSO) performed effectively across all metrics considered in the study compared to other algorithms that only performed effectively in one. Recommendations included the actual implementation of the system with multiple UAVs through field experiments and further refinements to PSO algorithms in order to match the kinematics and response time of the UAVs. © (2024), (Faculty of Engineering). All rights reserved."
REC_1519,Employing smartphone as on-board navigator in unmanned aerial vehicles: Implementation and experiments,"Purpose: This study aims to investigate if smartphone sensors can be used in an unmanned aerial vehicle (UAV) localization system. With the development of technology, smartphones have been tentatively used in micro-UAVs due to their lightweight, inexpensiveness and flexibility. In this study, a Samsung Galaxy S3 smartphone is selected as an on-board sensor platform for UAV localization in Global Positioning System (GPS)-denied environments and two main issues are investigated: Are the phone sensors appropriate for UAV localization? If yes, what are the boundary conditions of employing them? Design/methodology/approach: Efficient accuracy estimation methodologies for the phone sensors are proposed without using any expensive instruments. Using these methods, one can estimate his phone sensors accuracy at any time without special instruments. Then, a visual-inertial odometry scheme is introduced to evaluate the phone sensors-based path estimation performance. Findings: Boundary conditions of using smartphone in a UAV navigation system are found. Both indoor and outdoor localization experiments are carried out and experimental results validate the effectiveness of the boundary conditions and the corresponding implemented scheme. Originality/value: With the phone as a payload, UAVs can be further realized in smaller scale at lower cost, which will be used widely in the field of industrial robots. © Emerald Group Publishing Limited [ISSN 0143-991X]."
REC_1555,Bounding visual odometry drift with radio range data for small unmanned aerial vehicles,"Vision-aided navigation for unmanned aerial vehicles (UAVs) is a well-researched topic. Global Navigation Satellite System (GNSS) information is valuable and used on a routine basis, however having multiple methods of obtaining navigation information for small UAVs is desirable. One popular method of utilizing vision information for UAV navigation is that of Visual Odometry (VO), even though without additional aides, position drift is unbounded for this approach. This study investigates the amount of additional information that is required to bound the position drift for a UAV that is using a VO algorithm at the heart of its navigation solution. The proposed method is to utilize a pair of ranging radios between a GNSS denied UAV navigating with VO and another UAV that has access to good GNSS information, giving it a known location. A flight test recreating this scenario was performed in July 2017 and the data are used to demonstrate the proposed concept. In addition to test data, an analytic observability analysis is presented. © 2018 Institute of Navigation. All rights reserved."
REC_1564,Ultra-wideband based cooperative relative localization algorithm and experiments for multiple unmanned aerial vehicles in GPS denied environments,"This article puts forward an indirect cooperative relative localization method to estimate the position of unmanned aerial vehicles (UAVs) relative to their neighbors based solely on distance and self-displacement measurements in GPS denied environments. Our method consists of two stages. Initially, assuming no knowledge about its own and neighbors’ states and limited by the environment or task constraints, each unmanned aerial vehicle (UAV) solves an active 2D relative localization problem to obtain an estimate of its initial position relative to a static hovering quadcopter (a.k.a. beacon), which is subsequently refined by the extended Kalman filter to account for the noise in distance and displacement measurements. Starting with the refined initial relative localization guess, the second stage generalizes the extended Kalman filter strategy to the case where all unmanned aerial vehicles (UAV) move simultaneously. In this stage, each unmanned aerial vehicle (UAV) carries out cooperative localization through the inter-unmanned aerial vehicle distance given by ultra-wideband and exchanging the self-displacements of neighboring unmanned aerial vehicles (UAV). Extensive simulations and flight experiments are presented to corroborate the effectiveness of our proposed relative localization initialization strategy and algorithm. © 2017, © The Author(s) 2017."
REC_1651,Fusing stereo camera and low-cost inertial measurement unit for autonomous navigation in a tightly-coupled approach,"Exact motion estimation is a major task in autonomous navigation. The integration of Inertial Navigation Systems (INS) and the Global Positioning System (GPS) can provide accurate location estimation, but cannot be used in a GPS denied environment. In this paper, we present a tight approach to integrate a stereo camera and low-cost inertial sensor. This approach takes advantage of the inertial sensor's fast response and visual sensor's slow drift. In contrast to previous approaches, features both near and far from the camera are simultaneously taken into consideration in the visual-inertial approach. The near features are parameterised in three dimensional (3D) Cartesian points which provide range and heading information, whereas the far features are initialised in Inverse Depth (ID) points which provide bearing information. In addition, the inertial sensor biases and a stationary alignment are taken into account. The algorithm employs an Iterative Extended Kalman Filter (IEKF) to estimate the motion of the system, the biases of the inertial sensors and the tracked features over time. An outdoor experiment is presented to validate the proposed algorithm and its accuracy. © 2014 The Royal Institute of Navigation."
REC_1658,Rapid Initialization Method of Unmanned Aerial Vehicle Swarm Based on VIO-UWB in Satellite Denial Environment,"In environments where satellite signals are blocked, initializing UAV swarms quickly is a technical challenge, especially indoors or in areas with weak satellite signals, making it difficult to establish the relative position of the swarm. Two common methods for initialization are using the camera for joint SLAM initialization, which increases communication burden due to image feature point analysis, and obtaining a rough positional relationship using prior information through a device such as a magnetic compass, which lacks accuracy. In recent years, visual–inertial odometry (VIO) technology has significantly progressed, providing new solutions. With improved computing power and enhanced VIO accuracy, it is now possible to establish the relative position relationship through the movement of drones. This paper proposes a two-stage robust initialization method for swarms of more than four UAVs, suitable for larger-scale satellite denial scenarios. Firstly, the paper analyzes the Cramér–Rao lower bound (CRLB) problem and the moving configuration problem of the cluster to determine the optimal anchor node for the algorithm. Subsequently, a strategy is used to screen anchor nodes that are close to the lower bound of CRLB, and an optimization problem is constructed to solve the position relationship between anchor nodes through the relative motion and ranging relationship between UAVs. This optimization problem includes quadratic constraints as well as linear constraints and is a quadratically constrained quadratic programming problem (QCQP) with high robustness and high precision. After addressing the anchor node problem, this paper simplifies and improves a fast swarm cooperative positioning algorithm, which is faster than the traditional multidimensional scaling (MDS) algorithm. The results of theoretical simulations and actual UAV tests demonstrate that the proposed algorithm is advanced, superior, and effectively solves the UAV swarm initialization problem under the condition of a satellite signal rejection. © 2024 by the authors."
