"File","Size","SHA256"
"REC_1355_work.md","2905","F3DBC437761269BC668598C837669086B00FA4FE735599EED3072A94EAE5444A"
"REC_1358_work.md","3960","0F6B918F49E70613EB88EFC32B4E1C8908DF157B166DF6B48B0189D1FE3C6D73"
"REC_1366_work.md","1671","CA2BCA673AD5558C5903327CAF97FF2C38C932626DFB3CC4B05717D9977C9923"
"REC_1370_work.md","3709","90B5279CF81A2B74BC1DAB1414735E89CB0ED157D96508D79724E544EA3CABEF"
"REC_1373_work.md","2418","7288A63AD23C4E2DB001AF78FB2F96D40FC11EBA3D7D64B1A458A647D1F9ED19"
"REC_1378_work.md","2239","B6FC92125181053DFB802F7C2A3A7768E8CB61F4F8DB218E09D8AB0772737492"
"REC_1393_work.md","4203","D5603EE70BDC3B779B148C6FAC74A4B3A709085037AD8C453190AB4911E0B39E"
"REC_1399_work.md","3246","3482A539580EB2E9FC096FDE7DF2175904AED827D8677260C42854A47A83CF7E"
"REC_1402_work.md","3365","771670B02E0B0AF585A7C08256433D6B6EB91C8D3B35E96A765D8848565991DA"
"REC_1403_work.md","1830","096974F2BE10E28A78D906FD66EA0258519A07BC3CC9AA1B286579EB0C433E8E"
"REC_1405_work.md","3373","8A9E6E1BB285BD59CAB6B9006A65DC17B1819798A7E5A2A211209F931708620F"
"REC_1417_work.md","2052","F0C76949EA81B946392717C43F5BC22A45495EB1C22EB5FFE9ED640BCB854812"
"REC_1423_work.md","2760","BD2FDC8B5452DF315E10F43847E2A81CA006CD6B4B59D6A45BDE3E801A3ABBF1"
"REC_1429_work.md","3766","0E6AD5C09DAE88CBBFEA91D4CD9EF53A91A02B97866B226B39F6D403C3384DD3"
"REC_1431_work.md","2856","8370B1BB82290F7B9F7BDFC95448C5096A970C9A26CABEEAFA6CEF6185F77ADF"
"REC_1432_work.md","2083","198900613936FA932E2EAF74FDEFA012C89FBA30399175C2E7BC62DDD35E73FF"
"REC_1435_work.md","2519","32A7C7F56EB830B448734EB1D216C95F5D43DDC609313FC8F3A198D0061090AD"
"REC_1438_work.md","2302","C533B1C68B8793444A5456CAE83549CE42F7F7CCDE2F83D941A1BBF7E7AFA9E6"
"REC_1439_work.md","3907","C7EC6E23E4D233AC3A7CADC8E0524117655B003B3BD6D3EBEB862E2D6E7ABF5F"
"REC_1443_work.md","3815","C7C0779880086D13A071FE57343AD714D0339A3CB42F5592F7B392D9770C4A06"
"REC_1451_work.md","2217","840AD0461DFF179A1BCCC08A4462B1CA358AEED05BEE4263E392CF9C96F82B5F"
"REC_1453_work.md","3429","4F0F051B7312861138EC09AA363C6407BA1E9B6A0781D04D8FD2E440466E820D"
"REC_1454_work.md","4159","1FA5138D9F98ACA28632AE1E18E9489C8025D73EA981A62CEBDC151A7BC2A99D"
"REC_1455_work.md","2689","95556B53007959F051EFC75F39F128C84FA2F402393CE3158AE3C8C1568032EF"
"REC_1459_work.md","2446","427CD0CFE9E78770A0FFA335B54883826FF6F5335DA29EF48CD03A9E9C7FBFFE"
"REC_1463_work.md","3470","080A8A99A55DE2C17094A15594B56F37FCF093DA0968CCDC9D0018EFA84076BC"
"REC_1474_work.md","3160","7B827ABA68AD2522393363F06B3CFB80E19307843903E28919256B4C1FDA85A4"
"REC_1480_work.md","2358","154B5461D5860A2564729F2141CBADF236BE7A41A9189B286C66C77124FACF4C"
"REC_1502_work.md","3543","0C89403B29837D870E128D8F045E46E09F4BC131997C9F814FF99D0905A9ACB7"
"REC_1512_work.md","4353","B74CC2D6029DA5F670741E7E0C496727B3031DF577DDBFA7CE6A6E7EBA9BE102"
"REC_1541_work.md","2975","25B3DBF827520F0082F2C81AB057C348C487FB0AB7D99C99842CA57642C857DF"
"REC_1557_work.md","2936","44ADA776F7893024B74917194BA97F01243B12F26D5A28C7267475C17ACF7566"
"REC_1561_work.md","1691","4C27CC0DFFD3978D7E792A9E910E71F01585A9B55E836B7C76FA4C3B469D4B67"
"REC_1564_work.md","3136","597FDF40F77FC4F141CE5587641379FD9F441CBB144B436151F6FE949A2040BE"
"REC_1573_work.md","4092","D009D84DFF7D8F76DB2F9CB651E43853B1F7B75F2E12FF9B51D757E5553C9C56"
"REC_1576_work.md","1653","07740F5E7633CF01D205C07D8598098942D13A7EC4A6AE0C32D26DA0D7F1D8A6"
"REC_1587_work.md","1789","170A2A57D0DD9ACD051D45EE01977C79C4815D8376A9C8AF7C5AD990609A74FC"
"REC_1608_work.md","2470","17983C34E8994A1A489FECE9228E7912C65E09A7BEEFB352434D49BA6A3CE5D5"
"REC_1612_work.md","3901","E1C87A54A9F301D4715596684D0E8F7CBF82666ECC17E27CA85AD67D4F2C4114"
"REC_1619_work.md","4112","9F0ABFC6B6324F1E3A5C27867252BE69773CC219B6DB60E1A252A167C70F0877"
"REC_1637_work.md","3017","944008ACF0FA39867AAECAC464862E244B5A37B91B2790DE23A727DE19FC5722"
"REC_1640_work.md","2633","2C0A3CB3C293450410F9D5375D9CC78894B823CA6A35060AEBEC2E2A46DE4C02"
"REC_1642_work.md","3045","09FD11963B613E01B6E5EAC2858C97F46F684DEAA57D78F4B40FF7C187108E61"
"REC_1653_work.md","1524","0F3CC7CCB350242CD982A2973D288593511B886CE332D7141CAAEAA31EC8A00D"
"REC_1660_work.md","3097","A9D1F8056134544218B3ABB44C1D5A698DBE3CCC979050AEE0F9CF0D3E8E98DB"
"REC_1678_work.md","3380","675ED9223EA0D052E82DC30375CDC12839E500BB339D031E2F72EF96DF8C17B2"
