id,title,abstract,authors,year,doi,venue,source
IEEE_0284,LGVINS: LiDAR-GPS-Visual and Inertial System Based Multi-Sensor Fusion for Smooth and Reliable UAV State Estimation,"With the development of Autonomous Unmanned Aerial Vehicle's (UAV's), Precise state estimation is a fundamental aspect of autonomous flight and plays a critical role in enabling robots specially in GPS denied environment to operate safely, reliably, and effectively across a wide range of applications and operational scenarios. In this paper, we propose a tightly-coupled multi-sensor filtering framework for robust UAV/UGV state estimation, which integrates data from an Inertial Measurement Unit (IMU), a stereo camera, GPS, and 3D range measurements from two Light Detection and Ranging (LiDAR) sensors. The proposed LGVINS system significantly improves the accuracy and robustness of state estimation in both structured and unstructured outdoor environments, such as bridge inspections, open fields, urban city and areas near buildings. It also improves positioning accuracy in scenarios with or without GPS signals. The goal is to exploit the fact that these sensor modalities have mutually exclusive strengths, the visual, inertial and the Lidar sensor techniques are implemented to compensate for the robots state estimate errors in multiple outdoor challenging environment. It effectively reduces long-term trajectory drift and ensures smooth, continuous state estimation, regardless of GPS satellite availability. We demonstrate and evaluate the LGVINS approach on public dataset as well as our own dataset collected from the proposed hardware integration on UAV, deployed on computationally-constrained systems. This demonstrates that the proposed system achieves higher accuracy and robustness in state estimation across various environments compared to currently available methods.",M. Irfan; S. Dalai; P. Trslic; M. C. Santos; J. Riordan; G. Dooly,2025,10.1109/TIV.2024.3469551,IEEE Transactions on Intelligent Vehicles,IEEE
IEEE_0285,NLP Enabled Autonomous Indoor Navigation Robot for Kannada in RHCs,"In Regional Healthcare Centers (RHCs) in many of rural areas of India, due to the language barriers between the patients and the RHC staff, communication difficulties often intensifies the patient's stress due to their inability to understand the workings of a RHC. This research paper presents a medical service robot which is designed to overcome these issues. The medical service robot can understand the patient's symptoms which are described to it in Kannada language using speech recognition and then using NLP techniques, it will be able to predict the appropriate department to guide the patient to. The robot then uses ROS2 and its navigation techniques to guide the patient to the appropriate department location. The robot is also attached with a camera at the back so that it can track the patient and see to it that the patient follows the robot. This paper discusses the technical aspects of the robot, highlighting its potency in improving the patient experience. This innovation has the capability to amplify the healthcare accessibility and patient care in rural areas of India, reducing linguistic and navigational challenges.",K. A. Kathare; C. G. Kushal; K. P. Kottukapally; K. Sharma; V. Acharya,2024,10.1109/CSITSS64042.2024.10816986,2024 8th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),IEEE
IEEE_0286,UAV Tracking with Lidar as a Camera Sensor in GNSS-Denied Environments,"Light detection and ranging (LiDAR) sensor has become one of the primary sensors in robotics and autonomous system for high-accuracy situational awareness. In recent years, multi-modal LiDAR systems emerged, and among them, LiDAR-as-a-camera sensors provide not only 3D point clouds but also fixed-resolution 360°panoramic images by encoding either depth, reflectivity, or near-infrared light in the image pixels. This potentially brings computer vision capabilities on top of the potential of LiDAR itself. In this paper, we are specifically interested in utilizing LiDARs and LiDAR-generated images for tracking Unmanned Aerial Vehicles (UAVs) in real-time which can benefit applications including docking, remote identification, or counter-UAV systems, among others. This is, to the best of our knowledge, the first work that explores the possibility of fusing the images and point cloud generated by a single LiDAR sensor to track a UAV without a priori known initialized position. We trained a custom YOLOv5 model for detecting UAVs based on the panoramic images collected in an indoor experiment arena with a motion capture (MOCAP) system. By integrating with the point cloud, we are able to continuously provide the position of the UAV. Our experiment demonstrated the effectiveness of the proposed UAV tracking approach compared with methods based only on point clouds or images. Additionally, we evaluated the real-time performance of our approach on the Nvidia Jetson Nano, a popular mobile computing platform.",H. Sier; X. Yu; I. Catalano; J. P. Queralta; Z. Zou; T. Westerlund,2023,10.1109/ICL-GNSS57829.2023.10148919,2023 International Conference on Localization and GNSS (ICL-GNSS),IEEE
IEEE_0287,Deep Reinforcement Learning Based UAV for Indoor Navigation and Exploration in Unknown Environments,"Factory planning can increase the productivity of manufacturing significantly, though the process is expensive when it comes to cost and time. In this paper, we propose an Unmanned Aerial Vehicle (UAV) framework that accelerates this process and decreases the costs. The framework consists of a UAV that is equipped with an IMU, a camera and a LiDAR sensor in order to navigate and explore unknown indoor environments. Thus, it is independent of GNSS and solely uses on-board sensors. The acquired data should enable a DRL agent to perform autonomous decision making, applying a reinforcement learning approach. We propose a simulation of this framework including several training and testing environments, that should be used for developing a DRL agent.",A. Seel; F. Kreutzjans; B. Küster; M. Stonis; L. Overmeyer,2022,10.1109/ICCAR55106.2022.9782602,"2022 8th International Conference on Control, Automation and Robotics (ICCAR)",IEEE
IEEE_0288,Deep Reinforcement Learning Framework for UAV Indoor Navigation,"Unmanned Aerial Vehicle (UAV) applications, particularly for indoor tasks such as inventory management, infrastructure inspection, and emergency response, are becoming increasingly complex with dynamic environments and their different elements. During operation, the vehicle's response depends on various decisions regarding its surroundings and the task goal. Reinforcement Learning techniques can solve this decision problem by helping build more reactive, adaptive, and efficient navigation operations. This paper presents a framework to simulate the navigation of a UAV in an operational environment, training and testing it with reinforcement learning models for further deployment in the real drone. With the support of the 3D simulator Gazebo and the framework Robot Operating System (ROS), we developed a training environment conceivably simple and fast or more complex and dynamic, explicit as the real-world scenario. The multi-environment simulation runs in parallel with the Deep Reinforcement Learning (DRL) algorithm to provide feedback for the training. TD3, DDPG, PPO, and PPO+LSTM were trained to validate the framework training, testing, and deployment in an indoor scenario.",J. J. Martins; A. Amaral; A. Dias,2024,10.1109/ROBOT61475.2024.10796906,2024 7th Iberian Robotics Conference (ROBOT),IEEE
IEEE_0289,"LIVW-Localization: A Multimodal Information Fused Vehicle Localization Method for Complex, Large-Scale, and GNSS-Denied Environments","Accurate and robust vehicle localization is a key issue in autonomous driving. However, traditional vehicle localization methods usually have issues such as excessive reliance on global navigation satellite system (GNSS), low localization accuracy, and poor robustness to sensor degradation environments. To solve the above problems, we propose a map-based vehicle localization method that fuses LiDAR, vision, inertial measurement unit (IMU), and wheel encoder, named LIVW-Localization. To fully utilize the complementary advantages of LiDAR and vision, we use a prebuilt LiDAR map and real-time visual patches to construct a local visual map. To extract more stable and high-quality visual feature points, we propose a method to reuse the nearest neighbor points retrieved from real-time LiDAR scan in a point cloud map as the initial selecting criteria for visual feature points. Moreover, we propose an efficient method to fuse a single wheel encoder to improve the vehicle localization accuracy. To validate the performance of the proposed method, qualitative and quantitative experiments are conducted in various complex scenes, such as tunnels, long corridor-like outdoor environments, and highways. The experimental results show that our method outperforms the state-of-the-art methods, and the root-mean-square errors (RMSEs) of translation and rotation are 0.395 m and 0.007 rad, respectively, in the 19.376-km highway LHW-2 dataset. The implementation code of this article will be open source at https://github.com/NEU-REAL/LIVW-Localization.",J. Wang; Z. Shen; Z. Lan; C. Pang; Z. Fang,2024,10.1109/JSEN.2024.3434491,IEEE Sensors Journal,IEEE
IEEE_0290,A Shared-Ground-Target-Groups-Based Cooperative Localization Method for UAVS,"The high-precision collaborative positioning of unmanned aerial vehicle (UAV) swarm in Global Navigation Satellite System (GNSS)-denied environment has become a core challenge for achieving autonomous complex tasks. In this paper, it is assumed that two UAVs can obtain their relative distance via datalink and observe a common pair of ground targets, which is referred to as a shared-ground-target-groups. This paper constructs a collaborative positioning system based on the measured line-of-sights of these two targets and the distance between UAVs. A simulation platform is developed, and results confirm the feasibility of the proposed collaborative positioning framework.",X. Li; C. Ni; J. She; Y. Liu,2025,10.1109/UST66533.2025.11340017,2025 International Conference on Unmanned Systems and Technology (UST),IEEE
IEEE_0291,A Multi-Stage Matching-Based Inertial/Geomagnetic Integrated Navigation Algorithm for UAVs in GNSS-Denied Environments,"In near-Earth space, magnetic field information may exhibit similarity across different locations, implying that single-point positioning cannot be achieved merely by using geomagnetic information. However, a correspondence exists between the correlation of geomagnetic fields and the continuity of motion trajectories. Therefore, building upon the initial navigation information provided by inertial navigation systems (INS), high-precision navigation and positioning can be realized by performing correlation matching between real-time measured geomagnetic sequences along the trajectory and pre-stored geomagnetic maps. High-precision navigation without GNSS presents significant challenges, and geomagnetic field-aided inertial navigation serves as one potential solution. The classical Magnetic Contour Matching (MAGCOM) algorithm’s effectiveness depends on its search area, which is typically fixed, resulting in limited algorithm flexibility. Meanwhile, the traditional Iterative Closest Contour Point (ICCP) algorithm demands high sensor performance, exhibits poor noise tolerance, and suffers from computational complexity and inadequate real-time performance. To address these limitations, this paper proposes an inertial/geomagnetic integrated navigation algorithm based on geomagnetic maps. The complete algorithm consists of four key stages: initial position determination, coarse matching, fine matching, and integrated filtering. Firstly, the point on the contour line closest to the INS-indicated starting position is selected as the search center. This approach significantly reduces subsequent computational workload while ensuring matching reliability. During coarse matching, contour constraints are employed to limit the search area, thereby improving matching efficiency. The Mean Absolute Difference (MAD) algorithm serves as the correlation criterion for matching. Although coarse matching reduces the computational burden, residual errors from inertial calculations persist and may degrade positioning accuracy. The fine matching process further constrains inertial navigation error accumulation through additional contour line constraints. The refined matching results are then input as position observations into a State Transformation Extended Kalman Filter (ST-EKF) to correct system parameters, with the final output representing the algorithm’s ultimate navigation solution. To evaluate the algorithm’s performance, experimental validation was conducted on a UAV platform. The tests were performed along predefined flight paths within a designated area at altitudes of 450 meters, 260 meters, and 70 meters, respectively. The obtained average position estimation errors were 72.0 meters, 25.1 meters, and 21.9 meters, meeting the requirements for typical UAV autonomous navigation and positioning. The proposed algorithm demonstrates superior performance over two classical geomagnetic matching navigation algorithms in most evaluation metrics, offering a viable solution for long-endurance positioning in GNSS-denied environments.",Y. Cheng; L. Zhang; X. He; H. Tian; D. Han; Y. Lv; C. Fan,2025,10.1109/ISA67150.2025.11279287,2025 DGON Inertial Sensors and Applications (ISA),IEEE
IEEE_0292,Next Generation Security And Surveillance System Using Autonomous Vehicles,"In the present era of autonomous robotics, unmanned ground vehicles (UGV) and unmanned aerial vehicles (UAV) have emerged as a prime technology for implementing security and surveillance system. Development of autonomous vehicle algorithm is a challenging task requiring reliable and efficient navigation and control algorithms. This paper presents design and development of UGV and UAV for securing highly sensitive areas from any type of intruder or suspicious activity. An algorithm for self-governing navigation and recursive path following was developed and successfully implemented on UGV. Live video feed and real-time mapping through UGV was tested in indoor and outdoor locations. A novel algorithm was proposed for localization and autonomous flight of UAV. The proposed algorithm incorporates the implementation of haver-sine formula, complex geometric calculations along with the aid of accurate sensor network to achieve the autonomous flight of UAV.",M. F. Ayub; F. Ghawash; M. A. Shabbir; M. Kamran; F. A. Butt,2018,10.1109/UPINLBS.2018.8559744,"2018 Ubiquitous Positioning, Indoor Navigation and Location-Based Services (UPINLBS)",IEEE
IEEE_0293,Lane-Level Map-Aided SLAM Approach for Persistent Positioning in GNSS-Denied Areas,"Accurate positioning is essential for the navigation of autonomous vehicles. Although the Global Navigation Satellite System (GNSS) can provide high-precision positioning capabilities for vehicles in open environments, its positioning capabilities face significant challenges in urban environments with high levels of obstruction and severe multipath effects. In GNSS-denied environments, recursive positioning systems like inertial navigation systems (INSs), LiDAR/vision simultaneous localization and mapping (SLAM), and so on, can provide positioning capabilities, but the error characteristics of their measurement sensors cause the accumulated error of the positioning system to easily diverge over time. Therefore, this article proposes a novel factor graph optimization (FGO) framework for real-time vehicle navigation. This framework integrates visual inertial and map information, which obtains the normal vehicle-to-lane distance between by lane detection in real-time, and adds the measurement constraints of high-definition (HD) vectorized road network maps to the sliding window-based FGO. This joint optimization uses a constructed lane-level map-matching algorithm to achieve the elimination of the cumulative positioning error of the vehicle in GNSS-denied environments. The navigation performance of the proposed algorithm is evaluated through experiments on public datasets and real-world scenarios, and the results show that our method can achieve accurate positioning in situations of continuous GNSS-blocked, relying on vectorized road network maps.",Y. Liu; W. Jiang; X. Zhang,2025,10.1109/TIM.2025.3545891,IEEE Transactions on Instrumentation and Measurement,IEEE
IEEE_0294,Development of a Simulated UAV Platform for Sensor-Fusion-Based SLAM,"Accurate positioning is crucial for autonomous navigation of unmanned aerial vehicles (UAVs), as it provides reliable pose information to the perception and planning-control modules. However, when global navigation satellite system (GNSS) signals are unavailable or degraded, the accumulated drift of deadreckoning and inertial estimates significantly reduces localization accuracy, especially in complex 3D environments. To address this issue, this paper proposes a simulation-based sensor fusion based simultaneous localization and mapping (SLAM) framework for robust UAV positioning without relying on GNSS. The framework directly utilizes sequential 3D LiDAR scans to estimate the UAV pose and incrementally build a dense map of the environment, while high-resolution camera streams provide contextual information for the segmentation task. In addition, a modular simulation pipeline is constructed to support configurable sensor models, flight trajectories, and scene geometries, enabling systematic evaluation under GNSS-denied scenarios. The proposed approach is validated using a simulation experiments on a complex environment, and the results demonstrate that the 3D LiDAR SLAM system achieves accurate and stable localization in the simulation environment.",M. F. Mummtaz; J. Yoo; I. B. K. Y. Utama; I. Zaini; Y. M. Jang,2026,10.1109/ICAIIC68212.2026.11454340,2026 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),IEEE
IEEE_0295,Kinect depth image based door detection for autonomous indoor navigation,"In this paper, an indoor navigation algorithm is proposed for the purpose of robot autonomous path planning. Due to the complex situation in indoor environments, it can cause a serious trouble for robot to identify the route during patrolling, especially for corner and door detection, which is the key step for intelligent navigation. To solve this problem, a kinect sensor is used for the door detection and corner location via depth images. The continuously varied ratios and depth difference in the images have been analyzed for the corner and door identification. Furthermore, the precise position of the doors and corners can be localized via the 3-dimensional characteristics of the depth images. Experiments in different scenarios have been performed to verify the efficacy of the algorithm for robot indoor autonomous navigation.",Y. Zhou; G. Jiang; G. Xu; X. Wu; L. Krundel,2014,10.1109/ROMAN.2014.6926245,The 23rd IEEE International Symposium on Robot and Human Interactive Communication,IEEE
IEEE_0296,Efficiently Kinematic-Constraint-Coupled State Estimation for Integrated Aerial Platforms in GPS-Denied Environments,"Small-scale autonomous aerial vehicles (AAVs) are widely used in various fields. However, their underactuated design limits their ability to perform complex tasks that require physical interaction with environments. The fully-actuated Integrated Aerial Platforms (IAPs), where multiple AAVs are connected to a central platform via passive joints, offer a promising solution. However, achieving accurate state estimation for IAPs in GPS-denied environments remains a significant hurdle. In this letter, we introduce a centralized state estimation framework for IAPs with a fusion of odometry and kinematics, using only onboard cameras and inertial measurement units (IMUs). We develop a forward-kinematic-based formulation to fully leverage localization information from kinematic constraints. An online calibration method for kinematic parameters is proposed to enhance state estimation accuracy with forward kinematics. Additionally, we perform an observability analysis, theoretically proving that these kinematic parameters are fully observable under conditions of fully excited motion. Dataset and real-world experiments on a three-agent IAP prototype confirm that our method improves localization accuracy and reduces drift compared to the baseline.",G. Lai; Y. Yu; F. Sun; J. Qi; V. Lippiello,2025,10.1109/LRA.2025.3536292,IEEE Robotics and Automation Letters,IEEE
IEEE_0297,NOVA: Navigation via Object-Centric Visual Autonomy for High-Speed Target Tracking in Unstructured GPS-Denied Environments,"Autonomous aerial target tracking in unstructured and global position system (GPS)-denied environments remains a fundamental challenge in robotics. Many existing methods rely on motion capture systems, premapped scenes, or feature-based localization to ensure safety and control, limiting their deployment in real-world conditions. We introduce NOVA, a fully onboard, object-centric framework that enables robust target tracking and collision-aware navigation using only a stereo camera and an inertial measurement unit (IMU). Rather than constructing a global map or relying on absolute localization, NOVA formulates perception, estimation, and control entirely in the target’s reference frame. A tightly integrated stack combines a lightweight object detector with stereo depth completion, followed by histogram-based filtering to infer robust target distances under occlusion and noise. These measurements feed a visual-inertial state estimator that recovers the full 6-DoF pose of the robot relative to the target. A nonlinear model predictive controller (NMPC) plans dynamically feasible trajectories in the target frame. To ensure safety, high-order control barrier functions (CBFs) are constructed online from a compact set of high-risk collision points extracted from depth, enabling real-time obstacle avoidance without maps or dense representations. We validate NOVA across challenging real-world scenarios, including urban mazes, forest trails, and repeated transitions through buildings with intermittent GPS loss and severe lighting changes that disrupt feature-based localization. Each experiment is repeated multiple times under similar conditions to assess resilience, showing consistent and reliable performance. NOVA achieves agile target following at speeds exceeding 50 km/h. These results show that high-speed, vision-based tracking is possible in the wild using only onboard sensing, with no reliance on external localization or assumptions on the environment structure.",A. Saviolo; G. Loianno,2025,10.1109/TFR.2025.3625905,IEEE Transactions on Field Robotics,IEEE
IEEE_0298,Adaptive Square-Root Cubature Kalman Filter Based Low Cost UAV Positioning in Dark and GPS-Denied Environments,"Routine inspection inside the water tank, pressure vessel, penstocks and boiler which present dark and global positioning system (GPS) denied environment always plays an important role for the safety storage and transportation. The conventional inspection conducted by the skilled workers is highly expensive, time consuming and may cause the safety and heath problem. Nowadays, the emerging unmanned aerial vehicle (UAV) based techniques make it possible to replace human to do the periodical inspection in these environments. However, how to obtain the reliable, high accuracy and precise position information of the UAV becomes a challenging issue, as the GPS is unable to provide the accurate position information in these environments. In order to resolve this problem, an adaptive square-root cubature Kalman filter (ASRCKF) based low cost UAV positioning system is designed. Through the combination of the inertial measurement unit (IMU), ultra-wideband (UWB), the cubature rule, the adaptively estimated noise model and weighting factors, the potential degradation and oscillation for the system performance which caused by the linearisation process, the variation of the measurement noise and the manually adjusted noise model are solved. Finally, the 0.081m median localisation error, 0.172m 95$^{th}$ percentile localisation error and 0.045m average standard deviation (STD) can be attained, which can support the UAV to achieve the autonomous inspection in dark and GPS-denied environments.",B. Yang; E. Yang; H. Shi; L. Yu; C. Niu,2025,10.1109/TIV.2024.3457678,IEEE Transactions on Intelligent Vehicles,IEEE
IEEE_0299,A Novel Approach to Computationally Lighter GNSS-Denied UAV Navigation Using Monocular Camera,"A good receptivity of GNSS signals during autonomous navigation is of prime importance. Due to this, navigation becomes close to impossible with places having low receptivity or GNSS-denied zones. In this paper, a navigational system is presented for a multi-rotor UAV in a GNSS-denied environment. The global positioning problem is solved by taking a local reference frame and estimating the UAV's position and velocity w.r.t it, using an onboard monocular camera and barometer. The navigational problem is solved by designing a required velocity function and tuning the system's response to this input by a PID controller. The results of both simulations and actual flight tests show the effectiveness and reliability of the presented work, which enables a UAV to perform full automated missions from takeoff, waypoint navigation and landing, in complete absence of any GNSS signals.",J. Bhowmick; A. Singh; H. Gupta; R. Nallanthighal,2021,10.1109/ICARA51699.2021.9376502,"2021 7th International Conference on Automation, Robotics and Applications (ICARA)",IEEE
IEEE_0300,Integrated UWB and LIDAR Assisted Localization and Navigation System for Automated Platooning,"Accurate localization and robust navigation are crucial for autonomous robots or vehicles in GPS-denied environments, where traditional methods face signal obstructions and infrastructure limitations. This paper presents an integrated UltraWideband (UWB) based Simultaneous Localization and Mapping (SLAM) framework, implemented on a Robot Operating System (ROS) based Jetbot platform. The system utilizes UWB Time of Flight (ToF) and Angle of Arrival (AoA) for precise localization, along with LiDAR data for real-time mapping and obstacle avoidance. By fusing UWB and LiDAR data, the system tracks a moving target, along with accurate path planning. Experimental results show that the solution achieves a median tracking and navigation error of 18 cm, with 80 % of error remains below 20 cm, demonstrating its reliability. This study highlights the feasibility of UWB-based localization for autonomous platooning, offering a scalable and adaptable solution for real-time navigation in dynamic and infrastructure-limited environments.",T. Dupga; A. Deshwal; S. Navik; A. Pal,2025,10.1109/WiMob66857.2025.11257436,"2025 21th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)",IEEE
IEEE_0301,Optical flow sensor integrated navigation system for quadrotor in GPS-denied environment,"The issues about navigation precision and indoor hovering of micro aerial vehicles (MAV) have been discussed frequently nowadays. This practical study presented a dedicated design for indoor hovering that is more precise than using GPS positioning. We adapted optical flow sensors and ultrasound sensors to comply indoor/outdoor hover mode. This design is safer, cheaper, and easier for users to control the MAV flight. The practical results showed the proposed scheme could reduce the errors of navigation parameters and achieve stable hovering performance under different conditions of lighting.",S. -E. Tsai; S. -H. Zhuang,2016,10.1109/ICRAE.2016.7738795,2016 International Conference on Robotics and Automation Engineering (ICRAE),IEEE
IEEE_0302,A Distributed SLAM with UWB-VIO Fusion Framework for Enhanced Relative Localization of Multi-UAVs System,"The most critical challenge of multi-UAV (unmanned aerial vehicles) systems accomplishing a common mission is to maintain relative localization among UAVs. However, it remains an open and challenging research topic in infrastructure-less environments. In this paper, we propose a novel distributed visual-inertial ultra-wideband (UWB) fusion framework for global localization that overcomes the problem of state estimation in GPS-denied areas, which reduces computational issues confronted by centralized Simultaneous Localization and Mapping (SLAM). Firstly, our solution integrates a UWB ranging front-end on each UAV for ranging and uses Visual-Inertial Odometry (VIO) to estimate the self-motion of each UAV. Using a front-end that fuses UWB measurements with VIO, we correct potential drift issues caused by VIO and perform distributed loop closure detection among multiple UAV s to achieve relative pose estimation. Additionally, we propose a consistency measurement filtering method with the adaptive threshold in three-dimensional space to improve the accuracy of state estimation under continuous non-line-of-sight (NLOS) conditions. Lastly, by using distributed outlier rejection to remove erroneous estimates and fusing measurements from both front-end and back-end pose graph optimization modules, we employ a sliding window method to recover the complete trajectory and guarantee global consistency of pose estimates. We believe our method provides a comprehensive solution for the global localization in multi-UAV systems, eliminating the environmental constraints of previous positioning methods and providing opportunities for other researchers to apply UAV cluster motion planning techniques in complex environments.",Q. Cai; B. Jiang; Y. Wu; H. Xu,2023,10.1109/CVIDL58838.2023.10166845,"2023 4th International Conference on Computer Vision, Image and Deep Learning (CVIDL)",IEEE
IEEE_0303,Indoor Navigation Framework for Mapping and Localization of Multiple Robotic Wheelchairs,"The Indoor Navigation Framework we have proposed allows any wheelchair user to be guided to a desired location on his own, as long as the building itself is adopted to the novel system. Unlike the state of the art, where no automation exists for guiding a wheelchair in modern buildings, this allows the owner of the least sophisticated wheelchair to explore public buildings with more ease than a normal person. In this project we intend to implement a working prototype, which fulfills the fundamental functions of the system. It can be further customized to the needs of system owners.",Y. Lokuge; P. Madumal; T. Kumara; N. Ranasinghe,2014,10.1109/ISMS.2014.39,"2014 5th International Conference on Intelligent Systems, Modelling and Simulation",IEEE
IEEE_0304,Monocular vision based autonomous navigation for a cost-effective MAV in GPS-denied environments,"In this paper, we present a monocular vision based autonomous navigation system for Micro Aerial Vehicles (MAVs) in GPS-denied environments. The major drawback of monocular systems is that the depth scale of the scene can not be determined without prior knowledge or other sensors. To address this problem, we minimize a cost function consisting of a drift-free altitude measurement and up-to-scale position estimate obtained using the visual sensor. We evaluate the scale estimator, state estimator and controller performance by comparing with ground truth data acquired using a motion capture system. All resources including source code, tutorial documentation and system models are available online4.",I. Sa; H. He; V. Huynh; P. Corke,2013,10.1109/AIM.2013.6584283,2013 IEEE/ASME International Conference on Advanced Intelligent Mechatronics,IEEE
IEEE_0305,UML-based design of a robotic wheelchair system for indoor navigation using a visual marker,"Service robots have been widely used for supporting the daily life of the elderly and the disabled. A robotic wheelchair system is a good example of the service robots. In this paper, the UML-based design method of a robotic wheelchair using an electric wheelchair and a visual marker is proposed. First, a robotic wheelchair with a visual marker which is capable of achieving a high level of precision in positioning and orienting a mobile robot without geometric features is proposed. Then, door crossing navigation methods are explained, which enable automatic and hybrid navigation of a robotic wheelchair.",B. K. Kim; H. Tanaka; Y. Sumi,2015,10.1109/ICCAS.2015.7364981,"2015 15th International Conference on Control, Automation and Systems (ICCAS)",IEEE
IEEE_0306,Deep Reinforcement Learning Indoor Autonomous Drone: Navigation in Unknown Environment Based on Relative Position Decision,"This paper presents a new approach for indoor autonomous drone navigation using a deep reinforcement learning algorithm, specifically the Deep Deterministic Policy Gradient algorithm with position-based action (relative position) decisionmaking. Real-world tests with a quadrotor drone demonstrate the effectiveness of this method in practical applications. The unmanned aerial vehicle can safely navigate from a starting point to a destination without prior map knowledge, achieving smooth movements through a position control loop. The results confirm the suitability of this approach for real-world deployment. Compared to traditional map-based path planning algorithms like the A-star algorithm, the paths generated by our method show similar trends. Using relative position as an action in our approach allows the model to adapt to different robot platforms without retraining it when the kinematic model changes.",P. Phueakthong; J. Varagul; N. Pinrath,2024,10.1109/RAAI64504.2024.10949537,"2024 4th International Conference on Robotics, Automation and Artificial Intelligence (RAAI)",IEEE
IEEE_0307,Drone Navigation Using Region and Edge Exploitation-Based Deep CNN,"Drones are unmanned aerial vehicles (UAV) utilized for a broad range of functions, including delivery, aerial surveillance, traffic monitoring, architecture monitoring, and even War-field. Drones confront significant obstacles while navigating independently in complex and highly dynamic environments. Moreover, the targeted objects within a dynamic environment have irregular morphology, occlusion, and minor contrast variation with the background. In this regard, a novel deep Convolutional Neural Network(CNN) based data-driven strategy is proposed for drone navigation in the complex and dynamic environment. The proposed Drone Split-Transform-and-Merge Region-and-Edge (Drone-STM-RENet) CNN is comprised of convolutional blocks where each block methodically implements region and edge operations to preserve a diverse set of targeted properties at multi-levels, especially in the congested environment. In each block, the systematic implementation of the average and max-pooling operations can deal with the region homogeneity and edge properties. Additionally, these convolutional blocks are merged at a multi-level to learn texture variation that efficiently discriminates the target from the background and helps obstacle avoidance. Finally, the Drone-STM-RENet generates steering angle and collision probability for each input image to control the drone moving while avoiding hindrances and allowing the UAV to spot risky situations and respond quickly, respectively. The proposed Drone-STM-RENet has been validated on two urban cars and bicycles datasets: udacity and collision-sequence, and achieved considerable performance in terms of explained variance (0.99), recall (95.47%), accuracy (96.26%), and F-score (91.95%). The promising performance of Drone-STM-RENet on urban road datasets suggests that the proposed model is generalizable and can be deployed for real-time autonomous drones navigation and real-world flights.",M. A. Arshad; S. H. Khan; S. Qamar; M. W. Khan; I. Murtza; J. Gwak; A. Khan,2022,10.1109/ACCESS.2022.3204876,IEEE Access,IEEE
IEEE_0308,Adaptive-Robust Fusion Strategy for Autonomous Navigation in GNSS-Challenged Environments,"High-precision positioning and navigation is highly important for unmanned vehicles in global navigation satellite system (GNSS)-challenged environments. The main aim of this article is to develop an adaptive-robust fusion strategy for low-cost GNSS/ acrlong SINS-integrated systems with aiding information predicted by data predictors, which can provide reliable fusion positioning solutions when the GNSS signal is challenged. For handling the GNSS degraded problem, we make an adaptive-robust modification to the Kalman filter (KF) by introducing a new adaptive factor that can accurately adjust the estimation error covariance matrix and Kalman gain according to the real process. In addition, we design an acrlong SDM network with a broad-deep structure for synthesizing navigation data predictors, in order to struggle with the GNSS denied problem. To testify the effectiveness and robustness of the new fusion algorithm, practical experiments with real data sets gathered from road tests in urban areas have been carried out. The results, that is with more than 80% increase in both north and east direction in GNSS-challenged area of our data sets, show that the proposed adaptive-robust fusion strategy can significantly improve the continuity and reliability of integrated navigation, and offer a more precise, robust, and reliable solution for autonomous navigation in GNSS-challenged environments.",K. Shen; Y. Li; T. Liu; J. Zuo; Z. Yang,2024,10.1109/JIOT.2023.3315758,IEEE Internet of Things Journal,IEEE
IEEE_0309,Visual Assist System With Enhanced Localization for Indoor Navigation of Visually Impaired People,"Large indoor spaces having complex layouts are often difficult to navigate. Indoor spaces in hospitals, universities, shopping complexes, etc., carry multi-modal information through text and symbols. Hence, it is difficult for Visually Impaired people to independently navigate such spaces. Indoor environments are usually GPS-denied; therefore, Bluetooth-based, WiFi-based, or Range-based methods are used for localization. These methods incur high setup costs, lack good accuracy, and sometimes need specialized sensing equipment. We propose a Visual Assist (VA) system for the indoor navigation of BVI individuals using visual fiducial markers for localization. State-of-the-art (SOTA) approaches for localization using visual fiducial markers use fixed cameras having a limited field of view. We employ a Pan-Tilt turret-mounted camera, which provides a 360° field of view for enhanced marker tracking. We, therefore, need fewer markers for mapping and navigation. We further use our localization model for enhancing existing SLAM methods, namely, Hector SLAM, ORBSLAM and UCOSLAM. The efficacy of the proposed system is measured on three metrics, i.e., Root Mean Square Error(RMSE), Average Distance to Nearest Neighbours (ADNN), and Absolute Trajectory Error (ATE). The proposed system offers accurate trajectory tracking upto  $\pm 8cm$ . ADNN and RMSE of Hector SLAM, ORB-SLAM, and UcoSLAM improve by 9.1%, 8.9%, and 7%, respectively while ATE is reduced by 6.7%, 4.5%, and 5.2%.",D. Adapa; V. S. Shekhawat; A. Gautam; S. Mohan,2024,10.1109/ACCESS.2024.3482714,IEEE Access,IEEE
