id,title,abstract,authors,year,doi,venue,source
SCOPUS_0244,Secure Vision-Based Navigation for Drones in GPS-Denied Environments Using Machine Learning,"Unmanned Aerial Vehicles (UAVs) have become indispensable across domains such as surveillance, disaster management, and industrial inspection. However, their heavy reliance on Global Positioning System (GPS) signals exposes them to spoofing, jamming, and denial-of-service attacks, creating significant risks in critical operations. To address this limitation, we propose a secure vision-based navigation framework that integrates Convolutional Neural Networks (CNNs), Simultaneous Localization and Mapping (SLAM), and efficient path-planning algorithms. A lightweight UNet architecture with a ResNet50 backbone was trained on aerial datasets, achieving a Dice coefficient of 0.9155 and a mean Intersection over Union (mIoU) of 0.8658, enabling robust segmentation of roads, buildings, terrain, and obstacles. SLAM, powered by SuperPoint feature detection and SuperGlue matching, demonstrated reduced drift and improved trajectory consistency compared to classical ORBbased methods. Path-planning experiments further showed that A∗ consistently outperformed Dijkstra in real-time navigation scenarios. The integration of CNN-driven perception with SLAMbased localization provides reliable cost-fused maps for autonomous decision-making. This framework enhances confidentiality, integrity, and availability in UAV navigation, offering a scalable GPS-independent solution for secure deployment in contested and GPS-denied environments. © 2025 IEEE.",Alja'afreh M.; Adhami H.; Abdelqader Z.; Subuh K.; Muzuk D.; Alnimer A.; Al-Dalaien M.; Karime A.,2025,10.1109/BCCA66705.2025.11229450,"2025 7th International Conference on Blockchain Computing and Applications, BCCA 2025",Scopus
SCOPUS_0245,A Generic Plug and Play Navigation Fusion Strategy for Land Vehicles in GNSS Denied Environment,"Achieving accurate navigation information by integrating multiple sensors is key to the safe operation of land vehicles in global navigation satellite system (GNSS) denied environment. However, current multi sensor fusion methods are based on stovepipe architecture, which is optimized with custom fusion strategy for specific sensors. Seeking to develop adaptable navigation that allows rapid integration of any combination of sensors to obtain robust and high precision navigation solutions in GNSS denied environment, we propose a generic plug and play fusion strategy to estimate land vehicle states. The proposed strategy can handle different sensors in a plug and play manner as sensors are abstracted and represented by generic models, which allows rapid reconfiguration whenever a sensor signal is additional or lost during operation. Relative estimations are fused with absolute sensors based on improved factor graph, which includes sensors' error parameters in the non linear optimization process to conduct sensor online calibration. We evaluate the performance of our approach using a land vehicle equipped with a global positioning system (GPS) receiver as well as inertial measurement unit (IMU), camera, wireless sensor and odometer. GPS is not integrated into the system but treated as ground truth. Results are compared with the most common filtering based fusion algorithm. It shows that our strategy can process low quality input sources in a plug and play and robust manner and its performance outperforms filtering based method in GNSS denied environment. © 2019, Editorial Department of Transactions of NUAA. All right reserved.",Lai J.; Bai S.; Xu X.; Lü P.,2019,10.16356/j.1005-1120.2019.02.002,Transactions of Nanjing University of Aeronautics and Astronautics,Scopus
SCOPUS_0246,Relative Navigation of UAV Swarm in a GPS Denied Environment1,"A precise relative localization system is a crucial necessity for a swarm of Unmanned Aerial Vehicles (UAVs), particularly when collaborating on a task. This paper aims to provide an alternative navigation system to enable a swarm of UAVs to conduct autonomous missions in a Global Positioning System (GPS)-denied environment. To achieve this goal, this paper proposes a relative navigation system using an Extended Kalman Filter (EKF) fusing observations from the on-board Inertial Measurement Unit (IMU) with ranging measurements obtained from the on-board ranging sensors. To ensure secure and high data communication rates, the system employs two waveforms and a low-cost beam-switching phased array. This system thus enables drone operations even in GPS-denied environments. We demonstrate the effectiveness of our approach through simulation experiments involving a swarm of six drones, which includes three fixed and three moving drones in a challenging Blue-Angel scenario. The evaluation of the statistical tests on the results of the simulations shows that this method is efficient. © 2023 SPIE.",Belfadel D.; Haessig D.; Chibane C.,2023,10.1117/12.2664917,Proceedings of SPIE - The International Society for Optical Engineering,Scopus
SCOPUS_0247,Georeferenced UAV Localization in Mountainous Terrain Under GNSS-Denied Conditions,"In Global Navigation Satellite System (GNSS)-denied environments, unmanned aerial vehicles (UAVs) relying on Vision-Based Navigation (VBN) in high-altitude, mountainous terrain face severe challenges due to geometric distortions in aerial imagery. This paper proposes a georeferenced localization framework that integrates orthorectified aerial imagery with Scene Matching (SM) to achieve robust positioning. The method employs a camera projection model combined with Digital Elevation Model (DEM) to orthorectify UAV images, thereby mitigating distortions from central projection and terrain relief. Pre-processing steps enhance consistency with reference orthophoto maps, after which template matching is performed using normalized cross-correlation (NCC). Sensor fusion is achieved through extended Kalman filters (EKFs) incorporating Inertial Navigation System (INS), GNSS (when available), barometric altimeter, and SM outputs. The framework was validated through flight tests with an aircraft over 45 km trajectories at altitudes of 2.5 km and 3.5 km in mountainous terrain. The results demonstrate that orthorectification improves image similarity and significantly reduces localization error, yielding lower 2D RMSE compared to conventional rectification. The proposed approach enhances VBN by mitigating terrain-induced distortions, providing a practical solution for UAV localization in GNSS-denied scenarios. © 2025 by the authors.",Lee I.; Sung C.-K.; Lee H.; Nam S.; Oh J.; Lee K.; Park C.,2025,10.3390/drones9100709,Drones,Scopus
SCOPUS_0248,Vision-based heading estimation for navigation of a micro-aerial vehicle in GNSS-denied staircase environment using vanishing point,"Micro-aerial vehicles (MAVs) find it extremely difficult to navigate in GNSS-denied indoor staircase environments with obstructed Global navigation satellite system (GNSS) signals. To avoid hitting both static and moving obstacles, MAV must estimate its position and heading in the staircase indoor scenes. In order to detect vanishing points and estimate heading for MAV navigation in a staircase environment, five different input colour space image frames—namely RGB image into a grayscale image and RGB image into hyper-opponent colour space—O1, O2, O3, and Sobel R channel image frames—have been used in this work. To determine the position and direction of the MAV, the Hough transform technique and K-means clustering algorithm have been incorporated for line and vanishing point recognition in the staircase image frames. The position of the vanishing point detected in the staircase image frames indicates the position of the MAV (Centre, left or right) in the staircase. In addition, to compute the heading of MAV, the Euclidean distance between the staircase picture centre, mid-pixel coordinates at the image’s last row, and the detected vanishing point pixel coordinates in the succeeding staircase image frames are used. The position and heading measurement can be utilised to send the MAV a suitable control signal and align it at the centre of the staircase when it deviates from the centre. The integrated Hough transform technique and K-means clustering-based vanishing point detection are suitable for real-time MAV heading measurement using the O2 channel staircase image frames for indoor MAVs with a high accuracy of ± 0.15° when compared to the state-of-the-art grid-based vanishing point detection method heading accuracy of ± 1.5°. © Shanghai Jiao Tong University 2024.",Anbarasu B.,2024,10.1007/s42401-024-00282-5,Aerospace Systems,Scopus
SCOPUS_0249,Neural Network-Based SLAM/GNSS Fusion Localization Algorithm for Agricultural Robots in Orchard GNSS-Degraded or Denied Environments,"To address the issue of agricultural robot loss of control caused by GNSS signal degradation or loss in complex agricultural environments such as farmland and orchards, this study proposes a neural network-based SLAM/GNSS fusion localization algorithm aiming to enhance the robot’s localization accuracy and stability in weak or GNSS-denied environments. It achieves multi-sensor observed pose coordinate system unification through coordinate system alignment preprocessing, optimizes SLAM poses via outlier filtering and drift correction, and dynamically adjusts the weights of poses from distinct coordinate systems via a neural network according to the GDOP. Experimental results on the robotic platform demonstrate that, compared to the SLAM algorithm without pose optimization, the proposed SLAM/GNSS fusion localization algorithm reduced the whole process average position deviation by 37%. Compared to the fixed-weight fusion localization algorithm, the proposed SLAM/GNSS fusion localization algorithm achieved a 74% reduction in average position deviation during transitional segments with GNSS signal degradation or recovery. These results validate the superior positioning accuracy and stability of the proposed SLAM/GNSS fusion localization algorithm in weak or GNSS-denied environments. Orchard experimental results demonstrate that, at an average speed of 0.55 m/s, the proposed SLAM/GNSS fusion localization algorithm achieves an overall average position deviation of 0.12 m, with average position deviation of 0.06 m in high GNSS signal quality zones, 0.11 m in transitional sections under signal degradation or recovery, and 0.14 m in fully GNSS-denied environments. These results validate that the proposed SLAM/GNSS fusion localization algorithm maintains high localization accuracy and stability even under conditions of low and highly fluctuating GNSS signal quality, meeting the operational requirements of most agricultural robots. © 2025 by the authors.",Zhou H.; Wang J.; Chen Y.; Hu L.; Li Z.; Xie F.; He J.; Wang P.,2025,10.3390/agriculture15151612,Agriculture (Switzerland),Scopus
SCOPUS_0250,Design of an UWB indoor-positioning system for UAV navigation in GNSS-denied environments,"Commonly used unmanned aerial vehicle (UAV) platforms rely on the use of global navigation satellite system (GNSS) receivers for navigation. To enable the autonomous navigation of cooperative UAVs in GNSS-denied environments, the use of an ultra-wideband (UWB) positioning system is proposed. This paper discusses the design and evaluation of a practical and cooperative UWB positioning system using newly available integrated radio frequency hardware and antennas. Constellation-aware parameters, as well as other effects like antenna characteristics, are taken into consideration. A non-line-of-sight rejection is implemented based on the ratio of the first path compared to the power of the cumulated channel impulse response. An experiment covering a range of positions and orientations is conducted to gain a broad, representative set of results to assess the system accuracy in real-life usage. In a first experiment the system performance achieves a root-mean-square error of under 10 cm in the horizontal plane and under 20 cm in the three-dimensional space with a probability of 95 %. A GNSS emulation system is implemented to evaluate the real-time in-flight use of the UWB positioning system on an experimental UAV carrier. A proof of concept is given that the GNSS emulation may be used with commercially available UAV platforms to augment those systems with indoor navigation capabilities. © 2015 IEEE.",Tiemann J.; Schweikowski F.; Wietfeld C.,2015,10.1109/IPIN.2015.7346960,"2015 International Conference on Indoor Positioning and Indoor Navigation, IPIN 2015",Scopus
SCOPUS_0251,GPS-Denied Navigation Aided by Synthetic Aperture Radar Using the Range-Doppler Algorithm,"The need to successfully navigate in the absence of GNSS has grown in recent years. In particular, light aircraft such as UAVs are growing in popularity for a variety of applications vulnerable to GPS denial. The research presented here develops a GPS-denied navigation scheme for light aircraft employing images formed from a synthetic aperture radar system. Past research has explored the utility of radar telemetry in GPS-denied systems. This research advances previous work by exploiting radar images to obtain range and cross-range position measurements. Images are formed using the Range-Doppler Algorithm, an efficient image formation algorithm ideal for the sometimes limited processing packages available to light aircraft. An inertial navigation and radar processing system is implemented using both real and simulated radar images to aid in estimating an aircraft’s state in a GPS-denied environment. The results show that navigation in the absence of GPS using synthetic aperture radar is feasible with converging and bounded estimation errors. © 2022 Institute of Navigation.",Lindstrom C.; Christensen R.; Gunther J.; Jenkins S.,2022,10.33012/navi.533,"Navigation, Journal of the Institute of Navigation",Scopus
SCOPUS_0252,Towards Large-Scale Relative Localization in Multi-Robot Systems with Dynamic UWB Role Allocation,"Ultra-wideband (UWB) ranging has emerged as a key radio technology for robot positioning and relative localization in multi-robot systems. Multiple works are now advancing towards more scalable systems, but challenges still remain. This paper proposes a novel approach to relative localization in multi-robot systems where the roles of the UWB nodes are dynamically allocated between active nodes (using time-of-flight for ranging estimation to other active nodes) and passive nodes (using time-difference-of-arrival for estimating range differences with respect to pairs of active nodes). We adaptively update UWB roles based on the location of the robots with respect to the convex envelope defined by active nodes, and introducing constraints in the form of localization frequency and accuracy requirements. We demonstrate the applicability of the proposed approach and show that the localization errors remain comparable to fixed-role systems. Then, we show how the navigation of an autonomous drone is affected by the changes in the localization system, obtaining significantly better trajectory tracking accuracy than when relying in passive localization only. Our results pave the way for UWB-based localization in large-scale multi-robot deployments, for either relative positioning or for applications in GNSS-denied environments. © 2022 IEEE.",Moron P.T.; Queralta J.P.; Westerlund T.,2022,10.1109/ICRAE56463.2022.10054614,"2022 7th International Conference on Robotics and Automation Engineering, ICRAE 2022",Scopus
SCOPUS_0253,Lidar Inertial Odometry and Mapping for Autonomous Vehicle in GPS-Denied Parking Lot,"High-precision and real-time ego-motion estimation is vital for autonomous vehicle. There is a lot GPS-denied maneuver such as underground parking lot in urban areas. Therefore, the localization system relying solely on GPS cannot meets the requirements. Recently, lidar odometry and visual odometry have been introduced into localization systems to overcome the problem of missing GPS signals. Compared with visual odometry, lidar odometry is not susceptible to light, which is widely applied in weak-light environments. Besides, the autonomous parking is highly dependent on the geometric information around the vehicle, which makes building map of surroundings essential for autonomous vehicle. We propose a lidar inertial odometry and mapping. By sensor fusion, we compensate for the drawback of applying a single sensor, allowing the system to provide a more accurate estimate. Compared to other odometry using IMU and lidar, we apply a tight coupled of lidar and IMU method to achieve lower drift, which can effectively overcome the degradation problem based on pure lidar method, ensuring precise pose estimation in fast motion. In addition, we propose a map update method to ensure the real-time performance of the mapping, which meets the high requirements of the autonomous parking in the dynamic environment. At the back end, we apply a global pose optimization to reduce the drift of the pose over time. The experimental results demonstrate that the proposed odometry can stably estimate the pose in high dynamic and degraded underground parking lot in real-time. Besides, the proposed mapping method can update the map stably and reduce the drift of pose over time. © 2020 SAE International. All Rights Reserved.",Chen X.; Zhang S.; Wu J.; He R.; Song S.; Zhu B.; Zhao J.,2020,10.4271/2020-01-0103,SAE Technical Papers,Scopus
SCOPUS_0254,Enhanced deep reinforcement learning for integrated navigation in multi-UAV systems,"In multiple Unmanned Aerial Vehicles (UAV) systems, achieving efficient navigation is essential for executing complex tasks and enhancing autonomy. Traditional navigation methods depend on predefined control strategies and trajectory planning and often perform poorly in complex environments. To improve the UAV-environment interaction efficiency, this study proposes a multi-UAV integrated navigation algorithm based on Deep Reinforcement Learning (DRL). This algorithm integrates the Inertial Navigation System (INS), Global Navigation Satellite System (GNSS), and Visual Navigation System (VNS) for comprehensive information fusion. Specifically, an improved multi-UAV integrated navigation algorithm called Information Fusion with Multi-Agent Deep Deterministic Policy Gradient (IF-MADDPG) was developed. This algorithm enables UAVs to learn collaboratively and optimize their flight trajectories in real time. Through simulations and experiments, test scenarios in GNSS-denied environments were constructed to evaluate the effectiveness of the algorithm. The experimental results demonstrate that the IF-MADDPG algorithm significantly enhances the collaborative navigation capabilities of multiple UAVs in formation maintenance and GNSS-denied environments. Additionally, it has advantages in terms of mission completion time. This study provides a novel approach for efficient collaboration in multi-UAV systems, which significantly improves the robustness and adaptability of navigation systems. © 2025 The Author(s)",CAO Z.; CHEN G.,2025,10.1016/j.cja.2025.103497,Chinese Journal of Aeronautics,Scopus
SCOPUS_0255,Quantum-Enhanced Multi-Sensor Fusion for UAV Navigation in GPS-Denied Environments,"Reliable navigation in GPS-denied or degraded environments remains a core challenge for Unmanned Aerial Vehicles (UAVs), as inertial-vision systems accumulate drift over time. This paper proposes a feasibility study of a quantum-enhanced multi-sensor fusion framework that integrates cold-atom accelerometer-inspired aiding and NV-center-based heading stabilization with conventional IMU, camera, and LiDAR measurements inside a unified Extended Kalman Filter (EKF). The proposed architecture combines high-rate classical sensing with low-rate, bias-stable quantum corrections to suppress long-term drift during GNSS outages. Using real IMU data from the EuRoC MAV benchmark, both a standard IMU+GPS/VO-style EKF and a quantum-enhanced EKF under injected GPS-denial intervals are evaluated. The results show substantially reduced velocity and position drift, extended holdover time, and improved error distributions for the quantum-aided filter. Deployment considerations, including power, cost, integration complexity, and scalability, are discussed to assess the real-world feasibility of quantum-aided fusion as a promising pathway toward resilient all-weather UAV autonomy across highly demanding environments. © 2026 IEEE.",Moussa A.; Him I.N.; Chawqi K.; Salih-Alj Y.,2026,10.1109/FET68771.2026.11601505,"2026 International Conference on Frontiers of Engineering and Emerging Technologies, FET 2026",Scopus
SCOPUS_0256,A comparative study of TERCOM-EKF and ViSensorRF for UAV localization in GNSS-denied environments,"Accurate localization is essential for Unmanned Aerial Vehicles (UAVs) in mission-critical applications such as military operations, search and rescue, and environmental monitoring. While Global Navigation Satellite Systems (GNSS) provide reliable positioning in open environments, GNSS-denied conditions remain challenging, such as in obstructed or hostile environments. Various localization strategies have been developed using visual and/or non-visual sensors such as LiDAR, barometers, Inertial Measurement Units (IMU), and cameras, with recent advances in machine learning. However, there is a lack of comparative studies that analyze the trade-offs between learning-based and conventional estimation approaches in such conditions. This study bridges that gap by comparing two fundamentally different methods: a Terrain Contour Matching algorithm-Extended Kalman Filter framework (TERCOM-EKF), and Visual-Inertial Sensor Fusion with Random Forest Regression (ViSensorRF), a machine learning approach based on Random Forest Regression (RFR). Both methods are evaluated in a GNSS-denied simulation environment using PX4, Robot Operating System (ROS) 2, Gazebo, and QGroundControl over a digital elevation model of the Taif region in Saudi Arabia. Results demonstrate that ViSensorRF achieves superior localization accuracy, with a root mean square error (RMSE) ranging between approximately 1 to 5 m across multiple trajectories, but requires significantly higher execution time of 1.92 s. In contrast, TERCOM-EKF offers faster computation of 0.04 s, making it suitable for real-time deployment in resource-constrained UAV systems. These findings highlight a trade-off between localization precision and computational efficiency, offering valuable insights for UAV deployment in GNSS-denied environments. © 2025 The Author(s).",Jarraya I.; Gabr K.; Abdelkader M.; Alahmed F.; Bilal Kadri M.; Boulila W.,2026,10.1016/j.rineng.2025.108279,Results in Engineering,Scopus
SCOPUS_0257,Visual Localization with Offline Google Satellite Map-Assisted for Ground Vehicles in GNSS-Denied Environment,"Vehicle localization is a critical component in the planning and navigation of autonomous driving system. Generally, traditional vehicle localization methods rely on the Global Navigation Satellite System (GNSS) for self-localization. Unfortunately, GNSS can become unreliable and may fail in urban canyons, under trees, and beneath overpasses. To address this problem, we propose a visual localization framework assisted by offline Google satellite maps in GNSS-weak or GNSS-denied environments. And we introduce learning-based ground-to-satellite map feature matching method to mitigate the long-term cumulative drift of visual odometry. To reduce the negative impact of cross-view matching errors on localization accuracy, we propose a novel cross-view pose selection method to build two pose uncertainty models. Moreover, we combine the proposed method with classical SLAM methods to develop a vehicle localization framework. To verify the performance of the proposed method, we carried out the accuracy comparison experiment with state-of-the-art fusion localization methods and feature matching methods. Experimental results indicate that the proposed method achieves the best localization performance compared with the state-of-the-art methods, and our method achieves the root mean square error of 0.290m and 0.014rad in KITTI-05. The implementation code of this paper will be open-source at https://github.com/NEU-REAL/visualLocalization-with-satelliteMap.  © 2025 IEEE.",Wang J.; Mao B.; Pang C.; Liu S.; Guo J.; Fang Z.,2025,10.1109/IROS60139.2025.11247122,IEEE International Conference on Intelligent Robots and Systems,Scopus
SCOPUS_0258,Lightweight and accurate infrared rangefinder-fused LiDAR-inertial localization for UAV-based bridge inspection in GPS-denied environments,"Effective Structural Health Monitoring (SHM) relies on high-precision and continuous data acquisition to support bridge damage detection, condition assessment, and maintenance decision-making. Unmanned aerial vehicles (UAVs) provide an efficient and flexible means for such data collection, but their reliability is constrained by localization accuracy. In practical bridge scenarios, GPS signals are often unavailable or severely degraded due to structural occlusion or electromagnetic interference, leading to significant localization errors. To address this challenge, this paper presents a lightweight and accurate infrared rangefinder-fused LiDAR-inertial localization (IRF-LIL) system designed for GPS-denied environments. The system incorporates residual modeling based on statistical features and grid-based map management into LiDAR-inertial odometry (LIO) to achieve efficient pose estimation, thereby reducing computational complexity and enabling real-time performance on resource-constrained platforms. An infrared-based altitude estimation module is further integrated with LIO through an Error-State Kalman Filter (ESKF) to suppress vertical drift and enhance altitude stability. Experiments conducted in a real-world bridge environment demonstrate that the proposed IRF-LIL system achieves high-precision localization, with an absolute position error (APE) of 0.17 m, outperforming two state-of-the-art LiDAR-inertial SLAM algorithms. © 2025",Kong A.; Wang Y.; Zhao J.,2026,10.1016/j.measurement.2025.118983,Measurement: Journal of the International Measurement Confederation,Scopus
SCOPUS_0259,Graph-SLAM Approach for Indoor UAV Localization in Warehouse Logistics Applications,"Unmanned Aerial Vehicles (UAVs) are a key ingredient in the industry and in warehouse logistics digital transformation process, providing the ability to perform automatic cyclic counting and real-Time inventory, localize hard-To-find items and reach narrow storage areas. The use of UAVs poses new challenges, such as indoor autonomous localization and navigation, collision avoidance and automated UAV fleet management. This paper addresses the development of a vision-based Graph-SLAM approach for UAV indoor localization without predefined warehouse markers positions. A framework is proposed and developed to support different commercial UAV platforms, allowing the estimation in real-Time of the UAV position and attitude. Indoor experimental tests were carried out in order to evaluate the performance of the developed method, comparing the results obtained with an approach based on the pre-mapped markers position indoor localization method.  © 2021 IEEE.",Moura A.; Antunes J.; Dias A.; Martins A.; Almeida J.,2021,10.1109/ICARSC52212.2021.9429791,"2021 IEEE International Conference on Autonomous Robot Systems and Competitions, ICARSC 2021",Scopus
SCOPUS_0260,UAV Localization in GPS-Denied Environments: A Review,"With the increasingly wide application of unmanned aerial vehicles (UAVs) in various scenarios, accurate UAV localization in indoor and urban environments has been a critical issue to address. However, in these signal-degraded environments, global positioning system (GPS) localization becomes unreliable; thus, alternative localization methods are essential. This article surveys localization methods for UAV systems in such environments. We classify these methods into two groups: 1) onboard-only methods, which rely exclusively on onboard sensors and 2)hybrid methods, which incorporate external anchors. To evaluate their performance in UAV localization systems, we first analyze the hardware requirements, the data preprocessing strategies, and the localization algorithms of the two groups, and then compare their experimental settings and localization accuracy. Finally, we summarize the strengths and limitations of these two groups and outline several research directions on GPS-denied UAV localization. © 2013 IEEE.",Wu Y.; Liu D.; Ma J.; He X.,2026,10.1109/TSMC.2026.3708505,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Scopus
SCOPUS_0261,Demonstration of Radio SLAM with Terrestrial Signals of Opportunity in a GPS-Denied Environment,"Radio simultaneous localization and mapping (SLAM) with terrestrial signals of opportunity (SOPs) in a real-world GPS-denied environment is demonstrated. First, radio SLAM with known and unknown SOP maps is formulated. In the former case, the receiver's spatial states are estimated alongside the receiver-SOPs temporal states; while in the latter, the receiver's and SOPs' spatial states are estimated alongside the receiver-SOPs temporal states. Next, experimental results are presented of a vehicle navigating at Edwards Air Force Base, California, USA, while GPS signals were under intentional jamming. The vehicle exploited 7 terrestrial cellular SOP transmitters in the environment to navigate for 5 km in 180 seconds, with one of the SOPs more than 25 km away. Monte Carlo radio SLAM results with various levels of SOP position uncertainty are presented, from fully-known to poorly-known with 95% uncertainty ellipses of radii 7.8 m, 24.5 m, 77.4 m, and 245 m, achieving a 2D position position root-mean squared error (RMSE) of 2.6 m, 16.8, 23.6, 39.4 m, and 44.3 m, respectively. © 2025 IEEE.",Sel A.; Kassas Z.M.,2025,10.1109/VTC2025-Spring65109.2025.11174336,IEEE Vehicular Technology Conference,Scopus
SCOPUS_0262,VIO-UWB-Based Collaborative Localization and Dense Scene Reconstruction within Heterogeneous Multi-Robot Systems,"Effective collaboration in multi-robot systems requires accurate and robust estimation of relative localization: from cooperative manipulation to collaborative sensing, and including cooperative exploration or cooperative transportation. This paper introduces a novel approach to collaborative localization for dense scene reconstruction in heterogeneous multi-robot systems comprising ground robots and micro-aerial vehicles (MAVs). We solve the problem of full relative pose estimation without sliding time windows by relying on UWB-based ranging and Visual Inertial Odometry (VIO)-based egomotion estimation for localization, while exploiting lidars onboard the ground robots for full relative pose estimation in a single reference frame. During operation, the rigidity eigenvalue provides feedback to the system. To tackle the challenge of path planning and obstacle avoidance of MAVs in GNSS-denied environments, we maintain line-of-sight between ground robots and MAVs. Because lidars capable of dense reconstruction have limited FoV, this introduces new constraints to the system. Therefore, we propose a novel formulation with a variant of the Dubins multiple traveling salesman problem with neighborhoods (DMTSPN) where we include constraints related to the limited FoV of the ground robots. Our approach is validated with simulations and experiments with real robots for the different parts of the system.  © 2022 IEEE.",Queralta J.P.; Li Q.; Schiano F.; Westerlund T.,2022,10.1109/ICARM54641.2022.9959470,ICARM 2022 - 2022 7th IEEE International Conference on Advanced Robotics and Mechatronics,Scopus
SCOPUS_0263,APF-Driven Lightweight UAV Swarm Trajectory Optimization in GNSS-Denied Air–Terrestrial Navigation,"To enable autonomous route planning for UAV swarms in dynamic air–terrestrial cooperative navigation scenarios within GNSS-denied environments, this paper proposes a lightweight framework based on the Artificial Potential Field (APF) method. In the considered architecture, UAVs act as mobile transit navigation nodes that relay positioning information from sparse ground anchors to terrestrial users. For TOA-based cooperative positioning, the instantaneous geometric configuration of the UAV swarm significantly affects the overall system accuracy. Therefore, the impact of UAV positions on the end-to-end navigation performance is rigorously analyzed, yielding a comprehensive Dilution of Precision (DOP) matrix for the entire air–terrestrial system. By applying the Schur complement, the global performance metric is decomposed, resulting in a scalar evaluation function that directly reflects the geometric quality of the configuration. In practical scenarios involving dynamic and heterogeneous users, real-time trajectory adaptation of the UAV swarm is essential to continuously optimize user positioning accuracy. To this end, an APF-based autonomous joint route planning approach is developed. The potential field is constructed directly from the derived geometric evaluation model, where its negative gradient generates virtual forces that autonomously guide the UAV swarm. This elegantly bridges high-level navigation performance optimization with low-level motion control of the swarm. The simulation results show a 76.1% improvement in the average comprehensive GDOP for users compared to the baseline of hovering UAVs, validating the effectiveness and real-time capability of the proposed lightweight framework. © 2026 by the authors.",Guo R.; Yuan H.; Chen X.; Li W.,2026,10.3390/electronics15061207,Electronics (Switzerland),Scopus
SCOPUS_0264,Self-localization of tethered drones without a cable force sensor in GPS-denied environments,"This paper considers the self-localization of a tethered drone without using a cable-tension force sensor in GPS-denied environments. The original problem is converted to a state-estimation problem, where the cable-tension force and the three-dimensional position of the drone with respect to a ground platform are estimated using an extended Kalman filter (EKF). The proposed approach uses the data reported by the onboard electric motors (i.e., the pulse width modulation (PWM) signals), accelerometers, gyroscopes, and altimeter, embedded in the commercial-of-the-shelf (COTS) inertial measurement units (IMU). A system-identification experiment was conducted to determine the model that computes the drone thrust force using the PWM signals. The proposed approach was compared with an existing work that assumes known cable-tension force. Simulation results show that the proposed approach produces estimates with less than 0.3-m errors when the actual cable-tension force is greater than 1 N. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Al-Radaideh A.; Sun L.,2021,10.3390/drones5040135,Drones,Scopus
SCOPUS_0265,AI-Enhanced Thermal–Visual–Inertial Odometry and Autonomous Planning for GPS-Denied Search-and- Rescue Robotics,"Search and rescue (SAR) missions in collapsed or underground environments remain challenging due to GPS unavailability, which hinders localization and autonomous navigation. Systems that rely on single-sensor inputs or structured settings often degrade under smoke, dust, or dynamic clutter. This paper presents an autonomous ground robot for GPS-denied SAR that integrates low-cost thermal, visual, inertial, and acoustic cues within a unified, computation-efficient architecture. The stack combines Thermal–Visual Odometry (TV–VO) with Zero-Velocity Updates (ZUPT) for drift-resistant localization, RescueGraph for multimodal survivor detection, and a Proximal Policy Optimization (PPO) planner for adaptive navigation under uncertainty. Across simulated disaster scenarios and benchmark corridor runs, the system shows embedded-feasible runtime behavior and supports return to base without external beacons under the evaluated conditions. Quantitatively, TV–VO+ZUPT reduces drift in short internal evaluations, while RescueGraph attains an F1-score of 0.6923 and an area under the ROC curve (AUC) of 0.976 for survivor detection. At the system level, the integrated navigation stack achieves full mission completion in the reported SAR-style trials, while the separate A*/PPO comparison highlights a trade-off between completion rate, traversal time, and collisions. Overall, the results support the practical promise of a low-cost sensor-fusion and learning-assisted navigation framework for GPS-denied SAR robotics. © 2026 by the authors.",Almalkawi I.T.; Shtaiwi S.; Alhowaide A.; Guerrero Zapata M.,2026,10.3390/s26082462,Sensors,Scopus
SCOPUS_0266,Visual-based landing system of a multirotor UAV in GNSS denied environment,"Visual-based landing systems for multirotor unmanned aerial vehicles (UAVs) have become an active research area in robotics and aviation. The availability of GNSS signals is essential for most commercial UAVs, but unfortunately, these signals can be lost in certain environments or intentionally denied in military operations. Therefore, visual-based landing systems can provide an alternative solution to enable a low-cost system for precisely landing UAVs in GNSS-denied environments. This paper overviews recent research on visual-based landing systems for multirotor UAVs in a highly unfamiliar environment. The paper presents a comprehensive review of various vision-based techniques, such as optical flow, stereo vision, monocular visual odometry, and deep learning-based methods, which have been proposed for the accurate landing of UAVs in GNSS-denied environments. This paper proposes a multi-camera landing aid system based on ArUco markers. Proposed system allows for a precision landing of the UAV with a pre-programmed approach trajectory. The paper also highlights the challenges and limitations of this topic and provides potential directions for future research. This paper aims to provide a valuable resource for researchers, engineers, and practitioners interested in developing visual-based landing systems for multirotor UAVs in GNSS-denied environments.  © 2023 IEEE.",Marut A.; Wojciechowski P.; Wojtowicz K.; Falkowski K.,2023,10.1109/MetroAeroSpace57412.2023.10190013,"2023 IEEE 10th International Workshop on Metrology for AeroSpace, MetroAeroSpace 2023 - Proceedings",Scopus
