id,in_master_csv,parsed,chars,thin_text,ate_topic,ate_numeric,ate_numeric_value,ate_numeric_unit,rmse_topic,rmse_numeric,rpe_topic,rpe_numeric,drift_numeric,success_rate_numeric,poserr_numeric,loose_accuracy_phrase,any_accuracy_numeric,snippet
REC_1192,True,True,27825,False,False,False,,,False,False,False,False,False,False,True,True,True,er has a limited average localization error within 0.4m. This is the best hoveri
REC_1194,False,True,58453,False,False,False,,,False,False,False,False,False,False,False,True,False,e initial test are calculated; (2) a navigation control al
REC_1196,False,True,42561,False,False,False,,,False,False,False,False,False,False,False,True,False,"to improve attitude estimates. Putra et al. [5], Respall et al. [6], and Tran et al. [7] us"
REC_1207,True,True,84128,False,False,False,,,False,False,False,False,False,False,True,True,True,ng research. An absolute position error of 7 m is incurred over the cou
REC_1208,False,True,98093,False,False,False,,,True,False,False,False,False,False,False,True,False,. The framework was evaluated in 1200 s Robot Op- erating Syst
REC_1212,True,True,49003,False,False,False,,,False,False,False,False,False,False,False,True,False,"l. We col- lect and generate a 58,647-image dataset and use it"
REC_1216,False,True,107801,False,False,False,,,True,False,False,False,False,False,True,True,True,"LiDAR, IMU, magnetometer Position error: ∼2.5 m (3𝜎), Velocity error: ∼"
REC_1217,True,True,28309,False,True,False,,,False,False,True,False,False,False,False,True,False,solute Trajectory Error (ATE) and Relative Pose Error
REC_1223,False,True,99442,False,False,False,,,False,False,False,False,False,False,False,True,False,atforms. The system estimates the 6-DOF pose of a target in
REC_1232,False,True,51922,False,True,False,,,True,False,False,False,False,False,False,True,False,"solute Trajectory Error (ATE) on sequence 1, and the"
REC_1235,False,True,21390,False,False,False,,,True,False,False,False,False,False,False,True,False,a real-time processing rate exceeding 8.3 Hz. These outcomes sati
REC_1243,False,True,53577,False,False,False,,,False,False,False,False,False,False,False,True,False,"ng has also been investigated [15]. However, LiDAR sensors"
REC_1245,True,True,24032,False,False,False,,,True,False,False,False,False,False,False,True,False,use of GNSS shows a moderate mean error (17.82 m) and a relatively low
REC_1248,False,True,78503,False,False,False,,,True,False,False,False,False,False,True,True,True,"ce, GPA reaches a final positioning error of 0.75 km, compared with 9.69 km f"
REC_1250,False,True,85737,False,False,False,,,False,False,False,False,False,False,False,True,False,"n conjugate < ·∗>, the quaternion product ⊗, and the SO(3) plus ⊕and minus ⊖operat"
REC_1251,False,True,62480,False,False,False,,,True,False,False,False,False,False,False,True,False,ana- lyzes the problem state and its solutions. Section 3 introduces the relative
REC_1252,False,True,78409,False,False,False,,,False,False,False,False,False,False,False,True,False,"onstrating high success rates in obstacle-avoidance tasks [13,14]. Furthermore, RL agents"
REC_1253,False,True,82230,False,False,False,,,True,True,False,False,False,False,True,True,True,"cenarios, with traversal RMSE values of 0.195 m, 0.197 m, and 0.420 m an"
REC_1267,False,True,39311,False,False,False,,,False,False,False,False,False,False,False,True,False,"V. Once the UGV has estimated a 3D map, the UAV is deploye"
REC_1270,True,True,17308,False,False,False,,,False,False,False,False,False,False,False,True,False,f the Global Navigation Satellite System (GNSS). [1] [2] B. Absolute visual odom
REC_1274,False,True,74854,False,False,False,,,False,False,False,False,False,False,False,True,False,ital orchestration eliminates 100% of human exposure to po
REC_1277,False,True,79832,False,False,False,,,False,False,False,False,False,False,True,True,True,"e convergence stage, the positioning error is generally maintained within 200 m, which is consistent wit"
REC_1282,False,True,36187,False,False,False,,,False,False,False,False,False,False,False,True,False,ing module. It pre-integrates the IMU measurement [22] and fuses the above dat
REC_1283,False,True,64938,False,False,False,,,False,False,False,False,False,False,False,True,False,"hich is difﬁcult to estimate. In [16], an EKF-based (Extended"
REC_1285,True,True,18399,False,False,False,,,False,False,False,False,False,False,False,True,False,"onment was a desert climate, with humidity of around 10-20%, and temperatures of 8"
REC_1286,False,True,84724,False,False,False,,,False,False,False,False,False,False,False,True,False,nd the clock. The frame rate of the camera can reach 90 fps at a 512 × 512 resol
REC_1289,False,True,56199,False,False,False,,,False,False,False,False,False,False,False,True,False,e task safely and accu- rately [3]. Under the development
REC_1295,False,True,75845,False,False,False,,,True,False,False,False,False,False,False,True,False,by combining highly accurate three-dimensional (3D) models of the physical
REC_1298,True,True,60161,False,False,False,,,False,False,False,False,False,False,True,True,True,"a notable peak in the 3D position error, approaching almost 1 m at one point in the exp"
REC_1302,False,True,95134,False,False,False,,,False,False,False,False,False,False,False,True,False,creases vulnerability to drift and cumulative estimation errors [4]. A second major challen
REC_1304,False,True,59284,False,False,False,,,True,False,False,False,False,False,False,True,False,Nb. The scheme is illustrated in Figure 1. Roles may be fixed or s
REC_1306,True,True,34561,False,False,False,,,True,False,False,False,False,False,False,True,False,AV platforms. As illustrated in Figure 1 traditional methods fail
REC_1307,True,True,102717,False,False,False,,,False,False,False,False,False,False,False,True,False,"ed Lazy Theta* in a simulated 50x50x5m maze, executed on a 2.0"
REC_1308,True,True,57818,False,False,False,,,False,False,False,False,False,False,False,True,False,"OLUME 23(4), 2024 625 Date of publication DEC-31, 2024, date of current version"
REC_1309,False,True,63211,False,False,False,,,False,False,False,False,False,False,False,True,False,"n angular distribution. Later, ref. [12] reconstructed a 3D swarm of thousands of b"
REC_1313,True,True,50661,False,False,False,,,False,False,False,False,False,False,False,True,False,"lar VO,1 (2) GPR for INS drift prediction, and (3) GPR for monocular VO dr"
REC_1316,False,True,59557,False,False,False,,,False,False,False,False,False,False,False,True,False,"le Systems Engineering-INATECH, University of Freiburg, 79110 Freiburg, Germany; alexa"
REC_1320,False,True,56731,False,False,False,,,True,True,False,False,False,False,False,True,True,"Root Mean Square Error (RMSE) positioning accuracy to be 3.2 m in 113 s. Sensors 2018,"
REC_1322,False,True,27553,False,False,False,,,False,False,False,False,False,False,False,True,False,Section 2 discusses related work. Section 3 describes the overall s
REC_1330,True,True,31006,False,False,False,,,False,False,False,False,False,False,False,True,False,m is then used to vali- date the Afﬁne Transform obtained. Figure 1 shows the matching ﬂow.
REC_1336,False,True,40305,False,False,False,,,False,False,False,False,False,False,False,True,False,"s a result, the global state of the vehicle is unobservable [8]. The majority of GPS-de"
REC_1346,False,True,101009,False,False,False,,,True,True,False,False,False,False,False,True,True,"isruptions are excluded, RMSE is reduced to 0.0177 m. Since the UAV operates"
REC_1348,False,True,30764,False,False,False,,,True,False,True,False,False,False,False,True,False,cess of estimating the state is shown in Fig. 1. Issouf Ouattara et
REC_1355,False,True,43496,False,False,False,,,True,False,False,False,False,False,False,True,False,"can assist in relative state estimation. In Ref. 11, an onboard UWB ranging"
REC_1358,True,True,77760,False,False,False,,,True,True,False,False,False,False,False,True,True,ot mean square 66 error (RMSE) of 1.2 m/s for forward vehicle ve
REC_1366,True,True,32713,False,False,False,,,False,False,False,False,False,False,False,True,False,evation readings is tabulated in Table 2. 5.2 Monte Carlo Simulat
REC_1370,False,True,51361,False,False,False,,,True,False,False,False,False,False,True,True,True,ied zone with an initial position error of 0.5 m and thereafter entirely
REC_1373,False,True,50057,False,False,False,,,False,False,False,False,False,False,False,True,False,"with larger numbers of states |S| > 2000 and observations |O| > 100 [15,16], which is the ca"
REC_1378,True,True,31128,False,False,False,,,False,False,False,False,False,False,True,True,True,tandard deviation of the position error was just 10 cm and the position error w
REC_1393,False,True,106915,False,True,False,,,True,False,False,False,False,False,False,True,False,solute Trajectory Error (ATE): The root mean square e
REC_1399,False,True,39437,False,True,True,0.0296,m,True,True,False,False,False,False,False,True,True,"s sequence, achieving an ATE RMSE of 0.0296 m, which indicates that, i"
REC_1402,False,True,81986,False,False,False,,,True,False,False,False,False,False,False,True,False,"ion of Oxpecker is to create, using a LiDAR sensor, 3D maps of the mine pillar"
REC_1403,False,True,18576,False,False,False,,,False,False,False,False,False,False,False,True,False,The block diagram illustrated in Figure 1 shows the process which
REC_1405,True,True,40678,False,False,False,,,False,False,False,False,False,True,False,True,True,ly improves the success rate of arrival by 26.0% and 45.6% under the ideal and dis
REC_1417,True,True,32096,False,False,False,,,False,False,False,False,False,False,False,True,False,"sion [5] are used to create a 3D map of an unseen field,"
REC_1423,False,True,30265,False,False,False,,,False,False,False,False,False,False,False,True,False,"correspondences is estimated, and it needs at least 4 points for calculation"
REC_1429,False,True,28675,False,False,False,,,False,False,False,False,False,False,False,True,False,"s are expressed in the state space equation [14-17].  = 1 ! (cos∅-./+,"
REC_1431,False,True,31010,False,False,False,,,False,False,False,False,False,False,False,True,False,compound annual growth rate of 14.7% from 2022 to 2028 [1]. The popula
REC_1432,False,True,25152,False,False,False,,,True,False,False,False,False,False,False,True,False,"producing a substantial drift[5]. Further, during the IN"
REC_1435,False,True,37644,False,False,False,,,False,False,False,False,False,False,False,True,False,"Engineering, The Ohio State University, US - toth.2@osu.edu 3 3D Optical Met"
REC_1438,False,True,28220,False,False,False,,,False,False,False,False,False,False,False,True,False,"hicles have fast, complicated and uncertain dynamics [1] and strict payload limi"
REC_1439,False,True,67433,False,False,False,,,False,False,False,False,False,False,False,True,False,s not only building accurate 3D en- vironmental models
REC_1443,False,True,38411,False,False,False,,,False,False,False,False,False,False,False,True,False,"d. First, the relative states in 3-dimension space are deco"
REC_1451,True,True,17691,False,False,False,,,False,False,False,False,False,False,False,True,False,provide the similar strategy as in (Pupilli and Calway 2006) to match the orthogonal
REC_1453,False,True,81264,False,False,False,,,True,True,False,False,False,False,False,True,True,"oning method achieves an RMSE below 0.047 m across five sequences,"
REC_1454,False,True,63687,False,True,False,,,True,False,False,False,False,False,True,True,True,solute trajectory error (ATE). As illustrated in the
REC_1455,False,True,48726,False,False,False,,,True,False,False,False,False,False,False,True,False,ns of global navigation satellite system (GNSS) [1] or the fusion of GNSS w
REC_1459,False,True,17223,False,False,False,,,False,False,False,False,False,False,False,True,False,frame. α is overlapping rate (say 60% for rough inspection).
REC_1463,True,True,49390,False,False,False,,,False,False,False,False,False,False,False,True,False,"formulation is to calculate an optimal joint policy⃗π∗= {π1, · · · , πn} that maximi"
REC_1474,False,True,66604,False,False,False,,,True,False,False,False,False,False,True,True,True,ialVL) sequences under a localization error threshold of 10 m. All matching-based meth
REC_1480,True,True,35553,False,False,False,,,False,False,False,False,False,False,True,True,True,"of this approach in 3D, position error of less than 0.02m is achieved. The propose"
REC_1502,False,True,65947,False,False,False,,,True,False,False,False,False,False,False,True,False,"generally, the overlap rate should be larger than 65%, and the target facilit"
REC_1512,False,True,121199,False,False,False,,,True,True,False,False,False,False,True,True,True,85 * Full + Compute SLAM RMSE mean (1.8 m) is within the 2 m budge
REC_1541,False,True,42886,False,False,False,,,False,False,False,False,False,False,True,True,True,own in Figure 11. A ﬁnal position error of 0.4857m was estimated for the ro
REC_1557,False,True,39340,False,False,False,,,True,False,False,False,False,False,False,True,False,blication 27 June 2021. Date of publication 31 August 2022; date of cur
REC_1561,True,True,58537,False,False,False,,,False,False,False,False,False,False,False,True,False,"uter Engineering, Iowa State University, Ames, IA 50010, USA Keywords UAS naviga"
REC_1564,True,True,61019,False,False,False,,,False,False,False,False,False,False,False,True,False,GPS denied environments Date received: 4 December 2016; accepted: 27 January 2017 Introductio
REC_1573,True,True,55422,False,True,False,,,True,False,False,False,False,False,False,True,False,ute Translational Error (ATE) is the accuracy metric
REC_1576,False,True,36865,False,False,False,,,False,False,False,False,False,False,False,True,False,m 50m away and then accurately land on a 1 . 5 m × 2m large platform. Althou
REC_1582,True,True,34021,False,False,False,,,False,False,False,False,False,False,False,True,False,"nce, and cooperative strategies. Figure 1 illustrates this classif"
REC_1587,False,True,44090,False,False,False,,,True,False,False,False,False,False,False,True,False,") sensors can yield accurate measurements [3]. However, LiDAR sensors"
REC_1608,False,True,30091,False,False,False,,,True,True,False,False,False,False,False,True,True,measurements histogram RMSE: 1.54m - Mean: 0.03m Fig. 3. Na
REC_1612,True,True,62185,False,False,False,,,False,False,False,False,False,False,False,True,False,rame odometry is demonstrated in [1] and follow-up papers e.
REC_1619,True,True,115138,False,False,False,,,False,False,False,False,False,False,False,True,False,ehicle can robustly navigate 20-m- long and only 1-m-wid
REC_1637,False,True,63528,False,False,False,,,True,False,False,False,False,False,False,True,False,"ry, which are used to update and correct one other7,8. Additionally, VO and VS"
REC_1640,True,True,43550,False,False,False,,,True,True,False,False,False,False,False,True,True,root mean square error (RMSE) of 2.5cm in position estimation h
REC_1642,True,True,36912,False,False,False,,,False,False,False,False,False,False,False,True,False,and an initial belief-state b0. It ﬁrst produces a poli
REC_1653,False,True,34303,False,False,False,,,False,False,False,False,False,False,False,True,False,"using Global Navigation Satellite System (GNSS) [I], [2]or integrated navigation"
REC_1660,False,True,60514,False,False,False,,,False,False,False,False,False,False,False,True,False,"ning accuracy of approximately 0.55 m, which is about 3.89 times higher than that o"
REC_1667,True,True,60865,False,False,False,,,False,False,False,False,False,False,False,True,False,"ﬁnder (LRF), which is rotated by a servo actuator to gain a 3D ﬁeld of view (FoV), as"
REC_1678,True,True,39314,False,False,False,,,False,False,False,False,False,False,False,True,False,"hat closely mimic legitimate ones (Psiaki and Humphreys, 2016). Furthermore, GNSS sign"
REC_1688,True,True,302582,False,False,False,,,False,False,False,False,False,False,False,True,False,"ccepted March 13, 2019, date of publication April 9, 2019, date of current version"
REC_1715,True,True,302582,False,False,False,,,False,False,False,False,False,False,False,True,False,"ccepted March 13, 2019, date of publication April 9, 2019, date of current version"
