paper_id,title,first_author,year,venue,doi,q1_clear_problem,q2_sensor_config,q3_quant_results,q4_baseline_comparison,q5_hardware_validation,q6_statistical_rigor,q7_doi_reproducibility,q8_reporting_depth,total_score,quality_tier
REC_0442,4G Enabled PhoneBot with Cloud based SLAM,P. Sasithong,2020,,10.1109/ICEIC49074.2020.9051151,1,1,0,1,0,0,1,1,5,Medium
REC_0443,Routing Models of Autonomous Unmanned System for Solving Problems in Object Identification at the Warehouse,V. A. Manakova,2025,,10.1109/WECONF65186.2025.11017289,1,1,0,0,1,0,1,1,5,Medium
REC_0444,Autonomous Aerial Swarming in GNSS-denied Environments with High Obstacle Density,A. Ahmad,2021,,10.1109/ICRA48506.2021.9561284,1,1,0,0,0,0,1,1,4,Medium
REC_0445,Towards autonomous landing on a moving vessel through fiducial markers,R. Polvara,2017,,10.1109/ECMR.2017.8098671,1,1,0,0,0,0,1,1,4,Medium
REC_0446,CHAMELEON: Visual-inertial indoor navigation,J. Rydell,2012,,10.1109/PLANS.2012.6236925,1,1,0,0,0,0,1,1,4,Medium
REC_0447,A Perception-Based Architecture for Autonomous Convoying in GNSS-Denied Areas,A. Bienemann,2025,,10.1109/TFR.2025.3600195,1,0,1,0,0,0,1,1,4,Medium
REC_0448,Indoor Navigation System of Mobile Robot with Trajectory Optimization,Q. Liu,2022,,10.1109/MMAR55195.2022.9874287,1,0,1,0,0,0,1,1,4,Medium
REC_0449,An Autonomous Navigation Method using 2D LiDAR for Structured Indoor Environments,J. J. Loukas,2025,,10.1109/ACDSA65407.2025.11165885,1,1,0,0,0,0,1,1,4,Medium
REC_0450,Aerial Swarm Search for GNSS-Denied Maritime Surveillance,S. Yang,2024,,10.1109/TAES.2024.3362764,1,1,0,0,0,0,1,1,4,Medium
REC_0451,Indoor navigation of mobile robot using fuzzy logic controller,J. Johnson,2015,,10.1109/ICSCN.2015.7219873,1,1,1,0,0,0,1,1,5,Medium
REC_0453,A proposal for UAV clustering-based relative localization in GNSS-denied environments,A. Boulkaid,2025,,10.23919/PEMWN67312.2025.11304114,1,0,1,1,0,1,1,1,6,High
REC_0454,A SLAM Algorithm: A Superior Approach for Room Cleaning Robot,M. Maqbool,2024,,10.1109/ICIC63915.2024.11116501,1,1,0,0,0,0,1,1,4,Medium
REC_0455,Airborne-Relay-based Algorithm for Locating Crashed UAVs in GPS-Denied Environments,D. Oh,2019,,10.1109/UEMCON47517.2019.8993065,1,1,1,0,0,0,1,1,5,Medium
REC_0456,TDOA based Tightly Coupled Sensor Fusion for UAV Positioning in GPS-denied Environment,Z. Wang,2024,,10.1109/RAIIC61787.2024.10670977,1,1,1,0,1,1,1,1,7,High
REC_0457,Development of an Indoor Navigation System for Mobile Robots Using Sensor Fusion and Path Planning Algorithms,S. Suryaprakash,2023,,10.1109/ICAECA56562.2023.10200495,1,1,0,0,0,0,1,1,4,Medium
REC_0458,Design and Analysis of a Single-rotor UAV for Safe Indoor Navigation,S. S. Aditya,2023,,10.1109/ICMAE59650.2023.10424495,1,0,0,0,0,0,1,1,3,Low
REC_0459,Safe Tightly-Constrained UAV Swarming in GNSS-denied Environments,A. Dmytruk,2021,,10.1109/ICUAS51884.2021.9476794,1,1,0,0,0,0,1,1,4,Medium
REC_0460,ROS based service robot platform,R. Mishra,2018,,10.1109/ICCAR.2018.8384644,1,1,1,0,0,1,1,1,6,High
REC_0461,Autonomous MAV navigation in complex GNSS-denied 3D environments,M. Nieuwenhuisen,2015,,10.1109/SSRR.2015.7443012,1,0,0,0,0,0,1,1,3,Low
REC_0462,Local Navigation System for a Robot Based on a Network of BLE Beacons,D. A. Yukhimets,2024,,10.1109/RusAutoCon61949.2024.10694049,1,0,1,0,1,0,1,1,5,Medium
REC_0463,Feature extraction from 2D laser range data for indoor navigation of aerial robot,X. He,2013,,10.1109/CAC.2013.6775748,1,1,0,1,1,0,1,1,6,High
REC_0464,Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,G. Ellingson,2018,,10.1109/PLANS.2018.8373454,1,1,0,0,1,1,1,1,6,High
REC_0465,"Employing an Embedded Renderer as Recognition Tool for Odometry, Map-Building, Navigation, and Localization on Active Sensing Robotics",P. Kunbum,2024,,10.1109/JISPIN.2024.3433671,1,1,0,0,0,0,1,1,4,Medium
REC_0466,Autonomous Mapping of Uncharted Ports: Comparison of SIFT and Semi-Global Block Matching Based Stereo Vision on Real Port Data,V. Viegas,2025,,10.23919/OCEANS59106.2025.11244895,1,1,0,0,0,0,1,1,4,Medium
REC_0467,Navigating the Future: A Kalman Filter-Based Global-Local-Global (GLG) Position Estimation for Autonomous Vehicles in GPS Denied Environments,S. Shakeera,2026,,10.1109/LES.2025.3550171,1,0,1,0,1,0,1,1,5,Medium
REC_0468,Indoor navigation algorithm for mobile robot using wireless sensor networks,O. M. Elfadil,2017,,10.1109/ICCCCEE.2017.7866693,1,0,1,0,0,0,1,1,4,Medium
REC_0469,Design and Flight Test of an Aerial Manipulator for Applications in GPS-Denied Environments,M. Ng,2022,,10.1109/ICUAS54217.2022.9836060,1,0,0,0,0,0,1,1,3,Low
REC_0470,P3-LOAM: PPP/LiDAR Loosely Coupled SLAM With Accurate Covariance Estimation and Robust RAIM in Urban Canyon Environment,T. Li,2021,,10.1109/JSEN.2020.3042968,1,1,1,1,0,1,1,1,7,High
REC_0471,Gaussian Process Regression for Improved Underwater Navigation,N. Cohen,2025,,10.1109/PLANS61210.2025.11028550,1,1,1,1,1,1,1,1,8,High
REC_0472,The Autonomous Platforms Inertial Dataset,A. Shurin,2022,,10.1109/ACCESS.2022.3144076,1,0,1,0,0,0,1,1,4,Medium
REC_0473,Towards a model of UAVs navigation in urban canyon through defeasible logic,H. -P. Lam,2013,,10.1093/logcom/exr028,1,1,0,0,0,0,1,1,4,Medium
REC_0474,Hybrid-VINS: Underwater Tightly Coupled Hybrid Visual Inertial Dense SLAM for AUV,Y. Ou,2025,,10.1109/TIE.2024.3440515,1,1,1,1,1,0,1,1,7,High
REC_0475,P2P-DroneLoc: Peer-to-Peer Localization for GPS-Denied Drones using Camera and WiFi Fine Time Measurement,K. Ashraf,2022,,10.1109/ANTS56424.2022.10227756,1,1,1,0,0,0,1,1,5,Medium
REC_0476,A Modular Loosely-Coupled Multi-Sensor Localization Framework for Low-Cost UGVs in GNSS-Denied Environments,F. Rasinhas,2026,,10.1109/CoDIT70676.2026.11630961,1,1,1,0,0,0,1,1,5,Medium
REC_0477,A Novel Mobile Robot Navigation Method Based on Hand-Drawn Paths,X. Hou,2020,,10.1109/JSEN.2020.2997055,1,1,1,0,0,0,1,1,5,Medium
REC_0478,Indoor Navigation with Human Assistance for Service Robots Using D*Lite,R. Alves,2018,,10.1109/SMC.2018.00696,1,1,0,0,0,0,1,1,4,Medium
REC_0479,LiDAR-Based Autonomous Wheelchair Using ROS2 Navigation Stack,T. Michael,2026,,10.1109/ICCPCT70290.2026.11654687,1,1,1,0,1,0,1,1,6,High
REC_0480,Multi-Sensor Fusion Based Indoor Localization and Navigation System for Dual-Ackerman Steering Mobile Robots,Y. Lu,2026,,10.1109/EECR69522.2026.11548898,1,1,1,0,1,0,1,1,6,High
REC_0481,An Onboard Transformer-Based Physics-Informed System for UAV Trajectory Prediction and State Classification in GNSS-Denied Environments,N. Souli,2026,,10.1109/ICUAS69441.2026.11598599,1,1,0,0,1,0,1,1,5,Medium
REC_0482,Kilometer-Scale Autonomous Navigation in Subarctic Forests: Challenges and Lessons Learned,D. Baril,2022,,10.55417/fr.2022050,1,1,0,0,1,1,1,1,6,High
REC_0483,Future Uncertainty-Based Control for Relative Navigation in GPS-Denied Environments,H. Bai,2020,,10.1109/TAES.2020.2974052,1,1,1,0,0,1,1,1,6,High
REC_0484,Autonomous robotic SLAM-based indoor navigation for high resolution sampling with complete coverage,I. Wieser,2014,,10.1109/PLANS.2014.6851459,1,1,0,1,1,0,1,1,6,High
REC_0485,Multi-Sensor 6-DoF Localization For Aerial Robots In Complex GNSS-Denied Environments,J. L. Paneque,2019,,10.1109/IROS40897.2019.8967686,1,1,1,0,0,0,1,1,5,Medium
REC_0486,Visual odometry using optic flow for Unmanned Aerial Vehicles,V. More,2015,,10.1109/CCIP.2015.7100731,1,1,0,0,1,0,1,1,5,Medium
REC_0487,Photometric-Planner for Visual Path Following,E. A. Rodríguez Martínez,2021,,10.1109/JSEN.2020.3027848,1,1,0,0,1,0,1,1,5,Medium
REC_0488,UAV Navigation in Unknown Indoor Environment Aware of Localization Uncertainty by Using Trilateration Method Based on UGVs,O. Nakeshbandi,2025,,10.1109/RCAR65431.2025.11139692,1,1,1,0,0,0,1,1,5,Medium
REC_0489,UAV Vision Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation,J. Dong,2022,,10.1109/TVT.2022.3151729,1,1,1,1,0,0,1,1,6,High
REC_0490,A Review of ROS-Based Robot Navigation Technologies,J. Gao,2026,,10.1109/CAIBDA70336.2026.11621098,1,0,1,0,0,0,1,1,4,Medium
REC_0491,Autonomous indoor navigation of low-cost quadcopters,A. Hussein,2015,,10.1109/SOLI.2015.7367607,1,1,0,0,0,0,1,1,4,Medium
REC_0492,Stereo-vision based autonomous underwater navigation — The platform SARSTION,S. Mehmood,2016,,10.1109/IBCAST.2016.7429933,1,1,0,0,0,0,1,1,4,Medium
REC_0493,Monocular visual SLAM for small UAVs in GPS-denied environments,C. Wang,2012,,10.1109/ROBIO.2012.6491082,1,1,0,0,0,0,1,1,4,Medium
REC_0494,Joint placement and communication optimization of uav base stations in GPS-denied environments,J. Yang,2024,,10.23919/JCN.2024.000056,1,1,1,0,0,1,1,1,6,High
REC_0495,Analysis on the performance of VIO according to Trajectory Planning of UAV,E. M. Lee,2020,,10.23919/ICCAS50221.2020.9268220,1,1,1,0,0,0,1,1,5,Medium
REC_0496,Multi-vehicle cooperative localization and mapping with the assistance of dynamic beacons in GNSS-denied environment,C. Zhang,2024,,10.1109/ISAS61044.2024.10552478,1,1,1,0,1,0,1,1,6,High
REC_0497,Autonomous Navigation of Robots on Roads using Vision-Based Techniques for Road Identification and Lane Detection,S. Manore,2024,,10.1109/ICARCV63323.2024.10821591,1,1,1,0,1,0,1,1,6,High
REC_0498,A Tightly Coupled Polarization Compass and VIO Integrated Navigation for Applications in GNSS-denied environments,J. Li,2022,,10.1109/ISAS55863.2022.9757349,1,1,1,1,0,0,1,1,6,High
REC_0499,The Practice of Cloud-based Navigation System for Indoor Robot,T. T. Khanh,2020,,10.1109/IMCOM48794.2020.9001709,1,0,1,1,1,0,1,1,6,High
REC_0500,Navigation of vehicle in urban canyon via two-satellite GNSS and map aiding,R. S. Kulikov,2017,,10.1109/Dynamics.2017.8239473,1,0,0,0,1,0,1,1,4,Medium
REC_0501,FreeNavi: Landmark-Based Mapless Indoor Navigation Based on WiFi Fingerprints,Y. Guo,2017,,10.1109/VTCSpring.2017.8108350,1,0,0,0,0,0,1,1,3,Low
REC_0502,LD3DGS-SLAM: Long-Distance Monocular SLAM With 3-D Gaussian Splatting and GNSS-Aided Localization for UAVs,D. Li,2026,,10.1109/JIOT.2025.3638876,1,1,1,1,1,0,1,1,7,High
REC_0503,Decimeter-Accuracy Positioning for Drones Using Two-Stage Trilateration in a GPS-Denied Environment,Y. -E. Chen,2023,,10.1109/JIOT.2022.3231704,1,1,1,0,0,0,1,1,5,Medium
REC_0504,An inexpensive method for evaluating the localization performance of a mobile robot navigation system,H. Kikkeri,2014,,10.1109/ICRA.2014.6907455,1,1,1,1,0,1,1,1,7,High
REC_0505,Integrated Indoor Navigation System for Ground Vehicles With Automatic 3-D Alignment and Position Initialization,M. M. Atia,2015,,10.1109/TVT.2015.2397004,1,1,1,0,0,0,1,1,5,Medium
REC_0506,Infrastructure-Free ADAS Scenario Execution using a Vision-Based Autonomous Mobile Robot,B. Sakal,2026,,10.1109/ROSE69181.2026.11570973,1,1,0,0,0,0,1,1,4,Medium
REC_0507,Towards GNSS-Free UAV Localization via XFeatLightGlue and Semantic Embedding,J. Shi,2025,,10.1109/ICBASE66587.2025.11181328,1,1,1,1,1,0,1,1,7,High
REC_0508,Study of Optical Flow Sensor for Non-GPS Environment for Micro-Category UAV Application,D. Sougrakpam,2025,,10.1109/IEMECON69302.2025.11365640,1,1,1,0,1,0,1,1,6,High
REC_0509,Improving Simultaneous Localization and Mapping for pedestrian navigation and automatic mapping of buildings by using online human-based feature labeling,P. Robertson,2010,,10.1109/PLANS.2010.5507304,1,1,1,0,1,0,1,1,6,High
REC_0510,PINNARX: A Physics-Informed Framework for Resilient Inertial Navigation in GNSS-Denied Environments,A. Fekry,2026,,10.1109/TIM.2026.3659553,1,1,1,1,1,1,1,1,8,High
REC_0511,LiDAR-Based Real-Time 2D Mapping for Autonomous Vehicles Using Hector SLAM on an Embedded Jetson Orin Nano Platform,P. D. Bao,2026,,10.1109/ATiGB70203.2026.11628401,1,1,0,0,1,0,1,1,5,Medium
REC_0512,Improvement of altitude precision in indoor and urban canyon navigation for small flying vehicles,E. Petritoli,2015,,10.1109/MetroAeroSpace.2015.7180626,1,1,1,0,0,0,1,1,5,Medium
REC_0513,Intelligent Visual Navigation System of High Accuracy,V. M. Sineglazov,2019,,10.1109/APUAVD47061.2019.8943916,1,0,1,0,0,0,1,1,4,Medium
REC_0514,UWB and IMU Based Positioning with Multi-UAVs in GPS-Denied Environments,J. Guo,2025,,10.1109/CCSB66722.2025.11154351,1,1,0,0,0,0,1,1,4,Medium
REC_0515,Extended Range AUV Localization and Navigation Aided by Gravity Anomalies and Bathymetry,F. Heubach,2020,,10.1109/AUV50043.2020.9267918,1,0,1,1,1,0,1,1,6,High
REC_0516,An Indoor Localization Service using 360 Degree Spherical Camera,T. YASHIRO,2020,,10.1109/LifeTech48969.2020.1570617174,1,1,1,1,0,0,1,1,6,High
REC_0517,Coarse-to-Fine Global Localization for Autonomous Vehicles in GNSS-Denied Environments,T. Zhang,2026,,10.1109/TVT.2026.3673515,1,1,1,0,0,1,1,1,6,High
REC_0518,Improved MHE-Based Tightly Coupled SINS/USBL Method for Underwater Navigation,D. Wang,2025,,10.1109/JSEN.2025.3596701,1,1,1,1,1,1,1,1,8,High
REC_0519,A Cloud-based Brain-controlled Wheelchair with Autonomous Indoor Navigation System,A. Lakas,2021,,10.1109/IWCMC51323.2021.9498751,1,1,0,0,0,0,1,1,4,Medium
REC_0520,Research on Indoor and Outdoor Navigation Technology Based on the Combination of Differential GNSS and Lidar SLAM,G. Ren,2020,,10.1109/RCAR49640.2020.9303252,1,1,1,0,1,0,1,1,6,High
REC_0521,Multistage Learning-Based Fusion Framework for Autonomous Vehicle Localization in GNSS-Denied Environments,K. Wei,2025,,10.1109/JSEN.2025.3586680,1,1,1,1,1,0,1,1,7,High
REC_0522,An Improved Extended Kalman Filter for UAV Localization in UWB Navigation System,J. Chen,2023,,10.1109/CAC59555.2023.10449981,1,1,1,0,0,0,1,1,5,Medium
REC_0523,Integration of Optical Wireless Positioning and Deep Learning-Based Drone Detection,A. Muñoz-Torres,2025,,10.1109/SACVLC67412.2025.11262018,1,1,1,0,0,0,1,1,5,Medium
REC_0524,Comparative Benchmarking of TD3 for Multi-Stage Indoor Navigation,S. Sun,2026,,10.1109/IPAC69021.2026.11542699,1,0,1,1,1,0,1,1,6,High
REC_0525,Observability Analysis and Optimization of Cooperative Navigation System With a Low-Cost Inertial Sensor Array,K. Shen,2023,,10.1109/JIOT.2023.3235524,1,1,1,0,0,0,1,1,5,Medium
REC_0526,Range-Only EKF-Based Relative Navigation for UAV Swarms in GPS-Denied Zones,D. Belfadel,2024,,10.1109/ACCESS.2024.3481409,1,1,1,1,1,0,1,1,7,High
REC_0527,Low-SWaP GNSS-denied Navigation using LTE Signals of Opportunity,T. Sweat,2025,,10.1109/PLANS61210.2025.11028479,1,1,1,0,1,1,1,1,7,High
REC_0528,Navigation Autonomy with Web-Based Remote Monitoring for Robotic Cars in Indoor Scenario,Y. Lin,2022,,10.1109/ICCE-Taiwan55306.2022.9869263,1,0,0,0,0,0,1,1,3,Low
REC_0529,Enhancing the UAV Localization Accuracy by Removing False Matches Using Affine Consistency,R. Malik,2024,,10.1109/IBCAST61650.2024.10877263,1,0,1,0,1,0,1,1,5,Medium
REC_0530,Cooperative Localization of a GPS-Denied UAV Using Direction-of-Arrival Measurements,J. S. Russell,2020,,10.1109/TAES.2019.2942704,1,1,1,0,1,0,1,1,6,High
REC_0531,Construction of Autonomous Driving Maps employing LiDAR Odometry,I. Hamieh,2019,,10.1109/CCECE.2019.8861901,1,1,1,0,1,0,1,1,6,High
REC_0532,"Indoor Autonomous Multi-UAVs: A Review of Current Research, Enabling Technologies and Open Challenges",Z. Haider,2025,,10.1109/ACCESS.2025.3642189,1,0,0,1,0,0,1,1,4,Medium
REC_0533,An Integrated GNSS/LiDAR-SLAM Pose Estimation Framework for Large-Scale Map Building in Partially GNSS-Denied Environments,G. He,2021,,10.1109/TIM.2020.3024405,1,1,1,0,0,0,1,1,5,Medium
REC_0534,Integrated UWB-Vision Approach for Autonomous Docking of UAVs in GPS-denied Environments,T. -M. Nguyen,2019,,10.1109/ICRA.2019.8793851,1,1,0,0,1,0,1,1,5,Medium
REC_0535,Indoor positioning and obstacle detection for visually impaired navigation system based on LSD-SLAM,Y. Endo,2017,,10.1109/ICBAKE.2017.8090635,1,1,0,0,0,0,1,1,4,Medium
REC_0536,A LiDAR Odometry for Outdoor Mobile Robots Using NDT Based Scan Matching in GPS-denied environments,B. Zhou,2017,,10.1109/CYBER.2017.8446588,1,1,1,0,0,1,1,1,6,High
REC_0537,Indoor Navigation and Attitude Estimation for Uas Using Inertial Sensors and Extended Kalman Filtering,S. Ponte,2026,,10.1109/MetroAeroSpace69299.2026.11646697,1,1,1,0,0,0,1,1,5,Medium
REC_0538,Towards a Multi-Pixel Time-of-Flight Indoor Navigation System for Nano-Drone Applications,V. Niculescu,2022,,10.1109/I2MTC48687.2022.9806701,1,1,1,1,1,0,1,1,7,High
REC_0539,Indoor positioning and navigation for micro UAV drones — Work in progress,B. Ben Moshe,2012,,10.1109/EEEI.2012.6377021,1,1,0,0,1,0,1,1,5,Medium
REC_0540,High Precision Indoor Navigation for Autonomous Vehicles,E. S. Morales,2019,,10.1109/IPIN.2019.8911780,1,1,1,0,0,1,1,1,6,High
REC_0541,A Resilient Cooperative Homing Method with Foundation Models for Multi-Robot Systems in GPS-Denied Unknown Environments,H. Lee,2025,,10.1109/FLLM67465.2025.11391143,1,0,1,0,0,0,1,1,4,Medium
REC_0542,Path planning for cooperative underwater range-only navigation using a single beacon,M. Chitre,2010,,10.1109/AIS.2010.5547044,1,0,1,1,0,0,1,1,5,Medium
REC_0543,Data-Driven Underwater Navigation workshop: AUV Close-Range Localization and Guidance Employing an Electro-Magnetic Beacon,Y. Gutnik,2023,,10.1109/UT49729.2023.10103448,1,0,1,0,0,0,1,1,4,Medium
REC_0544,Season-Invariant GNSS-Denied Visual Localization for UAVs,J. Kinnari,2022,,10.1109/LRA.2022.3191038,1,1,1,0,0,0,1,1,5,Medium
REC_0545,Indoor localization of Unmanned Aerial Vehicle based on passive UHF RFID systems,Jae Sung Choi,2012,,10.1109/URAI.2012.6462966,1,0,0,0,0,0,1,1,3,Low
REC_0546,A Multisensor Fusion Method Based on Strict Velocity for Underwater Navigation System,D. Wang,2023,,10.1109/JSEN.2023.3287600,1,1,1,1,0,0,1,1,6,High
REC_0547,Optimization of Localization Error in Multi-Agent Systems through Cooperative Positioning: Autonomous Navigation in Partially Denied GNSS Environments,S. Shahkar,2023,,10.1109/INERTIAL56358.2023.10103968,1,0,0,0,0,0,1,1,3,Low
REC_0548,Acoustic Localization of Underwater Robots: A Time of Arrival-Based Particle Filter Approach Using Asynchronous Beacon Pinging,B. Ramachandran,2023,,10.1109/CACRE58689.2023.10208534,1,1,1,0,0,0,1,1,5,Medium
REC_0549,EKF-Based Fusion of Wi-Fi/LiDAR/IMU for Indoor Localization and Navigation,Z. Li,2025,,10.1109/CANDARW68385.2025.00012,1,1,1,0,1,1,1,1,7,High
REC_0550,Omni-Bot: An Autonomous Inspection Robot for Underground Parking Garages Using Multi-Modal SLAM and Reinforcement Learning-Based Navigation,C. Zhang,2025,,10.1109/UPINLBS68186.2025.11468399,1,1,1,0,1,1,1,1,7,High
REC_0551,Depth Control Based on PID Using a Pressure Sensor in an Autonomous Underwater Vehicle,E. C. Dursun,2025,,10.1109/ELECO69582.2025.11329270,1,0,1,1,1,0,1,1,6,High
REC_0552,Fusing odometry and sparse UWB radar measurements for indoor slam,T. Deibler,2013,,10.1109/SDF.2013.6698259,1,1,1,0,1,0,1,1,6,High
REC_0553,Modeling and simulation of underwater robot combined navigation and position based on adaptive filter gain UKF,X. Yang,2022,,10.1109/YAC57282.2022.10023586,1,1,1,0,0,0,1,1,5,Medium
REC_0554,Performance Enhancement of INS/GNSS/Refreshed-SLAM Integration for Acceptable Lane-Level Navigation Accuracy,K. -W. Chiang,2020,,10.1109/TVT.2020.2966765,1,1,1,0,0,0,1,1,5,Medium
REC_0555,Performance analysis of filter based airborne simultaneous localization and mapping methods,E. Duymaz,2015,,10.1109/RAST.2015.7208333,1,1,0,0,0,0,1,1,4,Medium
REC_0556,Planar Marker Recognition-Based AMR Localization and Docking Method for Multirobot Cooperation in Indoor Factory Construction,S. Jun Lee,2026,,10.1109/JSEN.2025.3638811,1,1,1,0,1,1,1,1,7,High
REC_0557,SLAPS: Simultaneous Localization and Phase Shift for a RIS-Equipped UAV in 5G/6G Wireless Communication Networks,M. Eskandari,2023,,10.1109/TIV.2023.3298607,1,1,1,0,0,0,1,1,5,Medium
REC_0558,Self-triggered Distributed Formation Control of Under-actuated Unmanned Surface Vehicles in GPS-denied Environments,X. He,2024,,10.1109/ICIST63249.2024.10805456,1,1,0,0,0,0,1,1,4,Medium
REC_0559,Recent Advances in SLAM for Degraded Environments: A Review,W. Wang,2025,,10.1109/JSEN.2025.3584218,1,1,0,0,0,0,1,1,4,Medium
REC_0560,Implementation of a Hydrodynamic Model-Based Navigation System for a Low-Cost AUV Fleet,S. A. T. Randeni P.,2018,,10.1109/AUV.2018.8729758,1,1,1,1,0,0,1,1,6,High
REC_0561,Advanced Ubiquitous Positioning for a Poultry Robot: Integrating INS/GNSS/UWB with SLAM Approach,C. -L. Chang,2024,,10.1109/ICASI60819.2024.10547806,1,1,1,0,1,0,1,1,6,High
REC_0562,Fast and Effective Identification of Window and Door Openings for UAVs' Indoor Navigation,O. Alparslan,2021,,10.1109/ICUAS51884.2021.9476840,1,1,0,0,0,0,1,1,4,Medium
REC_0563,Architecture and design considerations for an autonomous mobile robot,J. Pechiar,2021,,10.1109/URUCON53396.2021.9647380,1,0,0,0,0,0,1,1,3,Low
REC_0564,Devising Overtraining Curriculum Learning Techniques to Enhance Autonomous Navigation Reinforcement Learning,A. Patel,2023,,10.1109/URTC60662.2023.10534950,1,0,1,1,0,0,1,1,5,Medium
REC_0565,Map data representation for indoor navigation a design framework towards a construction of indoor map,W. Jeamwatthanachai,2016,,10.1109/i-Society.2016.7854184,1,0,1,0,0,0,1,1,4,Medium
REC_0566,A novel localization and navigation approach for an indoor autonomous mobile surveillance robot,S. M. Umer,2014,,10.1109/ICIST.2014.6920319,1,1,0,0,1,0,1,1,5,Medium
REC_0567,BEVRender: Vision-based Cross-view Vehicle Registration in Off-road GNSS-denied Environment,L. Jin,2024,,10.1109/IROS58592.2024.10802702,1,1,1,1,0,0,1,1,6,High
REC_0568,Comparative Analysis of Deep-Reinforcement Learning-Based Autonomous Mobile Robot for Goal-Driven Mapless Indoor Navigation,R. L. Mintuda,2025,,10.1109/IDAP68205.2025.11222214,1,1,0,1,0,0,1,1,5,Medium
REC_0569,Drone Positioning in a Specified Location Using Visual Data Under GPS-denied Conditions,D. Kahitin,2025,,10.1109/IDAACS68557.2025.11322385,1,1,1,0,0,0,1,1,5,Medium
REC_0570,Autonomous Indoor Navigation Using PPO and SAC with Cross-sensor fusion in Simulated Environment,Seher,2025,,10.1109/FIT67061.2025.11333588,1,1,0,1,0,0,1,1,5,Medium
REC_0571,DRAL: Deep Reinforcement Adaptive Learning for Multi-UAVs Navigation in Unknown Indoor Environment,K. Mo,2024,,10.1109/MCTE62870.2024.11117708,1,1,0,0,0,0,1,1,4,Medium
REC_0572,GNSS-Independent Navigation of UAV through Utilization of Sensor Fusion and Intelligence System,S. E. Meheretu,2022,,10.1109/ICT4DA56482.2022.9971437,1,0,0,0,0,0,1,1,3,Low
REC_0573,A Review of UAV Positioning in LAIN: Toward a 5G-Core “Space-Air-Ground” Integrated and Cooperative Architecture,Y. Jin,2026,,10.1631/ENG.ITEE.2025.0127,1,0,0,0,1,0,1,1,4,Medium
REC_0574,Navigation of USV for GPS-Disabled Environment based on Extended Kalman Filter,H. Nugroho,2023,,10.1109/ISCI58771.2023.10391881,1,0,1,0,0,0,1,1,4,Medium
REC_0575,Context-Aware Sensor Fusion and Mode-Switching Control for an Autonomous Underwater Vehicle,S. N. Dendukuri,2025,,10.1109/SEPOC67005.2025.11297629,1,1,0,0,0,0,1,1,4,Medium
REC_0576,EL-OGISLAM: Escalator Landmark-based Occupancy Grid Inertial SLAM framework,X. Li,2023,,10.1109/IPIN57070.2023.10332526,1,1,1,0,1,0,1,1,6,High
REC_0577,The NavINST Dataset for Multi-Sensor Autonomous Navigation,P. R. M. D. Araujo,2025,,10.1109/ACCESS.2025.3565878,1,1,1,0,0,0,1,1,5,Medium
REC_0578,A Modular UAV Hardware Platform for Aerial Indoor Navigation Research and Development,K. M. Deliparaschos,2024,,10.1109/ICUAS60882.2024.10557007,1,1,0,0,1,0,1,1,5,Medium
REC_0579,LiDAR-Based Decentralized Collaborative Localization and Mapping for Multi-AAV With Stable Triangle Descriptor,G. Chang,2025,,10.1109/TIM.2025.3557821,1,1,0,1,0,0,1,1,5,Medium
REC_0580,Doctor Assistant Robot: Navigation Through Wifi Fingerprinting and Simultaneous Localization and Mapping,A. Wazwaz,2025,,10.1109/ICICS65354.2025.11072966,1,1,1,0,1,0,1,1,6,High
REC_0581,Seamless Indoor Navigation: Leveraging AI Computer Vision and GPS Spoofing for UGV Autonomy,S. Ioannou,2026,,10.1109/CoDIT70676.2026.11630918,1,1,1,1,1,1,1,1,8,High
REC_0582,Research on Localization and Path Planning of Indoor Robot Based on ROS,X. Wang,2021,,10.1109/CISAI54367.2021.00159,1,1,0,0,0,0,1,1,4,Medium
REC_0583,Optimization method of MEMS IMU/LADAR integrated navigation system based on Compressed-EKF,Y. -j. Hang,2014,,10.1109/PLANS.2014.6851365,1,1,1,1,1,0,1,1,7,High
REC_0584,An Indoor Localization Method for Humanoid Robot Based on Artificial Landmark,L. Guohua,2015,,10.1109/IMCCC.2015.394,1,0,1,0,0,0,1,1,4,Medium
REC_0585,Inertial Navigation aided by Simultaneous Localization and Mapping,V. Sazdovski,2010,,10.1109/IS.2010.5548334,1,1,0,0,0,1,1,1,5,Medium
REC_0586,Development of a 3D-Printed Differential-Drive Mobile Robot with ROS 2,Z. -Y. Chew,2026,,10.1109/ICCRE69951.2026.11593488,1,1,0,0,1,0,1,1,5,Medium
REC_0587,Research on the Control System of Dual Lidar Mobile Robot,R. Qiu,2021,,10.1109/RCAE53607.2021.9638944,1,1,1,1,0,0,1,1,6,High
REC_0588,A SLAM Based Semantic Indoor Navigation System for Visually Impaired Users,X. Zhang,2015,,10.1109/SMC.2015.258,1,1,1,0,0,0,1,1,5,Medium
REC_0589,Unmanned ground vehicle simulation with the Virtual Autonomous Navigation Environment,C. Goodin,2017,,10.1109/MILTECHS.2017.7988748,1,1,0,0,0,0,1,1,4,Medium
