priority,id,filename,title,year,source,doi,bucket,ieee_link,doi_link,scholar_link,done_Y_N,notes,remarks
143,REC_1332,REC_1332.pdf,A Relative Infrastructure-less Localization Algorithm for Decentralized and Autonomous Swarm Formation,2023,Scopus,10.1109/IROS55552.2023.10342168,mid,https://www.scopus.com/pages/publications/85182524698?origin=resultslist,https://doi.org/10.1109/IROS55552.2023.10342168,https://scholar.google.com/scholar?q=A+Relative+Infrastructure-less+Localization+Algorithm+for+Decentralized+and+Autonomous+Swarm+Formation,N,,N - Pending download from Scopus (DOI: 10.1109/IROS55552.2023.10342168)
144,REC_1402,REC_1402.pdf,Oxpecker: A Tethered UAV for Inspection of Stone-Mine Pillars,2023,Scopus,10.3390/drones7020073,mid,https://www.scopus.com/pages/publications/85149123474?origin=resultslist,https://doi.org/10.3390/drones7020073,https://scholar.google.com/scholar?q=Oxpecker%3A+A+Tethered+UAV+for+Inspection+of+Stone-Mine+Pillars,N,,N - Pending download from Scopus (DOI: 10.3390/drones7020073)
146,REC_1432,REC_1432.pdf,GNSS/INS/VO fusion using Gated Recurrent Unit in GNSS denied environments,2023,Scopus,10.2514/6.2023-2226,mid,https://www.scopus.com/pages/publications/85162085365?origin=resultslist,https://doi.org/10.2514/6.2023-2226,https://scholar.google.com/scholar?q=GNSS%2FINS%2FVO+fusion+using+Gated+Recurrent+Unit+in+GNSS+denied+environments,N,,N - Pending download from Scopus (DOI: 10.2514/6.2023-2226)
148,REC_1447,REC_1447.pdf,AN ACOUSTIC BASED LOCAL POSITIONING SYSTEM FOR DYNAMIC UAV IN GPS-DENIED ENVIRONMENTS,2023,Scopus,10.13031/aea.15397,mid,https://www.scopus.com/pages/publications/85164693586?origin=resultslist,https://doi.org/10.13031/aea.15397,https://scholar.google.com/scholar?q=AN+ACOUSTIC+BASED+LOCAL+POSITIONING+SYSTEM+FOR+DYNAMIC+UAV+IN+GPS-DENIED+ENVIRONMENTS,N,,N - Pending download from Scopus (DOI: 10.13031/aea.15397)
149,REC_1455,REC_1455.pdf,Cross-Modal Images Matching Based Enhancement to MEMS INS for UAV Navigation in GNSS Denied Environments,2023,Scopus,10.3390/app13148238,mid,https://www.scopus.com/pages/publications/85166236171?origin=resultslist,https://doi.org/10.3390/app13148238,https://scholar.google.com/scholar?q=Cross-Modal+Images+Matching+Based+Enhancement+to+MEMS+INS+for+UAV+Navigation+in+GNSS+Denied+Environments,N,,N - Pending download from Scopus (DOI: 10.3390/app13148238)
152,REC_1548,REC_1548.pdf,Tethered Multicopter Guidance in GPS-Denied Environments Through Reinforcement Learning,2023,Scopus,10.2514/6.2023-0507,mid,https://www.scopus.com/pages/publications/85198653810?origin=resultslist,https://doi.org/10.2514/6.2023-0507,https://scholar.google.com/scholar?q=Tethered+Multicopter+Guidance+in+GPS-Denied+Environments+Through+Reinforcement+Learning,N,,N - Pending download from Scopus (DOI: 10.2514/6.2023-0507)
153,REC_1602,REC_1602.pdf,Cooperative localisation of UAV swarm based on adaptive SA-PSO algorithm,2023,Scopus,10.1017/aer.2022.54,mid,https://www.scopus.com/pages/publications/85146144246?origin=resultslist,https://doi.org/10.1017/aer.2022.54,https://scholar.google.com/scholar?q=Cooperative+localisation+of+UAV+swarm+based+on+adaptive+SA-PSO+algorithm,N,,N - Pending download from Scopus (DOI: 10.1017/aer.2022.54)
154,REC_1620,REC_1620.pdf,Research and Design of Precision-Landing Drone in an Underground GPS-Denied Environment,2023,Scopus,10.2514/6.2023-3625,mid,https://www.scopus.com/pages/publications/85187639600?origin=resultslist,https://doi.org/10.2514/6.2023-3625,https://scholar.google.com/scholar?q=Research+and+Design+of+Precision-Landing+Drone+in+an+Underground+GPS-Denied+Environment,N,,N - Pending download from Scopus (DOI: 10.2514/6.2023-3625)
155,REC_1660,REC_1660.pdf,A Novel Ranging and IMU-Based Method for Relative Positioning of Two-MAV Formation in GNSS-Denied Environments,2023,Scopus,10.3390/s23094366,mid,https://www.scopus.com/pages/publications/85159187321?origin=resultslist,https://doi.org/10.3390/s23094366,https://scholar.google.com/scholar?q=A+Novel+Ranging+and+IMU-Based+Method+for+Relative+Positioning+of+Two-MAV+Formation+in+GNSS-Denied+Environments,N,,N - Pending download from Scopus (DOI: 10.3390/s23094366)
171,REC_1048,REC_1048.pdf,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,2022,Scopus,10.3390/s22093156,mid,https://www.scopus.com/pages/publications/85128389420?origin=resultslist,https://doi.org/10.3390/s22093156,https://scholar.google.com/scholar?q=Airspeed-Aided+State+Estimation+Algorithm+of+Small+Fixed-Wing+UAVs+in+GNSS-Denied+Environments,N,,N - Pending download from Scopus (DOI: 10.3390/s22093156)
172,REC_1068,REC_1068.pdf,High-Accuracy Robust SLAM and Real-Time Autonomous Navigation of UAV in GNSS-denied Environments,2022,Scopus,10.1007/978-981-15-8155-7_92,mid,https://www.scopus.com/pages/publications/85120639894?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_92,https://scholar.google.com/scholar?q=High-Accuracy+Robust+SLAM+and+Real-Time+Autonomous+Navigation+of+UAV+in+GNSS-denied+Environments,N,,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_92)
177,REC_1289,REC_1289.pdf,A Global ArUco-Based Lidar Navigation System for UAV Navigation in GNSS-Denied Environments,2022,Scopus,10.3390/aerospace9080456,mid,https://www.scopus.com/pages/publications/85137338709?origin=resultslist,https://doi.org/10.3390/aerospace9080456,https://scholar.google.com/scholar?q=A+Global+ArUco-Based+Lidar+Navigation+System+for+UAV+Navigation+in+GNSS-Denied+Environments,N,,N - Pending download from Scopus (DOI: 10.3390/aerospace9080456)
179,REC_1347,REC_1347.pdf,A Ground Moving Target Tracking System for a Quadrotor in GPS-Denied Environments,2022,Scopus,10.1007/978-981-15-8155-7_246,mid,https://www.scopus.com/pages/publications/85120611112?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_246,https://scholar.google.com/scholar?q=A+Ground+Moving+Target+Tracking+System+for+a+Quadrotor+in+GPS-Denied+Environments,N,,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_246)
184,REC_1440,REC_1440.pdf,A Review of Navigation Algorithms for Unmanned Aerial Vehicles Based on Computer Vision Systems,2022,Scopus,10.1134/S2075108722040022,mid,https://www.scopus.com/pages/publications/85150454440?origin=resultslist,https://doi.org/10.1134/S2075108722040022,https://scholar.google.com/scholar?q=A+Review+of+Navigation+Algorithms+for+Unmanned+Aerial+Vehicles+Based+on+Computer+Vision+Systems,N,,N - Pending download from Scopus (DOI: 10.1134/S2075108722040022)
186,REC_1522,REC_1522.pdf,A Real-Time Monocular Vision-Aided Target Detection and Tracking for Micro UAV in GPS Denied Environment,2022,Scopus,10.1007/978-981-15-8155-7_255,mid,https://www.scopus.com/pages/publications/85120629324?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_255,https://scholar.google.com/scholar?q=A+Real-Time+Monocular+Vision-Aided+Target+Detection+and+Tracking+for+Micro+UAV+in+GPS+Denied+Environment,N,,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_255)
189,REC_1587,REC_1587.pdf,Landmark-Based Scale Estimation and Correction of Visual Inertial Odometry for VTOL UAVs in a GPS-Denied Environment,2022,Scopus,10.3390/s22249654,mid,https://www.scopus.com/pages/publications/85144500956?origin=resultslist,https://doi.org/10.3390/s22249654,https://scholar.google.com/scholar?q=Landmark-Based+Scale+Estimation+and+Correction+of+Visual+Inertial+Odometry+for+VTOL+UAVs+in+a+GPS-Denied+Environment,N,,N - Pending download from Scopus (DOI: 10.3390/s22249654)
191,REC_1646,REC_1646.pdf,Adaptive Visual-Inertial Navigation for Fixed-Wing Aircraft Landing in GPS-Denied Condition,2022,Scopus,10.1007/978-981-15-8155-7_222,mid,https://www.scopus.com/pages/publications/85120645861?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_222,https://scholar.google.com/scholar?q=Adaptive+Visual-Inertial+Navigation+for+Fixed-Wing+Aircraft+Landing+in+GPS-Denied+Condition,N,,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_222)
218,REC_1059,REC_1059.pdf,Enhanced drone navigation in GNSS denied environment using VDM and Hall effect sensor,2019,Scopus,10.3390/ijgi8040169,classic,https://www.scopus.com/pages/publications/85066442067?origin=resultslist,https://doi.org/10.3390/ijgi8040169,https://scholar.google.com/scholar?q=Enhanced+drone+navigation+in+GNSS+denied+environment+using+VDM+and+Hall+effect+sensor,N,,N - Pending download from Scopus (DOI: 10.3390/ijgi8040169)
220,REC_1090,REC_1090.pdf,UAV navigation in GPS-denied environment using particle filtered RVL,2019,Scopus,10.1117/12.2518516,classic,https://www.scopus.com/pages/publications/85073902145?origin=resultslist,https://doi.org/10.1117/12.2518516,https://scholar.google.com/scholar?q=UAV+navigation+in+GPS-denied+environment+using+particle+filtered+RVL,N,,N - Pending download from Scopus (DOI: 10.1117/12.2518516)
222,REC_1200,REC_1200.pdf,RF-Drone: Multi-tag system for RF-ID enables drone tracking in GPS-denied environments,2019,Scopus,10.1587/transcom.2018DRP0005,classic,https://www.scopus.com/pages/publications/85073237627?origin=resultslist,https://doi.org/10.1587/transcom.2018DRP0005,https://scholar.google.com/scholar?q=RF-Drone%3A+Multi-tag+system+for+RF-ID+enables+drone+tracking+in+GPS-denied+environments,N,,N - Pending download from Scopus (DOI: 10.1587/transcom.2018DRP0005)
223,REC_1209,REC_1209.pdf,Immunity-based framework for autonomous flight in GNSS-denied environment,2019,Scopus,10.15866/irease.v12i6.16215,classic,https://www.scopus.com/pages/publications/85078500395?origin=resultslist,https://doi.org/10.15866/irease.v12i6.16215,https://scholar.google.com/scholar?q=Immunity-based+framework+for+autonomous+flight+in+GNSS-denied+environment,N,,N - Pending download from Scopus (DOI: 10.15866/irease.v12i6.16215)
225,REC_1294,REC_1294.pdf,Localization Fusion for Aerial Vehicles in Partially GNSS Denied Environments,2019,Scopus,10.1007/978-3-030-14984-0_20,classic,https://www.scopus.com/pages/publications/85064058996?origin=resultslist,https://doi.org/10.1007/978-3-030-14984-0_20,https://scholar.google.com/scholar?q=Localization+Fusion+for+Aerial+Vehicles+in+Partially+GNSS+Denied+Environments,N,,N - Pending download from Scopus (DOI: 10.1007/978-3-030-14984-0_20)
226,REC_1363,REC_1363.pdf,CSLAM and GPS based navigation for multi-UAV cooperative transportation system,2019,Scopus,10.1007/978-3-030-27535-8_29,classic,https://www.scopus.com/pages/publications/85070630111?origin=resultslist,https://doi.org/10.1007/978-3-030-27535-8_29,https://scholar.google.com/scholar?q=CSLAM+and+GPS+based+navigation+for+multi-UAV+cooperative+transportation+system,N,,N - Pending download from Scopus (DOI: 10.1007/978-3-030-27535-8_29)
228,REC_1541,REC_1541.pdf,Visual-Thermal Landmarks and Inertial Fusion for Navigation in Degraded Visual Environments,2019,Scopus,10.1109/AERO.2019.8741787,classic,https://www.scopus.com/pages/publications/85068321341?origin=resultslist,https://doi.org/10.1109/AERO.2019.8741787,https://scholar.google.com/scholar?q=Visual-Thermal+Landmarks+and+Inertial+Fusion+for+Navigation+in+Degraded+Visual+Environments,N,,N - Pending download from Scopus (DOI: 10.1109/AERO.2019.8741787)
229,REC_1553,REC_1553.pdf,Real-Time Monocular Vision-Based UAV Obstacle Detection and Collision Avoidance in GPS-Denied Outdoor Environments Using CNN MobileNet-SSD,2019,Scopus,10.1007/978-3-030-33749-0_49,classic,https://www.scopus.com/pages/publications/85075681207?origin=resultslist,https://doi.org/10.1007/978-3-030-33749-0_49,https://scholar.google.com/scholar?q=Real-Time+Monocular+Vision-Based+UAV+Obstacle+Detection+and+Collision+Avoidance+in+GPS-Denied+Outdoor+Environments+Using+CNN+MobileNet-SSD,N,,N - Pending download from Scopus (DOI: 10.1007/978-3-030-33749-0_49)
247,REC_1070,REC_1070.pdf,Hybrid Machine Learning VDM for UAVs in GNSS-denied Environment,2018,Scopus,10.1002/navi.249,classic,https://www.scopus.com/pages/publications/85052784132?origin=resultslist,https://doi.org/10.1002/navi.249,https://scholar.google.com/scholar?q=Hybrid+Machine+Learning+VDM+for+UAVs+in+GNSS-denied+Environment,N,,N - Pending download from Scopus (DOI: 10.1002/navi.249)
251,REC_1210,REC_1210.pdf,"Experiments in Fast, Autonomous, GPS-Denied Quadrotor Flight",2018,Scopus,10.1109/ICRA.2018.8463214,classic,https://www.scopus.com/pages/publications/85055752056?origin=resultslist,https://doi.org/10.1109/ICRA.2018.8463214,https://scholar.google.com/scholar?q=Experiments+in+Fast%2C+Autonomous%2C+GPS-Denied+Quadrotor+Flight,N,,N - Pending download from Scopus (DOI: 10.1109/ICRA.2018.8463214)
253,REC_1268,REC_1268.pdf,SOFT-SLAM: Computationally efficient stereo visual simultaneous localization and mapping for autonomous unmanned aerial vehicles,2018,Scopus,10.1002/rob.21762,classic,https://www.scopus.com/pages/publications/85048092294?origin=resultslist,https://doi.org/10.1002/rob.21762,https://scholar.google.com/scholar?q=SOFT-SLAM%3A+Computationally+efficient+stereo+visual+simultaneous+localization+and+mapping+for+autonomous+unmanned+aerial+vehicles,N,,N - Pending download from Scopus (DOI: 10.1002/rob.21762)
260,REC_1555,REC_1555.pdf,Bounding visual odometry drift with radio range data for small unmanned aerial vehicles,2018,Scopus,10.33012/2018.15952,classic,https://www.scopus.com/pages/publications/85062996827?origin=resultslist,https://doi.org/10.33012/2018.15952,https://scholar.google.com/scholar?q=Bounding+visual+odometry+drift+with+radio+range+data+for+small+unmanned+aerial+vehicles,N,,N - Pending download from Scopus (DOI: 10.33012/2018.15952)
262,REC_1676,REC_1676.pdf,More Robust Features for Adaptive Visual Navigation of UAVs in Mixed Environments: A Novel Localisation Framework,2018,Scopus,10.1007/s10846-017-0650-2,classic,https://www.scopus.com/pages/publications/85030324656?origin=resultslist,https://doi.org/10.1007/s10846-017-0650-2,https://scholar.google.com/scholar?q=More+Robust+Features+for+Adaptive+Visual+Navigation+of+UAVs+in+Mixed+Environments%3A+A+Novel+Localisation+Framework,N,,N - Pending download from Scopus (DOI: 10.1007/s10846-017-0650-2)
263,REC_1679,REC_1679.pdf,Self-localization of unmanned aerial vehicles based on optical flow in onboard camera images,2018,Scopus,10.1007/978-3-319-76072-8_8,classic,https://www.scopus.com/pages/publications/85044084324?origin=resultslist,https://doi.org/10.1007/978-3-319-76072-8_8,https://scholar.google.com/scholar?q=Self-localization+of+unmanned+aerial+vehicles+based+on+optical+flow+in+onboard+camera+images,N,,N - Pending download from Scopus (DOI: 10.1007/978-3-319-76072-8_8)
266,REC_0896,REC_0896.pdf,Robust autonomous flight and mission management for MAVs in GPS-denied environments,2017,IEEE_Xplore,10.1109/ASCC.2017.8287144,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FASCC.2017.8287144,https://doi.org/10.1109/ASCC.2017.8287144,https://scholar.google.com/scholar?q=Robust+autonomous+flight+and+mission+management+for+MAVs+in+GPS-denied+environments,N,,N - Pending download from IEEE_Xplore (DOI: 10.1109/ASCC.2017.8287144)
272,REC_1539,REC_1539.pdf,3D mapping for autonomous quadrotor aircraft,2017,Scopus,10.1142/S2301385017400064,classic,https://www.scopus.com/pages/publications/85031033588?origin=resultslist,https://doi.org/10.1142/S2301385017400064,https://scholar.google.com/scholar?q=3D+mapping+for+autonomous+quadrotor+aircraft,N,,N - Pending download from Scopus (DOI: 10.1142/S2301385017400064)
278,REC_0362,REC_0362.pdf,Unmanned aerial vehicle relative navigation in GPS denied environments,2016,IEEE_Xplore,10.1109/PLANS.2016.7479719,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FPLANS.2016.7479719,https://doi.org/10.1109/PLANS.2016.7479719,https://scholar.google.com/scholar?q=Unmanned+aerial+vehicle+relative+navigation+in+GPS+denied+environments,N,,N - Pending download from IEEE_Xplore (DOI: 10.1109/PLANS.2016.7479719)
281,REC_1064,REC_1064.pdf,Autonomous Navigation for Micro Aerial Vehicles in Complex GNSS-denied Environments,2016,Scopus,10.1007/s10846-015-0274-3,classic,https://www.scopus.com/pages/publications/84944703942?origin=resultslist,https://doi.org/10.1007/s10846-015-0274-3,https://scholar.google.com/scholar?q=Autonomous+Navigation+for+Micro+Aerial+Vehicles+in+Complex+GNSS-denied+Environments,N,,N - Pending download from Scopus (DOI: 10.1007/s10846-015-0274-3)
284,REC_1187,REC_1187.pdf,Group coordination and path replan tactics in GPS denied environments,2016,Scopus,10.1109/ICUAS.2016.7502646,classic,https://www.scopus.com/pages/publications/84979741919?origin=resultslist,https://doi.org/10.1109/ICUAS.2016.7502646,https://scholar.google.com/scholar?q=Group+coordination+and+path+replan+tactics+in+GPS+denied+environments,N,,N - Pending download from Scopus (DOI: 10.1109/ICUAS.2016.7502646)
285,REC_1322,REC_1322.pdf,Indoor SLAM for Micro Aerial Vehicles Control Using Monocular Camera and Sensor Fusion,2016,Scopus,10.1109/ICARSC.2016.46,classic,https://www.scopus.com/pages/publications/85010441786?origin=resultslist,https://doi.org/10.1109/ICARSC.2016.46,https://scholar.google.com/scholar?q=Indoor+SLAM+for+Micro+Aerial+Vehicles+Control+Using+Monocular+Camera+and+Sensor+Fusion,N,,N - Pending download from Scopus (DOI: 10.1109/ICARSC.2016.46)
286,REC_1336,REC_1336.pdf,Multi-sensor robust relative estimation framework for GPS-denied multirotor aircraft,2016,Scopus,10.1109/ICUAS.2016.7502619,classic,https://www.scopus.com/pages/publications/84979789855?origin=resultslist,https://doi.org/10.1109/ICUAS.2016.7502619,https://scholar.google.com/scholar?q=Multi-sensor+robust+relative+estimation+framework+for+GPS-denied+multirotor+aircraft,N,,N - Pending download from Scopus (DOI: 10.1109/ICUAS.2016.7502619)
289,REC_1400,REC_1400.pdf,Indoor SLAM for micro aerial vehicles using visual and laser sensor fusion,2016,Scopus,10.1007/978-3-319-27146-0_41,classic,https://www.scopus.com/pages/publications/84951733127?origin=resultslist,https://doi.org/10.1007/978-3-319-27146-0_41,https://scholar.google.com/scholar?q=Indoor+SLAM+for+micro+aerial+vehicles+using+visual+and+laser+sensor+fusion,N,,N - Pending download from Scopus (DOI: 10.1007/978-3-319-27146-0_41)
293,REC_1608,REC_1608.pdf,Long-term aerial robot localization based on visual odometry and radio-based ranging,2016,Scopus,10.1109/ICUAS.2016.7502653,classic,https://www.scopus.com/pages/publications/84979740891?origin=resultslist,https://doi.org/10.1109/ICUAS.2016.7502653,https://scholar.google.com/scholar?q=Long-term+aerial+robot+localization+based+on+visual+odometry+and+radio-based+ranging,N,,N - Pending download from Scopus (DOI: 10.1109/ICUAS.2016.7502653)
294,REC_1609,REC_1609.pdf,GPS Denied UAV Routing with Communication Constraints,2016,Scopus,10.1007/s10846-016-0343-2,classic,https://www.scopus.com/pages/publications/84957680616?origin=resultslist,https://doi.org/10.1007/s10846-016-0343-2,https://scholar.google.com/scholar?q=GPS+Denied+UAV+Routing+with+Communication+Constraints,N,,N - Pending download from Scopus (DOI: 10.1007/s10846-016-0343-2)
298,REC_0461,REC_0461.pdf,Autonomous MAV navigation in complex GNSS-denied 3D environments,2015,IEEE_Xplore,10.1109/SSRR.2015.7443012,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FSSRR.2015.7443012,https://doi.org/10.1109/SSRR.2015.7443012,https://scholar.google.com/scholar?q=Autonomous+MAV+navigation+in+complex+GNSS-denied+3D+environments,N,,N - Pending download from IEEE_Xplore (DOI: 10.1109/SSRR.2015.7443012)
