id,title,year,source,doi,venue,in_priority_300,priority_rank,done_Y_N,pdf_filename,pdf_present,in_extracted_master,extraction_pending,status,remarks
REC_1454,Adaptive UAV Visual Localisation Based on Improved Gradient-Damping Newton Method,2026,Scopus,10.3390/electronics15101974,,Y,98,Y,REC_1454.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1454.pdf
REC_1474,Robust UAV-Satellite Imagery Alignment via Cross-Domain Descriptor Learning and Homography Optimization,2026,Scopus,10.1109/TGRS.2026.3689254,,Y,99,Y,REC_1474.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1474.pdf
REC_1512,Hierarchical Multi-Agent Navigation Through the 72-h Thermal Drift Cliff,2026,Scopus,10.3390/drones10080561,,Y,100,Y,REC_1512.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1512.pdf
REC_0041,UAV Navigation With Monocular Visual Inertial Odometry Under GNSS-Denied Environment,2023,IEEE_Xplore,10.1109/TGRS.2023.3323519,,Y,101,Y,REC_0041.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0041.pdf
REC_0065,Autonomous Drones in GNSS-Denied Environments: Results from the Leonardo Drone Contest,2023,IEEE_Xplore,10.1109/MetroAeroSpace57412.2023.10190003,,Y,102,Y,REC_0065.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0065.pdf
REC_0066,Real Time Vision Based Obstacle Avoidance for UAV using YOLO in GPS Denied Environment,2023,IEEE_Xplore,10.1109/OCIT59427.2023.10431039,,Y,103,Y,REC_0066.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0066.pdf
REC_0123,Visual-based landing system of a multirotor UAV in GNSS denied environment,2023,IEEE_Xplore,10.1109/MetroAeroSpace57412.2023.10190013,,Y,104,Y,REC_0123.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0123.pdf
REC_0161,Sensor Fusion for Autonomous Indoor UAV Navigation in Confined Spaces,2023,IEEE_Xplore,10.1109/ICST59744.2023.10460820,,Y,105,Y,REC_0161.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0161.pdf
REC_0215,GPS-Denied UAV-UGV Relative Positioning System via Vision-UWB Fusion,2023,IEEE_Xplore,10.1109/ICIEA58696.2023.10241577,,Y,106,Y,REC_0215.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0215.pdf
REC_0264,Autonomous UAV Navigation for Target Detection in Visually Degraded and GPS Denied Environments,2023,IEEE_Xplore,10.1109/AERO55745.2023.10115544,,Y,107,Y,REC_0264.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0264.pdf
REC_0281,UAV Tracking with Lidar as a Camera Sensor in GNSS-Denied Environments,2023,IEEE_Xplore,10.1109/ICL-GNSS57829.2023.10148919,,Y,108,Y,REC_0281.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0281.pdf
REC_0305,A method based on CNN-BiLSTM for UAV navigation error compensation in GNSS denied environment,2023,IEEE_Xplore,10.1109/ICCC59590.2023.10507546,,Y,109,Y,REC_0305.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0305.pdf
REC_0347,A Novel Three-Stage Robust Adaptive Filtering Algorithm for Visual-Inertial Odometry in GNSS-Denied Environments,2023,IEEE_Xplore,10.1109/JSEN.2023.3289313,,Y,110,Y,REC_0347.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_0347.pdf
REC_0503,Decimeter-Accuracy Positioning for Drones Using Two-Stage Trilateration in a GPS-Denied Environment,2023,IEEE_Xplore,10.1109/JIOT.2022.3231704,,Y,111,Y,REC_0503.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0503.pdf
REC_0622,Micro-Drone Ego-Velocity and Height Estimation in GPS-Denied Environments Using an FMCW MIMO Radar,2023,IEEE_Xplore,10.1109/JSEN.2022.3229421,,Y,112,Y,REC_0622.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0622.pdf
REC_0639,A Vision-Based Approach to Autonomous Landing of an eVTOL Aircraft in GPS-Denied Environments,2023,IEEE_Xplore,10.1109/DASC58513.2023.10311329,,Y,113,Y,REC_0639.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0639.pdf
REC_0687,On the scalability of experimentally determined aerodynamic model for model-based navigation on a delta-wing UAV,2023,IEEE_Xplore,10.1109/MetroAeroSpace57412.2023.10189996,,Y,114,Y,REC_0687.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0687.pdf
REC_0706,Towards Robust UAV Tracking in GNSS-Denied Environments: A Multi-LiDAR Multi-UAV Dataset,2023,IEEE_Xplore,10.1109/ROBIO58561.2023.10354788,,Y,115,Y,REC_0706.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0706.pdf
REC_0824,A Homography-Based Visual Servo Control Approach for an Underactuated Unmanned Aerial Vehicle in GPS-Denied Environments,2023,IEEE_Xplore,10.1109/TIV.2022.3163315,,Y,116,Y,REC_0824.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0824.pdf
REC_0866,Autonomous Aerial Robots for Search and Rescue Missions,2023,IEEE_Xplore,10.1109/UPCON59197.2023.10434325,,Y,117,Y,REC_0866.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0866.pdf
REC_0961,Multimodal Image Registration for GPS-denied UAV Navigation Based on Disentangled Representations,2023,IEEE_Xplore,10.1109/ICRA48891.2023.10161567,,Y,118,Y,REC_0961.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0961.pdf
REC_0981,Multi-sensor Data Analysis in Terms of Autonomous Drone Flight without GPS,2023,IEEE_Xplore,10.1109/PIERS59004.2023.10221335,,Y,119,Y,REC_0981.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0981.pdf
REC_0995,Experimentation of Monocular Visual-Aided Inertial Navigation on Fixed-Wing Unmanned Aerial Vehicle †,2023,Scopus,10.3390/ENC2023-15476,,Y,120,Y,REC_0995.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_0995.pdf
REC_0997,Autonomous Flight for Multi-UAV in GPS-Denied Environment,2023,Scopus,10.1007/978-981-19-3998-3_85,,Y,121,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-19-3998-3_85)
REC_1017,A Real-Time Simulator for Navigation in GNSS-Denied Environments of UAV Swarms,2023,Scopus,10.3390/app132011278,,Y,122,Y,REC_1017.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1017.pdf
REC_1067,GPS-denied navigation using location estimation and texel image correction,2023,Scopus,10.1117/12.2664119,,Y,123,Y,REC_1067.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1067.pdf
REC_1085,GNSS-Denied Semi-Direct Visual Navigation for Autonomous UAVs Aided by PI-Inspired Inertial Priors,2023,Scopus,10.3390/aerospace10030220,,Y,124,Y,REC_1085.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1085.pdf
REC_1118,GNSS-denied UAV indoor navigation with UWB incorporated visual inertial odometry,2023,Scopus,10.1016/j.measurement.2022.112256,,Y,125,Y,REC_1118.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1118.pdf
REC_1135,UAV Localization in Low-Altitude GNSS-Denied Environments Based on POI and Store Signage Text Matching in UAV Images,2023,Scopus,10.3390/drones7070451,,Y,126,Y,REC_1135.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1135.pdf
REC_1140,UAV navigation in large-scale GPS-denied bridge environments using fiducial marker-corrected stereo visual-inertial localisation,2023,Scopus,10.1016/j.autcon.2023.105139,,Y,127,Y,REC_1140.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1140.pdf
REC_1147,LiDAR-Based High-Precision Mapping and GNSS-Denied Localiztion for UAV,2023,Scopus,10.1007/978-981-99-0479-2_275,,Y,128,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-99-0479-2_275)
REC_1155,Relative Navigation of UAV Swarm in a GPS Denied Environment1,2023,Scopus,10.1117/12.2664917,,Y,129,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1117/12.2664917)
REC_1188,GPS-Denied State Estimation for Blue/NDAA Unmanned Multi-Rotor Vehicles,2023,Scopus,10.2514/6.2023-2666,,Y,130,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2023-2666)
REC_1189,"Leonardo Drone Contest Autonomous Drone Competition: Overview, Results, and Lessons Learned from Politecnico di Milano Team",2023,Scopus,10.1007/s10846-023-01855-w,,Y,131,Y,REC_1189.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1189.pdf
REC_1191,Computationally Light Spectrally Normalized Memory Neuron Network based Estimator for GPS-denied operation of Micro-UAV,2023,Scopus,10.1109/CoDIT58514.2023.10284327,,Y,132,Y,REC_1191.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1191.pdf
REC_1194,A Unmanned Aerial Vehicle (UAV)/Unmanned Ground Vehicle (UGV) Dynamic Autonomous Docking Scheme in GPS-Denied Environments,2023,Scopus,10.3390/drones7100613,,Y,133,Y,REC_1194.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1194.pdf
REC_1196,Precision Landing of a Quadcopter Drone by Smartphone Video Guidance Sensor in a GPS-Denied Environment,2023,Scopus,10.3390/s23041934,,Y,134,Y,REC_1196.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1196.pdf
REC_1222,Autonomous UAV navigation in GPS denied environments using Lidar Point Clouds,2023,Scopus,10.2514/6.2023-3626,,Y,135,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2023-3626)
REC_1232,Range–Visual–Inertial Odometry with Coarse-to-Fine Image Registration Fusion for UAV Localization,2023,Scopus,10.3390/drones7080540,,Y,136,Y,REC_1232.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1232.pdf
REC_1250,Long-Distance GNSS-Denied Visual Inertial Navigation for Autonomous Fixed-Wing Unmanned Air Vehicles: SO(3) Manifold Filter Based on Virtual Vision Sensor,2023,Scopus,10.3390/aerospace10080708,,Y,137,Y,REC_1250.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1250.pdf
REC_1251,Reinforcement learning based UAV formation control in GPS-denied environment,2023,Scopus,10.1016/j.cja.2023.07.006,,Y,138,Y,REC_1251.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1251.pdf
REC_1272,An Efficient Framework for Autonomous UAV Missions in Partially-Unknown GNSS-Denied Environments,2023,Scopus,10.3390/drones7070471,,Y,139,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.3390/drones7070471)
REC_1275,A DNN-Based Optical Aided Autonomous Navigation System for UAV Under GNSS-denied Environment,2023,Scopus,10.1007/978-981-99-0479-2_326,,Y,140,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-99-0479-2_326)
REC_1282,A Lidar-Inertial Navigation System for UAVs in GNSS-Denied Environment with Spatial Grid Structures,2023,Scopus,10.3390/app13010414,,Y,141,Y,REC_1282.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1282.pdf
REC_1316,Automated Method for SLAM Evaluation in GNSS-Denied Areas,2023,Scopus,10.3390/rs15215141,,Y,142,Y,REC_1316.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1316.pdf
REC_1332,A Relative Infrastructure-less Localization Algorithm for Decentralized and Autonomous Swarm Formation,2023,Scopus,10.1109/IROS55552.2023.10342168,,Y,143,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1109/IROS55552.2023.10342168)
REC_1402,Oxpecker: A Tethered UAV for Inspection of Stone-Mine Pillars,2023,Scopus,10.3390/drones7020073,,Y,144,Y,REC_1402.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1402.pdf
REC_1431,Advancing Autonomous UAV Target Localization in GPS-Denied Environments,2023,Scopus,10.1109/CoDIT58514.2023.10284425,,Y,145,Y,REC_1431.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1431.pdf
REC_1432,GNSS/INS/VO fusion using Gated Recurrent Unit in GNSS denied environments,2023,Scopus,10.2514/6.2023-2226,,Y,146,Y,REC_1432.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1432.pdf
REC_1443,Study on angle-only relative navigation for unmanned aerial vehicle formation in GPS-denied environment,2023,Scopus,10.1177/09544100221149235,,Y,147,Y,REC_1443.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1443.pdf
REC_1447,AN ACOUSTIC BASED LOCAL POSITIONING SYSTEM FOR DYNAMIC UAV IN GPS-DENIED ENVIRONMENTS,2023,Scopus,10.13031/aea.15397,,Y,148,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.13031/aea.15397)
REC_1455,Cross-Modal Images Matching Based Enhancement to MEMS INS for UAV Navigation in GNSS Denied Environments,2023,Scopus,10.3390/app13148238,,Y,149,Y,REC_1455.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1455.pdf
REC_1459,Automatic UAV Inspection of Tunnel Infrastructure in GPS-Denied Underground Environment,2023,Scopus,10.1007/978-3-031-07258-1_53,,Y,150,Y,REC_1459.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1459.pdf
REC_1502,A UAV-based explore-then-exploit system for autonomous indoor facility inspection and scene reconstruction,2023,Scopus,10.1016/j.autcon.2023.104753,,Y,151,Y,REC_1502.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1502.pdf
REC_1548,Tethered Multicopter Guidance in GPS-Denied Environments Through Reinforcement Learning,2023,Scopus,10.2514/6.2023-0507,,Y,152,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2023-0507)
REC_1602,Cooperative localisation of UAV swarm based on adaptive SA-PSO algorithm,2023,Scopus,10.1017/aer.2022.54,,Y,153,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1017/aer.2022.54)
REC_1620,Research and Design of Precision-Landing Drone in an Underground GPS-Denied Environment,2023,Scopus,10.2514/6.2023-3625,,Y,154,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2023-3625)
REC_1660,A Novel Ranging and IMU-Based Method for Relative Positioning of Two-MAV Formation in GNSS-Denied Environments,2023,Scopus,10.3390/s23094366,,Y,155,Y,REC_1660.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1660.pdf
REC_0022,Distance-based Autonomous Docking for UAV-MP in GPS-denied Environment,2022,IEEE_Xplore,10.1109/CCDC55256.2022.10034409,,Y,156,Y,REC_0022.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0022.pdf
REC_0028,UAV Waypoint Opportunistic Navigation in GNSS-Denied Environments,2022,IEEE_Xplore,10.1109/TAES.2021.3103140,,Y,157,Y,REC_0028.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0028.pdf
REC_0043,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,2022,IEEE_Xplore,10.1109/ROMA55875.2022.9915682,,Y,158,Y,REC_0043.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0043.pdf
REC_0095,Cooperative Relative Localization for UAV Swarm in GNSS-Denied Environment: A Coalition Formation Game Approach,2022,IEEE_Xplore,10.1109/JIOT.2021.3130000,,Y,159,Y,REC_0095.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0095.pdf
REC_0155,Cooperative Navigation and Guidance of a Micro-Scale Aerial Vehicle by an Accompanying UAV using 3D LiDAR Relative Localization,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836116,,Y,160,Y,REC_0155.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0155.pdf
REC_0202,Design of A Positioning System for UAV in GPS-denied Environment,2022,IEEE_Xplore,10.1109/ISCIT55906.2022.9931225,,Y,161,Y,REC_0202.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0202.pdf
REC_0239,Autonomous Flight Control Design Based on Multi-Sensor Fusion for a Low-Cost Quadrotor in GPS-Denied Environments,2022,IEEE_Xplore,10.1109/ACIRS55390.2022.9845557,,Y,162,Y,REC_0239.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0239.pdf
REC_0246,UAV Platforms for Autonomous Navigation in GPS-Denied Environments for Search and Rescue Missions,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836181,,Y,163,Y,REC_0246.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0246.pdf
REC_0426,Leonardo Drone Contest 2021: Politecnico di Milano team architecture,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836103,,Y,164,Y,REC_0426.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0426.pdf
REC_0469,Design and Flight Test of an Aerial Manipulator for Applications in GPS-Denied Environments,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836060,,Y,165,Y,REC_0469.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0469.pdf
REC_0475,P2P-DroneLoc: Peer-to-Peer Localization for GPS-Denied Drones using Camera and WiFi Fine Time Measurement,2022,IEEE_Xplore,10.1109/ANTS56424.2022.10227756,,Y,166,Y,REC_0475.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0475.pdf
REC_0489,UAV Vision Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation,2022,IEEE_Xplore,10.1109/TVT.2022.3151729,,Y,167,Y,REC_0489.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0489.pdf
REC_0572,GNSS-Independent Navigation of UAV through Utilization of Sensor Fusion and Intelligence System,2022,IEEE_Xplore,10.1109/ICT4DA56482.2022.9971437,,Y,168,Y,REC_0572.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0572.pdf
REC_0620,Terrain Aided Planetary UAV Localization Based on Geo-referencing,2022,IEEE_Xplore,10.1109/TGRS.2022.3198745,,Y,169,Y,REC_0620.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0620.pdf
REC_0960,Cooperative Visual Inertial Odometry for Heterogeneous Swarm of Drones Navigating in Noisy Environments,2022,IEEE_Xplore,10.1109/ISIE51582.2022.9831647,,Y,170,Y,REC_0960.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0960.pdf
REC_1048,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,2022,Scopus,10.3390/s22093156,,Y,171,Y,REC_1048.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1048.pdf
REC_1068,High-Accuracy Robust SLAM and Real-Time Autonomous Navigation of UAV in GNSS-denied Environments,2022,Scopus,10.1007/978-981-15-8155-7_92,,Y,172,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_92)
REC_1160,Towards Large-Scale Relative Localization in Multi-Robot Systems with Dynamic UWB Role Allocation,2022,Scopus,10.1109/ICRAE56463.2022.10054614,,Y,173,Y,REC_1160.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1160.pdf
REC_1172,LiDAR Inertial Mapping of Non-Manhattan Topologies for UAV-Based Aircraft Inspection in GNSS-Denied Environments,2022,Scopus,10.1016/j.ifacol.2023.01.132,,Y,174,Y,REC_1172.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1172.pdf
REC_1178,Aerial-Ground Robots Collaborative 3D Mapping in GNSS-Denied Environments,2022,Scopus,10.1109/ICRA46639.2022.9812319,,Y,175,Y,REC_1178.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1178.pdf
REC_1190,Reduction of GNSS-Denied inertial navigation errors for fixed wing autonomous unmanned air vehicles,2022,Scopus,10.1016/j.ast.2021.107237,,Y,176,Y,REC_1190.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1190.pdf
REC_1289,A Global ArUco-Based Lidar Navigation System for UAV Navigation in GNSS-Denied Environments,2022,Scopus,10.3390/aerospace9080456,,Y,177,Y,REC_1289.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1289.pdf
REC_1346,Tag-based visual-inertial localization of unmanned aerial vehicles in indoor construction environments using an on-manifold extended Kalman filter,2022,Scopus,10.1016/j.autcon.2021.104112,,Y,178,Y,REC_1346.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1346.pdf
REC_1347,A Ground Moving Target Tracking System for a Quadrotor in GPS-Denied Environments,2022,Scopus,10.1007/978-981-15-8155-7_246,,Y,179,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_246)
REC_1348,LiDAR-odometry based UAV pose estimation in young forest environment,2022,Scopus,10.1016/j.ifacol.2022.11.121,,Y,180,Y,REC_1348.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1348.pdf
REC_1355,A distributed approach for lidar-based relative state estimation of multi-UAV in GPS-denied environments,2022,Scopus,10.1016/j.cja.2021.04.021,,Y,181,Y,REC_1355.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1355.pdf
REC_1370,Cooperative navigation for UAVs in GNSS-denied area based on optimized belief propagation,2022,Scopus,10.1016/j.measurement.2022.110797,,Y,182,Y,REC_1370.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1370.pdf
REC_1429,Modelling and Simulation of Fast Autonomous Exploration and Mapping System for GPS Denied Unknown Environment Using ROS,2022,Scopus,10.1109/ICRAIE56454.2022.10054265,,Y,183,Y,REC_1429.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1429.pdf
REC_1440,A Review of Navigation Algorithms for Unmanned Aerial Vehicles Based on Computer Vision Systems,2022,Scopus,10.1134/S2075108722040022,,Y,184,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1134/S2075108722040022)
REC_1463,Decentralised Multi-UAV Cooperative Searching Multi-Target in Cluttered and GPS-Denied Environments,2022,Scopus,10.1109/AERO53065.2022.9843665,,Y,185,Y,REC_1463.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_1463.pdf
REC_1522,A Real-Time Monocular Vision-Aided Target Detection and Tracking for Micro UAV in GPS Denied Environment,2022,Scopus,10.1007/978-981-15-8155-7_255,,Y,186,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_255)
REC_1557,Model-Based Cooperative Navigation for a Group of Flying Robots,2022,Scopus,10.1109/TAES.2021.3136247,,Y,187,Y,REC_1557.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1557.pdf
REC_1576,Autonomous dynamic docking of UAV based on UWB-vision in GPS-denied environment,2022,Scopus,10.1016/j.jfranklin.2022.03.005,,Y,188,Y,REC_1576.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1576.pdf
REC_1587,Landmark-Based Scale Estimation and Correction of Visual Inertial Odometry for VTOL UAVs in a GPS-Denied Environment,2022,Scopus,10.3390/s22249654,,Y,189,Y,REC_1587.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1587.pdf
REC_1637,Virtual testbed for monocular visual navigation of small unmanned aircraft systems,2022,Scopus,10.1177/1548512920954545,,Y,190,Y,REC_1637.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1637.pdf
REC_1646,Adaptive Visual-Inertial Navigation for Fixed-Wing Aircraft Landing in GPS-Denied Condition,2022,Scopus,10.1007/978-981-15-8155-7_222,,Y,191,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-15-8155-7_222)
REC_1653,A Novel Scene Matching Algorithm via Deep Learning for Vision-based UAV Absolute Localization,2022,Scopus,10.1109/MLCCIM55934.2022.00043,,Y,192,Y,REC_1653.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1653.pdf
REC_0096,Cooperative UWB-Based Localization for Outdoors Positioning and Navigation of UAVs aided by Ground Robots,2021,IEEE_Xplore,10.1109/ICAS49788.2021.9551177,,Y,193,Y,REC_0096.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0096.pdf
REC_0107,Augmented Radar Odometry by Nested Optimal Filter Aided Navigation for UAVS in GNSS Denied Environment,2021,IEEE_Xplore,10.1109/ITC-Egypt52936.2021.9513978,,Y,194,Y,REC_0107.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0107.pdf
REC_0208,UAV Pose Estimation in GNSS-Denied Environment Assisted by Satellite Imagery Deep Learning Features,2021,IEEE_Xplore,10.1109/ACCESS.2020.3048342,,Y,195,Y,REC_0208.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0208.pdf
REC_0213,A Multi-UAV System for Exploration and Target Finding in Cluttered and GPS-Denied Environments,2021,IEEE_Xplore,10.1109/ICUAS51884.2021.9476820,,Y,196,Y,REC_0213.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0213.pdf
REC_0294,A Novel Approach to Computationally Lighter GNSS-Denied UAV Navigation Using Monocular Camera,2021,IEEE_Xplore,10.1109/ICARA51699.2021.9376502,,Y,197,Y,REC_0294.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0294.pdf
REC_0346,Autonomous Flight in Unknown GNSS-denied Environments for Disaster Examination,2021,IEEE_Xplore,10.1109/ICUAS51884.2021.9476790,,Y,198,Y,REC_0346.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0346.pdf
