id,done_flag,pdf_on_disk,in_master,status,title,doi
REC_0620,Y,Y,Y,OK_fully_integrated,Terrain Aided Planetary UAV Localization Based on Geo-referencing,10.1109/TGRS.2022.3198745
REC_0960,Y,Y,Y,OK_fully_integrated,Cooperative Visual Inertial Odometry for Heterogeneous Swarm of Drones Navigating in Noisy Environments,10.1109/ISIE51582.2022.9831647
REC_1048,Y,Y,N,PDF_present_master_missing,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,10.3390/s22093156
REC_1068,N,N,N,Truly_pending,High-Accuracy Robust SLAM and Real-Time Autonomous Navigation of UAV in GNSS-denied Environments,10.1007/978-981-15-8155-7_92
REC_1160,Y,Y,N,PDF_present_master_missing,Towards Large-Scale Relative Localization in Multi-Robot Systems with Dynamic UWB Role Allocation,10.1109/ICRAE56463.2022.10054614
REC_1172,Y,Y,N,PDF_present_master_missing,LiDAR Inertial Mapping of Non-Manhattan Topologies for UAV-Based Aircraft Inspection in GNSS-Denied Environments,10.1016/j.ifacol.2023.01.132
REC_1178,Y,Y,N,PDF_present_master_missing,Aerial-Ground Robots Collaborative 3D Mapping in GNSS-Denied Environments,10.1109/ICRA46639.2022.9812319
REC_1190,Y,Y,N,PDF_present_master_missing,Reduction of GNSS-Denied inertial navigation errors for fixed wing autonomous unmanned air vehicles,10.1016/j.ast.2021.107237
REC_1289,Y,Y,N,PDF_present_master_missing,A Global ArUco-Based Lidar Navigation System for UAV Navigation in GNSS-Denied Environments,10.3390/aerospace9080456
REC_1346,Y,Y,N,PDF_present_master_missing,Tag-based visual-inertial localization of unmanned aerial vehicles in indoor construction environments using an on-manifold extended Kalman filter,10.1016/j.autcon.2021.104112
REC_1347,N,N,N,Truly_pending,A Ground Moving Target Tracking System for a Quadrotor in GPS-Denied Environments,10.1007/978-981-15-8155-7_246
REC_1348,Y,Y,N,PDF_present_master_missing,LiDAR-odometry based UAV pose estimation in young forest environment,10.1016/j.ifacol.2022.11.121
REC_1355,Y,Y,N,PDF_present_master_missing,A distributed approach for lidar-based relative state estimation of multi-UAV in GPS-denied environments,10.1016/j.cja.2021.04.021
REC_1370,Y,Y,N,PDF_present_master_missing,Cooperative navigation for UAVs in GNSS-denied area based on optimized belief propagation,10.1016/j.measurement.2022.110797
REC_1429,Y,Y,N,PDF_present_master_missing,Modelling and Simulation of Fast Autonomous Exploration and Mapping System for GPS Denied Unknown Environment Using ROS,10.1109/ICRAIE56454.2022.10054265
REC_1440,N,N,N,Truly_pending,A Review of Navigation Algorithms for Unmanned Aerial Vehicles Based on Computer Vision Systems,10.1134/S2075108722040022
REC_1463,Y,Y,Y,OK_fully_integrated,Decentralised Multi-UAV Cooperative Searching Multi-Target in Cluttered and GPS-Denied Environments,10.1109/AERO53065.2022.9843665
REC_1522,N,N,N,Truly_pending,A Real-Time Monocular Vision-Aided Target Detection and Tracking for Micro UAV in GPS Denied Environment,10.1007/978-981-15-8155-7_255
REC_1557,Y,Y,N,PDF_present_master_missing,Model-Based Cooperative Navigation for a Group of Flying Robots,10.1109/TAES.2021.3136247
REC_1576,Y,Y,N,PDF_present_master_missing,Autonomous dynamic docking of UAV based on UWB-vision in GPS-denied environment,10.1016/j.jfranklin.2022.03.005
REC_1587,Y,Y,N,PDF_present_master_missing,Landmark-Based Scale Estimation and Correction of Visual Inertial Odometry for VTOL UAVs in a GPS-Denied Environment,10.3390/s22249654
REC_1637,Y,Y,N,PDF_present_master_missing,Virtual testbed for monocular visual navigation of small unmanned aircraft systems,10.1177/1548512920954545
REC_1646,N,N,N,Truly_pending,Adaptive Visual-Inertial Navigation for Fixed-Wing Aircraft Landing in GPS-Denied Condition,10.1007/978-981-15-8155-7_222
REC_1653,Y,Y,N,PDF_present_master_missing,A Novel Scene Matching Algorithm via Deep Learning for Vision-based UAV Absolute Localization,10.1109/MLCCIM55934.2022.00043
REC_0096,Y,Y,Y,OK_fully_integrated,Cooperative UWB-Based Localization for Outdoors Positioning and Navigation of UAVs aided by Ground Robots,10.1109/ICAS49788.2021.9551177
REC_0107,Y,Y,Y,OK_fully_integrated,Augmented Radar Odometry by Nested Optimal Filter Aided Navigation for UAVS in GNSS Denied Environment,10.1109/ITC-Egypt52936.2021.9513978
REC_0208,Y,Y,Y,OK_fully_integrated,UAV Pose Estimation in GNSS-Denied Environment Assisted by Satellite Imagery Deep Learning Features,10.1109/ACCESS.2020.3048342
REC_0213,Y,Y,Y,OK_fully_integrated,A Multi-UAV System for Exploration and Target Finding in Cluttered and GPS-Denied Environments,10.1109/ICUAS51884.2021.9476820
REC_0294,Y,Y,Y,OK_fully_integrated,A Novel Approach to Computationally Lighter GNSS-Denied UAV Navigation Using Monocular Camera,10.1109/ICARA51699.2021.9376502
REC_0346,Y,Y,Y,OK_fully_integrated,Autonomous Flight in Unknown GNSS-denied Environments for Disaster Examination,10.1109/ICUAS51884.2021.9476790
REC_0444,Y,Y,Y,OK_fully_integrated,Autonomous Aerial Swarming in GNSS-denied Environments with High Obstacle Density,10.1109/ICRA48506.2021.9561284
REC_0459,Y,Y,Y,OK_fully_integrated,Safe Tightly-Constrained UAV Swarming in GNSS-denied Environments,10.1109/ICUAS51884.2021.9476794
REC_0111,Y,Y,Y,OK_fully_integrated,Position Estimation for Drones based on Visual SLAM and IMU in GPS-denied Environment,10.1109/ICRoM48714.2019.9071826
REC_0115,Y,Y,Y,OK_fully_integrated,Low Computational Data Fusion Approach Using INS and UWB for UAV Navigation Tasks in GPS-Denied Environments,10.1109/PDCAT46702.2019.00080
REC_0138,Y,Y,Y,OK_fully_integrated,Autonomous Exploration and Mapping System Using Heterogeneous UAVs and UGVs in GPS-Denied Environments,10.1109/TVT.2018.2890416
REC_0179,Y,Y,Y,OK_fully_integrated,Wireless Local Positioning System for Controlled UAV Landing in GNSS-Denied Environment,10.1109/MetroAeroSpace.2019.8869587
REC_0196,Y,Y,Y,OK_fully_integrated,Navigation of Simultaneous Localization and Mapping by Fusing RGB-D Camera and IMU on UAV,10.1109/SAFEPROCESS45799.2019.9213339
REC_0271,Y,Y,Y,OK_fully_integrated,Hybrid IMU-Aided Approach for Optimized Visual Odometry,10.1109/GlobalSIP45357.2019.8969460
REC_0343,Y,Y,Y,OK_fully_integrated,Vision-Aided Multi-UAV Autonomous Flocking in GPS-Denied Environment,10.1109/TIE.2018.2824766
REC_0455,Y,Y,Y,OK_fully_integrated,Airborne-Relay-based Algorithm for Locating Crashed UAVs in GPS-Denied Environments,10.1109/UEMCON47517.2019.8993065
REC_0534,Y,Y,Y,OK_fully_integrated,Integrated UWB-Vision Approach for Autonomous Docking of UAVs in GPS-denied Environments,10.1109/ICRA.2019.8793851
REC_0598,Y,Y,Y,OK_fully_integrated,Compact Passive Millimeter Wave Imager for Degraded Visual and GPS-Denied Navigation,10.1109/RAPID.2019.8864251
REC_0631,Y,Y,Y,OK_fully_integrated,Invited Speaker 1: Navigation without GPS for Unmanned Aerial Vehicles,10.1109/IConDA47345.2019.9034681
REC_0716,Y,Y,Y,OK_fully_integrated,Cooperative Search Area optimization using Multiple Unmanned Aerial Vehicles in a GPS-denied Environment,10.1109/ICUAS.2019.8798332
REC_0814,Y,Y,Y,OK_fully_integrated,Monocular Vision Aided Autonomous UAV Navigation in Indoor Corridor Environments,10.1109/TSUSC.2018.2810952
REC_0859,Y,Y,Y,OK_fully_integrated,A Multimode Visual-Inertial Navigation Method for Fixed-wing Aircraft Approach and Landing in GPS-denied and Low Visibility Environments,10.1109/DASC43569.2019.9081785
REC_0986,Y,Y,Y,OK_fully_integrated,Field Test Results of GNSS-denied Inertial Navigation aided by Phased-array Radio Systems for UAVs,10.1109/ICUAS.2019.8798057
REC_1011,Y,Y,N,PDF_present_master_missing,Real-time unmanned aerial system (UAS) based interference localization in a GNSS denied environment,10.33012/2019.16992
REC_1021,Y,Y,N,PDF_present_master_missing,GPS-denied UAV localization using pre-existing satellite imagery,10.1109/ICRA.2019.8793558
REC_1059,Y,Y,N,PDF_present_master_missing,Enhanced drone navigation in GNSS denied environment using VDM and Hall effect sensor,10.3390/ijgi8040169
REC_1063,Y,Y,N,PDF_present_master_missing,Visual Inertial Navigation for a Small UAV Using Sparse and Dense Optical Flow,10.1109/REDUAS47371.2019.8999672
REC_1090,N,N,N,Truly_pending,UAV navigation in GPS-denied environment using particle filtered RVL,10.1117/12.2518516
REC_1130,Y,Y,N,PDF_present_master_missing,Robust GNSS-denied localization for UAV using particle filter and visual odometry,10.1007/s00138-019-01046-4
REC_1200,N,N,N,Truly_pending,RF-Drone: Multi-tag system for RF-ID enables drone tracking in GPS-denied environments,10.1587/transcom.2018DRP0005
REC_1209,N,N,N,Truly_pending,Immunity-based framework for autonomous flight in GNSS-denied environment,10.15866/irease.v12i6.16215
REC_1267,Y,Y,N,PDF_present_master_missing,Field-testing of a UAV-UGV team for GNSS-denied navigation in subterranean environments,10.33012/2019.16912
REC_1294,N,N,N,Truly_pending,Localization Fusion for Aerial Vehicles in Partially GNSS Denied Environments,10.1007/978-3-030-14984-0_20
REC_1363,N,N,N,Truly_pending,CSLAM and GPS based navigation for multi-UAV cooperative transportation system,10.1007/978-3-030-27535-8_29
REC_1451,Y,Y,Y,OK_fully_integrated,Vision Model-Based Real-Time Localization of Unmanned Aerial Vehicle for Autonomous Structure Inspection under GPS-Denied Environment,10.1061/9780784482445.037
REC_1541,N,N,N,Truly_pending,Visual-Thermal Landmarks and Inertial Fusion for Navigation in Degraded Visual Environments,10.1109/AERO.2019.8741787
REC_1553,N,N,N,Truly_pending,Real-Time Monocular Vision-Based UAV Obstacle Detection and Collision Avoidance in GPS-Denied Outdoor Environments Using CNN MobileNet-SSD,10.1007/978-3-030-33749-0_49
REC_1640,Y,Y,Y,OK_fully_integrated,Automatic landing of a low-cost quadrotor using monocular vision and Kalman filter in GPS-denied environments,10.3906/elk-1809-204
REC_0010,Y,Y,Y,OK_fully_integrated,Autonomous long-range navigation in GNSS-denied environment with low-cost UAV platform,10.1109/SYSCON.2018.8369592
REC_0017,Y,Y,Y,OK_fully_integrated,Development of Nano UAV Platform for Navigation in GPS-Denied Environment Using Snapdragon,10.1109/IECON.2018.8592913
REC_0071,Y,Y,Y,OK_fully_integrated,Radar-Based High-Accuracy 3D Localization of UAVs for Landing in GNSS-Denied Environments,10.1109/ICMIM.2018.8443483
REC_0080,Y,Y,Y,OK_fully_integrated,Enabling Computer Vision-Based Autonomous Navigation for Unmanned Aerial Vehicles in Cluttered GPS-Denied Environments,10.1109/ITSC.2018.8569695
REC_0118,Y,Y,Y,OK_fully_integrated,A Vision-Aided Navigation System by Ground-Aerial Vehicle Cooperation for UAV in GNSS-Denied Environments,10.1109/GNCC42960.2018.9019191
REC_0318,Y,Y,Y,OK_fully_integrated,Cooperative Navigation Method Based on Adaptive CKF for UAVs In GPS Denied Areas,10.1109/GNCC42960.2018.9018972
REC_0332,Y,Y,Y,OK_fully_integrated,Thermal-Inertial Localization for Autonomous Navigation of Aerial Robots through Obscurants,10.1109/ICUAS.2018.8453447
REC_0363,Y,Y,Y,OK_fully_integrated,Enhanced UAV navigation in GNSS denied environment using repeated dynamics pattern recognition,10.1109/PLANS.2018.8373497
REC_0464,Y,Y,Y,OK_fully_integrated,Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,10.1109/PLANS.2018.8373454
REC_0617,Y,Y,Y,OK_fully_integrated,Visual-Inertial Fusion for Indoor Autonomous Navigation of a Quadrotor Using ORB-SLAM,10.1109/LARS/SBR/WRE.2018.00028
REC_0647,Y,Y,Y,OK_fully_integrated,Radiation Source Localization in GPS-Denied Environments Using Aerial Robots,10.1109/ICRA.2018.8460760
REC_0693,Y,Y,N,PDF_present_master_missing,Characterization and Testing of a High-Resolution Time-of-Flight Camera for Autonomous Navigation,10.1109/MetroAeroSpace.2018.8453522
REC_0973,Y,Y,Y,OK_fully_integrated,Landmark Placement for Localization in a GPS-denied Environment,10.23919/ACC.2018.8431886
REC_0993,Y,Y,Y,OK_fully_integrated,"Fast, autonomous flight in GPS-denied and cluttered environments",10.1002/rob.21774
REC_1028,Y,Y,Y,OK_fully_integrated,Integrated navigation for autonomous drone in GPS and GPS-denied environments,10.20965/jrm.2018.p0373
REC_1055,Y,Y,N,PDF_present_master_missing,An Autonomously Navigation System for Forestry Quadrotor within GPS-denied Below-canopy Environment,10.1109/GNCC42960.2018.9019136
REC_1070,N,N,N,Truly_pending,Hybrid Machine Learning VDM for UAVs in GNSS-denied Environment,10.1002/navi.249
REC_1132,Y,Y,Y,OK_fully_integrated,Minimalistic approach for monocular SLAM system applied to micro aerial vehicles in GPS-denied environments,10.1177/0142331217747343
REC_1137,Y,Y,Y,OK_fully_integrated,"Integrated guidance, navigation, and control system for a UAV in a GPS denied environment",10.5220/0006908204400447
REC_1192,Y,Y,Y,OK_fully_integrated,Indoor UAV Localization Using a Tether,10.1109/SSRR.2018.8468627
REC_1210,N,N,N,Truly_pending,"Experiments in Fast, Autonomous, GPS-Denied Quadrotor Flight",10.1109/ICRA.2018.8463214
REC_1217,Y,Y,Y,OK_fully_integrated,Vision based UAS navigation for RFI localization,10.33012/2018.16060
REC_1268,N,N,N,Truly_pending,SOFT-SLAM: Computationally efficient stereo visual simultaneous localization and mapping for autonomous unmanned aerial vehicles,10.1002/rob.21762
REC_1283,Y,Y,N,PDF_present_master_missing,Cooperative monocular-based SLAM for multi-UAV systems in GPS-denied environments,10.3390/s18051351
REC_1286,Y,Y,N,PDF_present_master_missing,Hybrid camera array-based UAV auto-landing on moving UGV in GPS-denied environment,10.3390/rs10111829
REC_1307,Y,Y,Y,OK_fully_integrated,An architecture for robust UAV navigation in GPS-denied areas,10.1002/rob.21757
REC_1313,Y,Y,Y,OK_fully_integrated,A smart hybrid vision aided inertial navigation system approach for UAVs in a GNSS denied environment,10.1002/navi.270
REC_1320,Y,Y,N,PDF_present_master_missing,Radar and visual odometry integrated system aided navigation for UAVS in GNSS denied environment,10.3390/s18092776
REC_1403,Y,Y,N,PDF_present_master_missing,Simless GSM positioning for navigation in GPS-denied environments,10.1108/AEAT-01-2017-0029
REC_1555,N,N,N,Truly_pending,Bounding visual odometry drift with radio range data for small unmanned aerial vehicles,10.33012/2018.15952
REC_1612,Y,Y,Y,OK_fully_integrated,Visual GPS-denied multi-agent localization & terrain classification,10.1109/AERO.2018.8396392
REC_1676,N,N,N,Truly_pending,More Robust Features for Adaptive Visual Navigation of UAVs in Mixed Environments: A Novel Localisation Framework,10.1007/s10846-017-0650-2
REC_1679,N,N,N,Truly_pending,Self-localization of unmanned aerial vehicles based on optical flow in onboard camera images,10.1007/978-3-319-76072-8_8
REC_0345,Y,Y,Y,OK_fully_integrated,Distance function based 6DOF localization for unmanned aerial vehicles in GPS denied environments,10.1109/IROS.2017.8206421
REC_0438,Y,Y,Y,OK_fully_integrated,Vision-based object path following on a quadcopter for GPS-denied environments,10.1109/ICUAS.2017.7991500
REC_0896,Y,Y,N,PDF_present_master_missing,Robust autonomous flight and mission management for MAVs in GPS-denied environments,10.1109/ASCC.2017.8287144
REC_0932,Y,Y,Y,OK_fully_integrated,Development of a Plug-and-Play Infrared Landing System for Multirotor Unmanned Aerial Vehicles,10.1109/CRV.2017.23
REC_1002,Y,Y,N,PDF_present_master_missing,An integrated UAV navigation system based on geo-registered 3D point cloud,10.1109/MFI.2017.8170396
REC_1095,Y,Y,N,PDF_present_master_missing,A multi-sensorial simultaneous localization and mapping (SLAM) system for low-cost micro aerial vehicles in GPS-denied environments,10.3390/s17040802
REC_1366,Y,Y,Y,OK_fully_integrated,Cooperative Localisation of a GPS-Denied UAV in 3-Dimensional Space Using Direction of Arrival Measurements,10.1016/j.ifacol.2017.08.1226
REC_1480,Y,Y,Y,OK_fully_integrated,Pose estimation for an autonomous vehicle using monocular vision,10.1109/INDIANCC.2017.7846512
REC_1539,N,N,N,Truly_pending,3D mapping for autonomous quadrotor aircraft,10.1142/S2301385017400064
REC_1564,Y,Y,Y,OK_fully_integrated,Ultra-wideband based cooperative relative localization algorithm and experiments for multiple unmanned aerial vehicles in GPS denied environments,10.1177/1756829317695564
REC_1619,Y,Y,Y,OK_fully_integrated,Robust Autonomous Flight in Constrained and Visually Degraded Shipboard Environments,10.1002/rob.21670
REC_0242,Y,Y,N,PDF_present_master_missing,Survey on UAV navigation in GPS denied environments,10.1109/SCOPES.2016.7955787
REC_0255,Y,Y,Y,OK_fully_integrated,A stereo and rotating laser framework for UAV navigation in GPS denied environment,10.1109/IECON.2016.7793246
REC_0296,Y,Y,Y,OK_fully_integrated,Optical flow sensor integrated navigation system for quadrotor in GPS-denied environment,10.1109/ICRAE.2016.7738795
REC_0362,Y,Y,N,PDF_present_master_missing,Unmanned aerial vehicle relative navigation in GPS denied environments,10.1109/PLANS.2016.7479719
REC_0752,Y,Y,Y,OK_fully_integrated,Cooperative localisation of UAVs in a GPS-denied environment using bearing measurements,10.1109/CDC.2016.7798924
REC_1001,Y,Y,Y,OK_fully_integrated,Perception and navigation for an autonomous quadrotor in GPS-denied environments,10.2316/Journal.206.2016.6.206-4434
REC_1064,N,N,N,Truly_pending,Autonomous Navigation for Micro Aerial Vehicles in Complex GNSS-denied Environments,10.1007/s10846-015-0274-3
REC_1103,Y,Y,Y,OK_fully_integrated,Integrated navigation of aerial robot for GPS and GPS-denied environment,10.1088/1742-6596/744/1/012219
REC_1186,Y,Y,N,PDF_present_master_missing,Landmarks based path planning for UAVs in GPS-denied areas,10.1016/j.ifacol.2016.03.086
REC_1187,N,N,N,Truly_pending,Group coordination and path replan tactics in GPS denied environments,10.1109/ICUAS.2016.7502646
REC_1322,N,N,N,Truly_pending,Indoor SLAM for Micro Aerial Vehicles Control Using Monocular Camera and Sensor Fusion,10.1109/ICARSC.2016.46
REC_1336,N,N,N,Truly_pending,Multi-sensor robust relative estimation framework for GPS-denied multirotor aircraft,10.1109/ICUAS.2016.7502619
REC_1373,Y,Y,N,PDF_present_master_missing,Enabling UAV navigation with sensor and environmental uncertainty in cluttered and GPS-denied environments,10.3390/s16050666
REC_1378,Y,Y,Y,OK_fully_integrated,Optical Flow Sensor/INS/Magnetometer Integrated Navigation System for MAV in GPS-Denied Environment,10.1155/2016/6105803
REC_1400,N,N,N,Truly_pending,Indoor SLAM for micro aerial vehicles using visual and laser sensor fusion,10.1007/978-3-319-27146-0_41
REC_1423,Y,Y,N,PDF_present_master_missing,A robust real-time vision based GPS-denied navigation system of UAV,10.1109/CYBER.2016.7574843
REC_1438,Y,Y,N,PDF_present_master_missing,3D motion planning for UAVs in GPS-denied unknown forest environment,10.1109/IVS.2016.7535393
REC_1561,Y,Y,Y,OK_fully_integrated,Characterization of mountain drainage patterns for GPS-denied UAS navigation augmentation,10.1007/s00138-015-0723-9
REC_1608,N,N,N,Truly_pending,Long-term aerial robot localization based on visual odometry and radio-based ranging,10.1109/ICUAS.2016.7502653
REC_1609,N,N,N,Truly_pending,GPS Denied UAV Routing with Communication Constraints,10.1007/s10846-016-0343-2
REC_0025,Y,Y,Y,OK_fully_integrated,Design of an UWB indoor-positioning system for UAV navigation in GNSS-denied environments,10.1109/IPIN.2015.7346960
REC_0057,Y,Y,Y,OK_fully_integrated,ROS+unity: An efficient high-fidelity 3D multi-UAV navigation and control simulator in GPS-denied environments,10.1109/IECON.2015.7392488
REC_0369,Y,Y,Y,OK_fully_integrated,Autonomous Flight Control of a Nano Quadrotor Helicopter in a GPS-Denied Environment Using On-Board Vision,10.1109/TIE.2015.2420036
REC_0461,N,N,N,Truly_pending,Autonomous MAV navigation in complex GNSS-denied 3D environments,10.1109/SSRR.2015.7443012
REC_0594,Y,Y,Y,OK_fully_integrated,Google map aided visual navigation for UAVs in GPS-denied environment,10.1109/ROBIO.2015.7418753
REC_0719,Y,Y,Y,OK_fully_integrated,Autonomous landing of small unmanned aerial rotorcraft based on monocular vision in GPS-denied area,10.1109/JAS.2015.7032912
