id,pdf_exists,title,master_year,master_doi,pdf_pages,detected_headline,doi_match,surnames_tested,surnames_found,surnames_hit,title_tokens,title_ratio,verdict
REC_0752,True,Cooperative localisation of UAVs in a GPS-denied environment using bearing measurements,2016,10.1109/CDC.2016.7798924,7,Cooperative Localisation of UAVs in a GPS-denied Environment Using,False,4,4,anderson;hmam;sarunic;zhang,7,1.0,SURNAME_MATCH
REC_0814,True,Monocular Vision Aided Autonomous UAV Navigation in Indoor Corridor Environments,2019,10.1109/TSUSC.2018.2810952,13,Monocular Vision Aided Autonomous UAV,True,3,3,bakshi;choudhury;padhy,8,1.0,DOI_MATCH
REC_0816,True,Feature 3D Gaussian Splatting for UAV-to-Ship Pose Estimation in GNSS-Denied Environments,2026,10.1109/ICUAS69441.2026.11598627,8,Feature 3D Gaussian Splatting for UAV-to-Ship,True,4,4,bernas;devries;mcconnell;seargeant,8,1.0,DOI_MATCH
REC_0824,True,A Homography-Based Visual Servo Control Approach for an Underactuated Unmanned Aerial Vehicle in GPS-Denied Environments,2023,10.1109/TIV.2022.3163315,11,"IEEE TRANSACTIONS ON INTELLIGENT VEHICLES, VOL. 8, NO. 2, FEBRUARY 2023",True,4,4,miao;wang;zhang;zhong,10,1.0,DOI_MATCH
REC_0840,True,GPS-Denied Drone Navigation via Cross-Domain Keypoint Matching,2026,10.1109/ICIP61757.2026.11630202,6,GPS-DENIED DRONE NAVIGATION VIA CROSS-DOMAIN KEYPOINT MATCHING,True,2,2,chen;hsieh,6,1.0,DOI_MATCH
REC_0857,True,SwarmRaft: Leveraging Consensus for Robust Drone Swarm Coordination in GNSS-Degraded Environments,2026,10.1109/JIOT.2025.3645453,9,"IEEE INTERNET OF THINGS JOURNAL, VOL. 13, NO. 5, 1 MARCH 2026",True,4,4,madhwal;osinenko;shevelo;yanovich,9,1.0,DOI_MATCH
REC_0859,True,A Multimode Visual-Inertial Navigation Method for Fixed-wing Aircraft Approach and Landing in GPS-denied and Low Visibility Environments,2019,10.1109/DASC43569.2019.9081785,10,A Multimode Visual-Inertial Navigation Method for Fixed-wing Aircraft Approach,False,3,3,song;zhai;zhang,10,1.0,SURNAME_MATCH
REC_0866,True,Autonomous Aerial Robots for Search and Rescue Missions,2023,10.1109/UPCON59197.2023.10434325,6,Autonomous Aerial Robots for Search and Rescue,True,5,5,bhutani;jabbar;jain;sangeeta;tyagi,6,1.0,DOI_MATCH
REC_0870,True,"Recent Trends, Techniques, and Applications of AI Based Autonomous Drones",2026,10.1109/ICEI65890.2026.11447876,6,"Recent Trends, Techniques, and Applications of AI",True,2,2,dhopavkar;raghuwanshi,6,1.0,DOI_MATCH
REC_0932,True,Development of a Plug-and-Play Infrared Landing System for Multirotor Unmanned Aerial Vehicles,2017,10.1109/CRV.2017.23,5,Development of a Plug-and-play Infrared Landing System for Multirotor,True,3,3,gupta;najjaran;nowak,8,1.0,DOI_MATCH
REC_0951,True,PSS-LIO A Computationally Efficient LiDAR-Inertial Odometry Framework for UAV Building Inspection via Geometric Predictability and Structure Prior Learning,2026,10.1109/TIM.2026.3709427,12,"IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT, VOL. 75, 2026",True,2,2,tang;wang,13,1.0,DOI_MATCH
REC_0960,True,Cooperative Visual Inertial Odometry for Heterogeneous Swarm of Drones Navigating in Noisy Environments,2022,10.1109/ISIE51582.2022.9831647,8,Cooperative Visual Inertial Odometry for,True,6,6,atik;cetin;erdogan;kara;yahsi;yalcin,10,1.0,DOI_MATCH
REC_0961,True,Multimodal Image Registration for GPS-denied UAV Navigation Based on Disentangled Representations,2023,10.1109/ICRA48891.2023.10161567,7,Multimodal Image Registration for GPS-denied UAV Navigation Based,True,0,0,,7,1.0,DOI_MATCH
REC_0973,True,Landmark Placement for Localization in a GPS-denied Environment,2018,10.23919/ACC.2018.8431886,7,Landmark Placement for Localization in a GPS-denied Environment,False,5,5,misra;rathinam;sharma;srinivasan;sundar,5,1.0,SURNAME_MATCH
REC_0981,True,Multi-sensor Data Analysis in Terms of Autonomous Drone Flight without GPS,2023,10.1109/PIERS59004.2023.10221335,7,"2023 PhotonIcs & Electromagnetics Research Symposium (PIERS), Prague, Czech Republic, 3–6 July",True,3,2,issassis;venkrbec,7,1.0,DOI_MATCH
REC_0986,True,Field Test Results of GNSS-denied Inertial Navigation aided by Phased-array Radio Systems for UAVs,2019,10.1109/ICUAS.2019.8798057,9,Field Test Results of GNSS-denied Inertial Navigation aided by,False,4,4,albrektsen;bryne;gryte;johansen,10,1.0,SURNAME_MATCH
REC_0993,True,"Fast, autonomous flight in GPS-denied and cluttered environments",2018,10.1002/rob.21774,30,"Fast, Autonomous Flight in GPS-Denied and",False,13,13,atanasov;daniilidis;delmerico;karydis;kumar;loianno,6,1.0,SURNAME_MATCH
REC_0994,True,Automated localization of UAVs in GPS-denied indoor construction environments using fiducial markers,2018,10.22260/isarc2018/0012,7,35th International Symposium on Automation and Robotics in Construction (ISARC 2018),False,4,4,heins;mccabe;nahangi;schoellig,9,1.0,SURNAME_MATCH
REC_1001,True,Perception and navigation for an autonomous quadrotor in GPS-denied environments,2016,10.2316/Journal.206.2016.6.206-4434,39,Perception and Navigation for an Autonomous,False,4,4,nagaty;saeedi;thibault;trentini,6,1.0,SURNAME_MATCH
REC_1006,True,A comprehensive survey on autonomous UAV navigation and control systems,2026,10.1007/s40435-026-02068-3,18,International Journal of Dynamics and Control (2026) 14:141,True,5,5,ahmadi;azad;izakshiri;madinei;tajrishi,5,1.0,DOI_MATCH
REC_1007,True,Robust geo-localization of UAVSAR in GPS-Denied environments using deep cross-modality matching with google Earth imagery,2026,10.1007/s12518-026-00694-2,21,Applied Geomatics (2026) 18:41,True,3,3,ahmadi;ebadi;naanjam,11,1.0,DOI_MATCH
REC_1018,True,OPsCV: A Robust Framework for Aerial Navigation under Global Positioning System Denied Conditions,2026,10.1590/jatm.v18.1413,24,"J. Aerosp. Technol. Manag., v18, e0526, 2026",True,3,3,maximo;shiguemori;xavier,9,1.0,DOI_MATCH
REC_1025,True,A Survey on Radio Frequency based Precise Localisation Technology for UAV in GPS-denied Environment,2021,10.1007/s10846-021-01500-4,44,Journal of Intelligent & Robotic Systems manuscript No.,True,1,1,yang,8,1.0,DOI_MATCH
REC_1028,True,Integrated navigation for autonomous drone in GPS and GPS-denied environments,2018,10.20965/jrm.2018.p0373,7,Integrated Navigation for Autonomous Drone,True,1,1,suzuki,6,1.0,DOI_MATCH
REC_1034,True,Uavs enhanced navigation in outdoor gnss denied environment using UWB and monocular camera systems,2019,10.5194/isprs-archives-XLII-2-W13-665-2019,8,UAVS ENHANCED NAVIGATION IN OUTDOOR GNSS DENIED ENVIRONMENT,True,6,6,el-sheimy;masiero;mostafa;moussa;vettore;zahran,9,1.0,DOI_MATCH
REC_1049,True,"UAV tracking of mobile target in occluded, cluttered and GPS-denied environments",2018,10.1109/AERO.2018.8396449,8,This may be the author’s version of a work that was submitted/accepted,True,3,3,gonzalez;roberts;vanegas,7,1.0,DOI_MATCH
REC_1103,True,Integrated navigation of aerial robot for GPS and GPS-denied environment,2016,10.1088/1742-6596/744/1/012219,10,Journal of Physics:,True,3,3,nonami;suzuki;wada,6,1.0,DOI_MATCH
REC_1105,True,3D SCENE RECONSTRUCTION AND PATH PLANNING METHOD FOR UAV IN GNSS-DENIED ENVIRONMENT,2022,10.5194/isprs-annals-X-3-W1-2022-69-2022,7,3D SCENE RECONSTRUCTION AND PATH PLANNING METHOD,True,2,2,duan;zhao,7,1.0,DOI_MATCH
REC_1132,True,Minimalistic approach for monocular SLAM system applied to micro aerial vehicles in GPS-denied environments,2018,10.1177/0142331217747343,13,Transactions of the Institute of,True,3,3,grau;mungui;urzua,9,1.0,DOI_MATCH
REC_1137,True,"Integrated guidance, navigation, and control system for a UAV in a GPS denied environment",2018,10.5220/0006908204400447,8,"Integrated Guidance, Navigation, and Control System for a UAV in a",True,4,4,hong;ryoo;shin;tsourdos,6,1.0,DOI_MATCH
REC_1146,True,Micro-radar and UWB aided UAV navigation in GNSS denied environment,2018,10.5194/isprs-archives-XLII-1-469-2018,8,MICRO-RADAR AND UWB AIDED UAV NAVIGATION IN GNSS DENIED ENVIRONMENT,True,6,6,el-sheimy;masiero;mostafa;moussa;vettore;zahran,6,1.0,DOI_MATCH
REC_1148,True,UAV-Based Structural Health Monitoring Using a Two-Stage CNN Model with Lighthouse Localization in GNSS-Denied Environments,2025,10.28991/HIJ-2025-06-02-03,13,Available online at www.HighTechJournal.org,True,2,2,chua;sorilla,10,1.0,DOI_MATCH
REC_1159,True,GPS-Denied Navigation Aided by Synthetic Aperture Radar Using the Range-Doppler Algorithm,2022,10.33012/navi.533,29,"NAVIGATION, 69(3).",True,4,4,christensen;gunther;jenkins;lindstrom,8,1.0,DOI_MATCH
REC_1192,True,Indoor UAV Localization Using a Tether,2018,10.1109/SSRR.2018.8468627,6,Indoor UAV Localization Using a Tether,False,3,3,dufek;murphy;xiao,3,1.0,SURNAME_MATCH
REC_1207,True,GPS-denied indoor and outdoor monocular vision aided navigation and control of unmanned aircraft,2013,10.1002/rob.21454,45,GPS-Denied Indoor and Outdoor Monocular Vision,False,4,4,chowdhary;johnson;magree;shein,10,1.0,SURNAME_MATCH
REC_1212,True,Autonomous drone hunter operating by deep learning and all-onboard computations in GPS-denied environments,2019,10.1371/journal.pone.0225092,18,RESEARCH ARTICLE,True,13,13,aharoni;chen;chuang;comas;huang;kennedy,10,1.0,DOI_MATCH
REC_1217,True,Vision based UAS navigation for RFI localization,2018,10.33012/2018.16060,11,Localization Fusion for Aerial Vehicles in,False,3,0,,3,1.0,TITLE_ONLY
REC_1245,True,Fusion of Optical Flow and Dead Reckoning Algorithms for UAV Navigation Without GPS,2025,10.12716/1001.19.04.02,6,1 INTRODUCTION,True,3,3,szyku;targowski;walczak,7,1.0,DOI_MATCH
REC_1270,True,Navigation of UAV in GNSS denied area,2024,10.13164/eeict.2024.96,4,Navigation of UAV in GNSS denied area,True,2,2,marcon;pinte,4,1.0,DOI_MATCH
REC_1285,True,Unmanned autonomous aerial navigation in GPS-denied environments,2020,10.18687/LACCEI2020.1.1.349,4,"18th LACCEI International Multi-Conference for Engineering, Education, and Technology: “Engineering, Integrati",True,4,4,aponte-roa;espinoza;flores-abad;habib,6,1.0,DOI_MATCH
REC_1298,True,Cooperative Localization for GNSS-Denied Subterranean Navigation: A UAV–UGV Team Approach,2024,10.33012/navi.677,26,Licensed under CC-BY 4.0,True,3,3,akhihiero;gross;olawoye,7,1.0,DOI_MATCH
REC_1306,True,UAV Visual Localization in GNSS-Denied Environments,2026,10.5194/isprs-archives-XLIX-B1-2026-55-2026,7,UAV Visual Localization in GNSS‑Denied Environments,True,4,4,jhan;tang;tsou;wang,4,1.0,DOI_MATCH
REC_1307,True,An architecture for robust UAV navigation in GPS-denied areas,2018,10.1002/rob.21757,38,An Architecture for Robust UAV Navigation,False,5,5,caballero;ollero;perez-grau;ragel;viguria,5,1.0,SURNAME_MATCH
REC_1308,True,Multi-sensor Data Fusion for Autonomous Unmanned Aerial Vehicle Navigation in GPS Denied Environments,2024,10.47839/ijc.23.4.3762,12,"VOLUME 23(4), 2024",True,2,2,alkan;elmas,10,1.0,DOI_MATCH
REC_1313,True,A smart hybrid vision aided inertial navigation system approach for UAVs in a GNSS denied environment,2018,10.1002/navi.270,15,O R I G I N A L A R T I C L E,True,4,4,el-sheimy;mostafa;moussa;sesay,10,1.0,DOI_MATCH
REC_1330,True,UAV VISUAL AUTOLOCALIZATON BASED on AUTOMATIC LANDMARK RECOGNITION,2017,10.5194/isprs-annals-IV-2-W3-89-2017,6,UAV VISUAL AUTOLOCALIZATON BASED ON AUTOMATIC LANDMARK,True,3,3,filho;saotome;shiguemori,5,1.0,DOI_MATCH
REC_1358,True,An experimental analysis of outdoor UAV localisation through diverse estimators and crowd-sensed data fusion,2024,10.1016/j.phycom.2024.102475,18,An Experimental Analysis of Outdoor UAV Localisation Through,False,9,9,abdellatif;ahmed;ansari;el-shimy;elmahallawy;moussa,10,1.0,SURNAME_MATCH
REC_1366,True,Cooperative Localisation of a GPS-Denied UAV in 3-Dimensional Space Using Direction of Arrival Measurements,2017,10.1016/j.ifacol.2017.08.1226,7,Cooperative Localisation of a GPS-Denied,False,4,4,anderson;hmam;russell;sarunic,8,1.0,SURNAME_MATCH
REC_1378,True,Optical Flow Sensor/INS/Magnetometer Integrated Navigation System for MAV in GPS-Denied Environment,2016,10.1155/2016/6105803,10,Research Article,True,4,4,shen;tang;wang;zhang,8,1.0,DOI_MATCH
REC_1405,True,Angle Robustness Unmanned Aerial Vehicle Navigation in GNSS-Denied Scenarios,2024,10.1609/aaai.v38i9.28906,9,Angle Robustness Unmanned Aerial Vehicle Navigation in GNSS-Denied Scenarios,False,4,4,feng;song;wang;zhang,8,1.0,SURNAME_MATCH
REC_1417,True,Cellular Communication-Based Autonomous UAV Navigation with Obstacle Avoidance for Unknown Indoor Environments,2021,10.22266/ijies2021.0430.31,9,Cellular Communication-Based Autonomous UAV Navigation with,True,3,3,choi;ramatryana;shin,9,1.0,DOI_MATCH
REC_1451,True,Vision Model-Based Real-Time Localization of Unmanned Aerial Vehicle for Autonomous Structure Inspection under GPS-Denied Environment,2019,10.1061/9780784482445.037,8,Vision-model-based Real-time Localization of Unmanned Aerial Vehicle for,False,2,2,shang;shen,12,1.0,SURNAME_MATCH
REC_1463,True,Decentralised Multi-UAV Cooperative Searching Multi-Target in Cluttered and GPS-Denied Environments,2022,10.1109/AERO53065.2022.9843665,11,This may be the author’s version of a work that was submitted/accepted,True,2,2,gonzalez;vanegas,8,1.0,DOI_MATCH
REC_1480,True,Pose estimation for an autonomous vehicle using monocular vision,2017,10.1109/INDIANCC.2017.7846512,8,Pose Estimation for an Autonomous Vehicle using,False,4,4,arya;gupta;kothari;vachhani,6,1.0,SURNAME_MATCH
REC_1561,True,Characterization of mountain drainage patterns for GPS-denied UAS navigation augmentation,2016,10.1007/s00138-015-0723-9,15,Machine Vision and Applications (2016) 27:87–101,True,3,3,celik;somani;wang,7,1.0,DOI_MATCH
REC_1564,True,Ultra-wideband based cooperative relative localization algorithm and experiments for multiple unmanned aerial vehicles in GPS denied environments,2017,10.1177/1756829317695564,18,Ultra-wideband based cooperative,True,1,1,meng,12,1.0,DOI_MATCH
REC_1573,True,Visual-based localization methods for unmanned aerial vehicles in landing operation on maritime vessel,2024,10.21014/actaimeko.v13i4.1575,13,"December 2024, Volume 13, Number 4, 1 - 13",True,7,7,cubber;dutrannois;haelterman;halleux;hamesse;janssens,10,1.0,DOI_MATCH
REC_1582,True,Overview of Mutual Localization Techniques Between Unmanned Aerial Vehicles in Swarm,2025,10.12716/1001.19.01.37,7,1 INTRODUCTION,False,4,4,czaja;kelner;lanka;skokowski,8,1.0,SURNAME_MATCH
REC_1612,True,Visual GPS-denied multi-agent localization & terrain classification,2018,10.1109/AERO.2018.8396392,12,Visual GPS-denied Multi-Agent Localization & Terrain,False,2,1,baillieul,6,1.0,SURNAME_MATCH
REC_1619,True,Robust Autonomous Flight in Constrained and Visually Degraded Shipboard Environments,2017,10.1002/rob.21670,28,Robust Autonomous Flight in Constrained and Visually,True,9,9,dubey;fang;jain;maeta;nuske;roth,8,1.0,DOI_MATCH
REC_1640,True,Automatic landing of a low-cost quadrotor using monocular vision and Kalman filter in GPS-denied environments,2019,10.3906/elk-1809-204,19,Turkish Journal of Electrical Engineering and Computer,True,3,3,karimian;sani;shoaran,10,1.0,DOI_MATCH
REC_1642,True,UAV based target finding and tracking in GPS-denied and cluttered environments,2016,10.1109/IROS.2016.7759360,8,This may be the author’s version of a work that was submitted/accepted,True,4,4,campbell;eich;gonzalez;vanegas,6,1.0,DOI_MATCH
REC_1667,True,Autonomous Mapping and Navigation Unit for Aerial Robots,2025,10.1109/ICAR65334.2025.11338655,25,Journal of Intelligent and Robotic Systems manuscript No.,False,9,0,,6,1.0,TITLE_ONLY
REC_1678,True,Position and Orientation from Asynchronous Lidar in GNSS Denied Environments,2026,10.5194/isprs-annals-XI-1-2026-151-2026,8,Position and Orientation from Asynchronous Lidar in GNSS Denied Environments,True,2,2,glennie;haces-garcia,7,1.0,DOI_MATCH
REC_1688,True,Pose estimation based on laser range finder for a quadrotor unmanned aerial vehicle in GPS-denied environment,2013,10.1109/access.2019.2909530,63,Digital Object Identifier 10.1109/ACCESS.2019.2909530,True,2,1,zhang,11,0.909,DOI_MATCH
REC_1715,True,"Autonomous targeted flight of a rotary-wing micro aerial vehicle in indoor, GPS-denied environments",2014,10.1109/access.2019.2909530,63,Digital Object Identifier 10.1109/ACCESS.2019.2909530,True,2,0,,10,0.9,DOI_MATCH
